,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression,probability_sp,probability_ad
27,27,27, said I. ,"Right! /newquote Right on both points! But I confess that I don t see how you arrived at it. It was a sudden impulse upon my part, and I have mentioned it to no one.",Dr. Watson,Mr. Sherlock Holmes,NO MONOLOGUE,0,1,Anaphoric,said I,0.7900633011107495,0.2096152075428537
28,28,28," he remarked, chuckling at my surprise, ","It is simplicity itself, /newquote so absurdly simple that an explanation is superfluous; and yet it may serve to define the limits of observation and of deduction. Observation tells me that you have a little reddish mould adhering to your instep. Just opposite the Seymour Street Office they have taken up the pavement and thrown up some earth which lies in such a way that it is difficult to avoid treading in it in entering. The earth is of this peculiar reddish tint which is found, as far as I know, nowhere else in the neighbourhood. So much is observation. The rest is deduction.",A High Piping Voice,Dr. Watson,NO MONOLOGUE,0,1,Anaphoric,he remarked,0.5249214191027745,0.5517069085940519
29,29,29,NO APPEND,"How, then, did you deduce the telegram?",Mr. Sherlock Holmes,Dr. Watson,NO MONOLOGUE,0,1,Implicit,,0.4965563953994598,0.13114227404157167
30,30,30,NO APPEND,"Why, of course I knew that you had not written a letter, since I sat opposite to you all morning. I see also in your open desk there that you have a sheet of stamps and a thick bundle of post-cards. What could you go into the post-office for, then, but to send a wire? Eliminate all other factors, and the one which remains must be the truth.",Mr. Sherlock Holmes,Dr. Watson,NO MONOLOGUE,0,1,Implicit,,0.2658597625500918,0.4530211217708617
31,31,31," I replied, after a little thought. ","In this case it certainly is so, /newquote The thing, however, is, as you say, of the simplest. Would you think me impertinent if I were to put your theories to a more severe test?",Dr. Watson,Mr. Sherlock Holmes,NO MONOLOGUE,0,1,Anaphoric,I replied,0.7704942690156322,0.10423323082246996
32,32,32," he answered, ","On the contrary, /newquote it would prevent me from taking a second dose of cocaine. I should be delighted to look into any problem which you might submit to me.",A High Piping Voice,Dr. Watson,NO MONOLOGUE,0,1,Anaphoric,he answered,0.3362148750189022,0.5517069085940519
33,33,33,NO APPEND,"I have heard you say that it is difficult for a man to have any object in daily use without leaving the impress of his individuality upon it in such a way that a trained observer might read it. Now, I have here a watch which has recently come into my possession. Would you have the kindness to let me have an opinion upon the character or habits of the late owner?",Mr. Sherlock Holmes,Dr. Watson,NO MONOLOGUE,0,1,Implicit,,0.26413168992190544,0.13114227404157167
34,34,34,"I handed him over the watch with some slight feeling of amusement in my heart, for the test was, as I thought, an impossible one, and I intended it as a lesson against the somewhat dogmatic tone which he occasionally assumed. He balanced the watch in his hand, gazed hard at the dial, opened the back, and examined the works, first with his naked eyes and then with a powerful convex lens. I could hardly keep from smiling at his crestfallen face when he finally snapped the case to and handed it back.",NO QUOTE,,,,0,1,1.0,1.0,,
35,35,35, he remarked. ,"There are hardly any data, /newquote The watch has been recently cleaned, which robs me of my most suggestive facts.",A High Piping Voice,Dr. Watson,NO MONOLOGUE,0,1,Anaphoric,he remarked,0.318040018351735,0.4530211217708617
36,36,36, I answered.  /newquote  In my heart I accused my companion of putting forward a most lame and impotent excuse to cover his failure. What data could he expect from an uncleaned watch?,"You are right, /newquote It was cleaned before being sent to me.",Dr. Watson,Mr. Sherlock Holmes,NO MONOLOGUE,0,1,Anaphoric,I answered,0.8903452542026278,0.04252786954941573
37,37,37," he observed, staring up at the ceiling with dreamy, lack-lustre eyes. ","Though unsatisfactory, my research has not been entirely barren, /newquote Subject to your correction, I should judge that the watch belonged to your elder brother, who inherited it from your father.",A High Piping Voice,Dr. Watson,NO MONOLOGUE,0,1,Anaphoric,he observed,0.35195222889433003,0.5517069085940519
38,38,38,NO APPEND,"That you gather, no doubt, from the H. W. upon the back?",Mr. Sherlock Holmes,Dr. Watson,NO MONOLOGUE,0,1,Implicit,,0.2889700136280658,0.13114227404157167
39,39,39,NO APPEND,"Quite so. The W. suggests your own name. The date of the watch is nearly fifty years back, and the initials are as old as the watch: so it was made for the last generation. Jewelry usually descends to the eldest son, and he is most likely to have the same name as the father. Your father has, if I remember right, been dead many years. It has, therefore, been in the hands of your eldest brother.",Wooden-Legged Man,Dr. Watson,NO MONOLOGUE,0,1,Implicit,,0.2813876467699099,0.4530211217708617
40,40,40, said I. ,"Right, so far, /newquote Anything else?",Dr. Watson,Mr. Sherlock Holmes,NO MONOLOGUE,0,1,Anaphoric,said I,0.9075944472379391,0.14192611485060921
41,41,41,NO APPEND,"He was a man of untidy habits, very untidy and careless. He was left with good prospects, but he threw away his chances, lived for some time in poverty with occasional short intervals of prosperity, and finally, taking to drink, he died. That is all I can gather.",Mr. Sherlock Holmes,Dr. Watson,NO MONOLOGUE,0,1,Implicit,,0.2721242462760849,0.5517069085940519
42,42,42,I sprang from my chair and limped impatiently about the room with considerable bitterness in my heart.,NO QUOTE,,,,0,1,1.0,1.0,,
43,43,43, I said. ,"This is unworthy of you, Holmes, /newquote I could not have believed that you would have descended to this. You have made inquires into the history of my unhappy brother, and you now pretend to deduce this knowledge in some fanciful way. You cannot expect me to believe that you have read all this from his old watch! It is unkind, and, to speak plainly, has a touch of charlatanism in it.",Dr. Watson,Mr. Sherlock Holmes,NO MONOLOGUE,0,1,Anaphoric,I said,0.40609759201206613,0.1451237595752869
44,44,44," said he, kindly, ","My dear doctor, /newquote pray accept my apologies. Viewing the matter as an abstract problem, I had forgotten how personal and painful a thing it might be to you. I assure you, however, that I never even knew that you had a brother until you handed me the watch.",A High Piping Voice,Dr. Watson,NO MONOLOGUE,0,1,Anaphoric,said he,0.37918387542457155,0.5517069085940519
45,45,45,NO APPEND,Then how in the name of all that is wonderful did you get these facts? They are absolutely correct in every particular.,Mr. Sherlock Holmes,Dr. Watson,NO MONOLOGUE,0,1,Implicit,,0.4289902025659091,0.13114227404157167
46,46,46,NO APPEND,"Ah, that is good luck. I could only say what was the balance of probability. I did not at all expect to be so accurate.",Mr. Sherlock Holmes,Dr. Watson,NO MONOLOGUE,0,1,Implicit,,0.43116837282394505,0.13114227404157167
47,47,47,NO APPEND,But it was not mere guess-work?,Mr. Sherlock Holmes,Dr. Watson,NO MONOLOGUE,0,1,Implicit,,0.45306908065375096,0.13114227404157167
48,48,48,NO APPEND,"No, no: I never guess. It is a shocking habit, destructive to the logical faculty. What seems strange to you is only so because you do not follow my train of thought or observe the small facts upon which large inferences may depend. For example, I began by stating that your brother was careless. When you observe the lower part of that watch-case you notice that it is not only dinted in two places, but it is cut and marked all over from the habit of keeping other hard objects, such as coins or keys, in the same pocket. Surely it is no great feat to assume that a man who treats a fifty-guinea watch so cavalierly must be a careless man. Neither is it a very far-fetched inference that a man who inherits one article of such value is pretty well provided for in other respects.",Wooden-Legged Man,Mr. Sherlock Holmes,NO MONOLOGUE,0,1,Implicit,,0.5856735642173518,0.19136321771784606
49,49,49,"I nodded, to show that I followed his reasoning.",NO QUOTE,,,,0,1,1.0,1.0,,
50,50,50,NO APPEND,"It is very customary for pawnbrokers in England, when they take a watch, to scratch the number of the ticket with a pin-point upon the inside of the case. It is more handy than a label, as there is no risk of the number being lost or transposed. There are no less than four such numbers visible to my lens on the inside of this case. Inference, that your brother was often at low water. Secondary inference, that he had occasional bursts of prosperity, or he could not have redeemed the pledge. Finally, I ask you to look at the inner plate, which contains the key-hole. Look at the thousands of scratches all round the hole, marks where the key has slipped. What sober man s key could have scored those grooves? But you will never see a drunkard s watch without them. He winds it at night, and he leaves these traces of his unsteady hand. Where is the mystery in all this?",Wooden-Legged Man,Dr. Watson,NO MONOLOGUE,0,1,Implicit,,0.6576551285208173,0.4530211217708617
51,51,51, I answered. ,"It is as clear as daylight, /newquote I regret the injustice which I did you. I should have had more faith in your marvellous faculty. May I ask whether you have any professional inquiry on foot at present?",Dr. Watson,Mr. Sherlock Holmes,NO MONOLOGUE,0,1,Anaphoric,I answered,0.733636682484637,0.2755153834572434
52,52,52,NO APPEND,"None. Hence the cocaine. I cannot live without brain-work. What else is there to live for? Stand at the window here. Was ever such a dreary, dismal, unprofitable world? See how the yellow fog swirls down the street and drifts across the dun-coloured houses. What could be more hopelessly prosaic and material? What is the use of having powers, doctor, when one has no field upon which to exert them? Crime is commonplace, existence is commonplace, and no qualities save those which are commonplace have any function upon earth.",Mr. Sherlock Holmes,Dr. Watson,NO MONOLOGUE,0,1,Implicit,,0.43877787074739705,0.5517069085940519
53,53,53,"I had opened my mouth to reply to this tirade, when with a crisp knock our landlady entered, bearing a card upon the brass salver.",NO QUOTE,,,,0,1,1.0,1.0,,
54,54,54," she said, addressing my companion.","A young lady for you, sir,",Miss Morstan,,NO MONOLOGUE,0,1,Anaphoric,she said addressing my companion,0.7178450140643516,
55,55,55, he read. ,"Miss Mary Morstan, /newquote Hum! I have no recollection of the name. Ask the young lady to step up, Mrs. Hudson. Don t go, doctor. I should prefer that you remain.",A High Piping Voice,,NO MONOLOGUE,0,1,Anaphoric,he read,0.33744471588071573,
56,56,56,Chapter II The Statement of the Case,NO QUOTE,,,,0,2,1.0,1.0,,
57,57,57,"Miss Morstan entered the room with a firm step and an outward composure of manner. She was a blonde young lady, small, dainty, well gloved, and dressed in the most perfect taste. There was, however, a plainness and simplicity about her costume which bore with it a suggestion of limited means. The dress was a sombre greyish beige, untrimmed and unbraided, and she wore a small turban of the same dull hue, relieved only by a suspicion of white feather in the side. Her face had neither regularity of feature nor beauty of complexion, but her expression was sweet and amiable, and her large blue eyes were singularly spiritual and sympathetic. In an experience of women which extends over many nations and three separate continents, I have never looked upon a face which gave a clearer promise of a refined and sensitive nature. I could not but observe that as she took the seat which Sherlock Holmes placed for her, her lip trembled, her hand quivered, and she showed every sign of intense inward agitation.",NO QUOTE,,,,0,2,1.0,1.0,,
58,58,58," she said, ","I have come to you, Mr. Holmes, /newquote because you once enabled my employer, Mrs. Cecil Forrester, to unravel a little domestic complication. She was much impressed by your kindness and skill.",Miss Morstan,,NO MONOLOGUE,0,2,Anaphoric,she said,0.8688633257551379,
59,59,59, he repeated thoughtfully. ,"Mrs. Cecil Forrester, /newquote I believe that I was of some slight service to her. The case, however, as I remember it, was a very simple one.",Mr. Sherlock Holmes,,NO MONOLOGUE,0,2,Anaphoric,he repeated,0.33489360065401735,
60,60,60,NO APPEND,"She did not think so. But at least you cannot say the same of mine. I can hardly imagine anything more strange, more utterly inexplicable, than the situation in which I find myself.",Mr. Sherlock Holmes,,NO MONOLOGUE,0,2,Implicit,,0.4446993677039542,
61,61,61,"Holmes rubbed his hands, and his eyes glistened. He leaned forward in his chair with an expression of extraordinary concentration upon his clear-cut, hawklike features.  /newquote  said he, in brisk, business tones.","State your case,",Mr. Sherlock Holmes,,NO MONOLOGUE,0,2,Anaphoric,said he,0.3688471465504882,
62,62,62,"I felt that my position was an embarrassing one.  /newquote  I said, rising from my chair.","You will, I am sure, excuse me,",Dr. Watson,,NO MONOLOGUE,0,2,Anaphoric,I said,0.9125773721874019,
63,63,63,"To my surprise, the young lady held up her gloved hand to detain me.  /newquote  she said, ","If your friend, /newquote would be good enough to stop, he might be of inestimable service to me.",Miss Morstan,,NO MONOLOGUE,0,2,Anaphoric,she said,0.945371485823704,
64,64,64,I relapsed into my chair.,NO QUOTE,,,,0,2,1.0,1.0,,
65,65,65," she continued,  /newquote  She put her hand to her throat, and a choking sob cut short the sentence.","Briefly, /newquote the facts are these. My father was an officer in an Indian regiment who sent me home when I was quite a child. My mother was dead, and I had no relative in England. I was placed, however, in a comfortable boarding establishment at Edinburgh, and there I remained until I was seventeen years of age. In the year 1878 my father, who was senior captain of his regiment, obtained twelve months  leave and came home. He telegraphed to me from London that he had arrived all safe, and directed me to come down at once, giving the Langham Hotel as his address. His message, as I remember, was full of kindness and love. On reaching London I drove to the Langham, and was informed that Captain Morstan was staying there, but that he had gone out the night before and had not yet returned. I waited all day without news of him. That night, on the advice of the manager of the hotel, I communicated with the police, and next morning we advertised in all the papers. Our inquiries led to no result; and from that day to this no word has ever been heard of my unfortunate father. He came home with his heart full of hope, to find some peace, some comfort, and instead ",A High Piping Voice,,NO MONOLOGUE,0,2,Anaphoric,she continued,0.7650779278560236,
66,66,66," asked Holmes, opening his note-book.",The date?,Mr. Sherlock Holmes,,NO MONOLOGUE,0,2,Explicit,asked Holmes,0.9914679052500339,
67,67,67,NO APPEND,"He disappeared upon the 3rd of December, 1878, nearly ten years ago.",Mr. Sherlock Holmes,,NO MONOLOGUE,0,2,Implicit,,0.4869706196136696,
68,68,68,NO APPEND,His luggage?,Mr. Sherlock Holmes,,NO MONOLOGUE,0,2,Implicit,,0.4792957856898676,
69,69,69,NO APPEND,"Remained at the hotel. There was nothing in it to suggest a clue, some clothes, some books, and a considerable number of curiosities from the Andaman Islands. He had been one of the officers in charge of the convict-guard there.",Mr. Sherlock Holmes,,NO MONOLOGUE,0,2,Implicit,,0.46644355977354696,
70,70,70,NO APPEND,Had he any friends in town?,Mr. Sherlock Holmes,,NO MONOLOGUE,0,2,Implicit,,0.4911022769020021,
71,71,71,NO APPEND,"Only one that we know of, Major Sholto, of his own regiment, the 34th Bombay Infantry. The major had retired some little time before, and lived at Upper Norwood. We communicated with him, of course, but he did not even know that his brother officer was in England.",Mr. Sherlock Holmes,,NO MONOLOGUE,0,2,Implicit,,0.41042190416484353,
72,72,72, remarked Holmes.,"A singular case,",Mr. Sherlock Holmes,,NO MONOLOGUE,0,2,Explicit,remarked Holmes,0.9895240271535758,
73,73,73," She opened a flat box as she spoke, and showed me six of the finest pearls that I had ever seen.","I have not yet described to you the most singular part. About six years ago to be exact, upon the 4th of May, 1882 an advertisement appeared in the _Times_ asking for the address of Miss Mary Morstan and stating that it would be to her advantage to come forward. There was no name or address appended. I had at that time just entered the family of Mrs. Cecil Forrester in the capacity of governess. By her advice I published my address in the advertisement column. The same day there arrived through the post a small card-board box addressed to me, which I found to contain a very large and lustrous pearl. No word of writing was enclosed. Since then every year upon the same date there has always appeared a similar box, containing a similar pearl, without any clue as to the sender. They have been pronounced by an expert to be of a rare variety and of considerable value. You can see for yourselves that they are very handsome.",Wooden-Legged Man,,NO MONOLOGUE,0,2,Implicit,,0.699078987967605,
74,74,74, said Sherlock Holmes. ,"Your statement is most interesting, /newquote Has anything else occurred to you?",Mr. Sherlock Holmes,,NO MONOLOGUE,0,2,Explicit,said Sherlock Holmes,0.989624469989462,
75,75,75,NO APPEND,"Yes, and no later than to-day. That is why I have come to you. This morning I received this letter, which you will perhaps read for yourself.",Mr. Sherlock Holmes,,NO MONOLOGUE,0,2,Implicit,,0.48627602881209225,
76,76,76, said Holmes. ,"Thank you, /newquote The envelope too, please. Postmark, London, S.W. Date, July 7. Hum! Man s thumb-mark on corner, probably postman. Best quality paper. Envelopes at sixpence a packet. Particular man in his stationery. No address.  Be at the third pillar from the left outside the Lyceum Theatre to-night at seven o clock. If you are distrustful, bring two friends. You are a wronged woman, and shall have justice. Do not bring police. If you do, all will be in vain. Your unknown friend.  Well, really, this is a very pretty little mystery. What do you intend to do, Miss Morstan?",Mr. Sherlock Holmes,,NO MONOLOGUE,0,2,Explicit,said Holmes,0.988487862288942,
77,77,77,NO APPEND,That is exactly what I want to ask you.,Mr. Sherlock Holmes,,NO MONOLOGUE,0,2,Implicit,,0.47879611223199664,
78,78,78,NO APPEND,"Then we shall most certainly go. You and I and yes, why, Dr. Watson is the very man. Your correspondent says two friends. He and I have worked together before.",Mr. Sherlock Holmes,,NO MONOLOGUE,0,2,Implicit,,0.44986410576630265,
79,79,79," she asked, with something appealing in her voice and expression.",But would he come?,Miss Morstan,,NO MONOLOGUE,0,2,Anaphoric,she asked,0.8951467548199932,
80,80,80," said I, fervently, ","I should be proud and happy, /newquote if I can be of any service.",Dr. Watson,,NO MONOLOGUE,0,2,Anaphoric,said I,0.9670006279060382,
81,81,81, she answered. ,"You are both very kind, /newquote I have led a retired life, and have no friends whom I could appeal to. If I am here at six it will do, I suppose?",Miss Morstan,,NO MONOLOGUE,0,2,Anaphoric,she answered,0.9025074807525932,
82,82,82, said Holmes. ,"You must not be later, /newquote There is one other point, however. Is this handwriting the same as that upon the pearl-box addresses?",Mr. Sherlock Holmes,,NO MONOLOGUE,0,2,Explicit,said Holmes,0.9904426323460631,
83,83,83," she answered, producing half a dozen pieces of paper.","I have them here,",Miss Morstan,,NO MONOLOGUE,0,2,Anaphoric,she answered,0.9102331490993288,
84,84,84," He spread out the papers upon the table, and gave little darting glances from one to the other.  /newquote  he said, presently, ","You are certainly a model client. You have the correct intuition. Let us see, now. /newquote They are disguised hands, except the letter, /newquote but there can be no question as to the authorship. See how the irrepressible Greek _e_ will break out, and see the twirl of the final _s_. They are undoubtedly by the same person. I should not like to suggest false hopes, Miss Morstan, but is there any resemblance between this hand and that of your father?",Mr. Sherlock Holmes,,NO MONOLOGUE,0,2,Anaphoric,he said,0.4506121521920351,
85,85,85,NO APPEND,Nothing could be more unlike.,Dr. Watson,,NO MONOLOGUE,0,2,Implicit,,0.5011741734521385,
86,86,86,NO APPEND,"I expected to hear you say so. We shall look out for you, then, at six. Pray allow me to keep the papers. I may look into the matter before then. It is only half-past three. _Au revoir_, then.",Mr. Sherlock Holmes,,NO MONOLOGUE,0,2,Implicit,,0.4477351464257878,
87,87,87," said our visitor, and, with a bright, kindly glance from one to the other of us, she replaced her pearl-box in her bosom and hurried away. Standing at the window, I watched her walking briskly down the street, until the grey turban and white feather were but a speck in the sombre crowd.","_Au revoir_,",Dr. Watson,,NO MONOLOGUE,0,2,Implicit,,0.5560037125979895,
88,88,88," I exclaimed, turning to my companion.",What a very attractive woman!,Dr. Watson,Mr. Sherlock Holmes,NO MONOLOGUE,0,2,Anaphoric,I exclaimed,0.9534584175661472,0.31419400424914357
89,89,89,"He had lit his pipe again, and was leaning back with drooping eyelids.  /newquote  he said, languidly. ",Is she? /newquote I did not observe.,Mr. Sherlock Holmes,Dr. Watson,NO MONOLOGUE,0,2,Anaphoric,he said,0.4711341704860632,0.9149172232737075
90,90,90, I cried. ,"You really are an automaton, a calculating-machine! /newquote There is something positively inhuman in you at times.",Dr. Watson,Mr. Sherlock Holmes,NO MONOLOGUE,0,2,Anaphoric,I cried,0.9180863600033324,0.4839881785774812
