,Unnamed: 0.1,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression,probability_sp,probability_ad
46,46,46,47,"As he entered the box his eyes met Miss Welland's, and he saw that she had instantly understood his motive, though the family dignity which both considered so high a virtue would not permit her to tell him so. The persons of their world lived in an atmosphere of faint implications and pale delicacies, and the fact that he and she understood each other without a word seemed to the young man to bring them nearer than any explanation would have done.  Her eyes said:   /newquote  and his answered:  ","You see why Mamma brought me, /newquote I would not for the world have had you stay away.",The Marchioness,Newland Archer,NO MONOLOGUE,0,0,Explicit,the Marchioness acquiesced,0.981104403024,0.4101735343119034
47,47,47,48," Mrs. Welland enquired as she shook hands with her future son-in-law.  Archer bowed without extending his hand, as was the custom on being introduced to a lady; and Ellen Olenska bent her head slightly, keeping her own pale-gloved hands clasped on her huge fan of eagle feathers.  Having greeted Mrs. Lovell Mingott, a large blonde lady in creaking satin, he sat down beside his betrothed, and said in a low tone:  ",You know my niece Countess Olenska? /newquote I hope you've told Madame Olenska that we're engaged?  I want everybody to know--I want you to let me announce it this evening at the ball.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he sat down beside his betrothed and said,0.3323542491201884,0.0767436515154452
48,48,48,49,"Miss Welland's face grew rosy as the dawn, and she looked at him with radiant eyes.   /newquote  she said;  /newquote   He made no answer but that which his eyes returned, and she added, still more confidently smiling: ","If you can persuade Mamma, /newquote but why should we change what is already settled? /newquote Tell my cousin yourself: I give you leave.  She says she used to play with you when you were children.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,she added,0.3180918914545917,0.0767436515154452
50,50,50,51," she asked, turning her grave eyes to his.   /newquote   Her glance swept the horse-shoe curve of boxes.  /newquote  she said, with her trailing slightly foreign accent, her eyes returning to his face.","We DID use to play together, didn't we? /newquote You were a horrid boy, and kissed me once behind a door; but it was your cousin Vandie Newland, who never looked at me, that I was in love with. /newquote Ah, how this brings it all back to me--I see everybody here in knickerbockers and pantalettes,",Mrs. Manson Mingott,Newland Archer,NO MONOLOGUE,0,0,Anaphoric,she asked,0.3622053533740595,0.6492444001408949
51,51,51,52,"Agreeable as their expression was, the young man was shocked that they should reflect so unseemly a picture of the august tribunal before which, at that very moment, her case was being tried.  Nothing could be in worse taste than misplaced flippancy; and he answered somewhat stiffly:  ","Yes, you have been away a very long time.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he answered,0.4824251836791801,0.0767436515154452
52,52,52,53," she said,  /newquote  which, for reasons he could not define, struck Newland Archer as an even more disrespectful way of describing New York society.","Oh, centuries and centuries; so long, /newquote that I'm sure I'm dead and buried, and this dear old place is heaven;",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,she said,0.3979757167548777,0.0767436515154452
57,57,57,58,"Mrs. Archer, who was fond of coining her social philosophy into axioms, had once said:   /newquote  and though the phrase was a daring one, its truth was secretly admitted in many an exclusive bosom.  But the Beauforts were not exactly common; some people said they were even worse.  Mrs. Beaufort belonged indeed to one of America's most honoured families; she had been the lovely Regina Dallas (of the South Carolina branch), a penniless beauty introduced to New York society by her cousin, the imprudent Medora Manson, who was always doing the wrong thing from the right motive.  When one was related to the Mansons and the Rushworths one had a  /newquote  (as Mr. Sillerton Jackson, who had frequented the Tuileries, called it) in New York society; but did one not forfeit it in marrying Julius Beaufort?",We all have our pet common people-- /newquote droit de cite,Mrs. Adeline Archer,Newland Archer,NO MONOLOGUE,0,0,Explicit,Mrs Archer who was fond of coining her social philosophy into axioms had once said,0.9930336570428886,0.4797422865503012
59,59,59,60,"But folly is as often justified of her children as wisdom, and two years after young Mrs. Beaufort's marriage it was admitted that she had the most distinguished house in New York.  No one knew exactly how the miracle was accomplished.  She was indolent, passive, the caustic even called her dull; but dressed like an idol, hung with pearls, growing younger and blonder and more beautiful each year, she throned in Mr. Beaufort's heavy brown-stone palace, and drew all the world there without lifting her jewelled little finger.  The knowing people said it was Beaufort himself who trained the servants, taught the chef new dishes, told the gardeners what hot-house flowers to grow for the dinner-table and the drawing-rooms, selected the guests, brewed the after-dinner punch and dictated the little notes his wife wrote to her friends.  If he did, these domestic activities were privately performed, and he presented to the world the appearance of a careless and hospitable millionaire strolling into his own drawing-room with the detachment of an invited guest, and saying:  ","My wife's gloxinias are a marvel, aren't they?  I believe she gets them out from Kew.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,she began,0.4371851566701203,0.0767436515154452
66,66,66,67,"From the tone of the club box he had perceived how grave a mistake that would be; and, though he was more than ever determined to  /newquote  he felt less chivalrously eager to champion his betrothed's cousin than before their brief talk at the Opera.","see the thing through,",Newland Archer,Dallas,NO MONOLOGUE,0,0,Implicit,,0.5074460984766143,0.1638236662897454
69,69,69,70,"Archer paused a moment.  It was at his express wish that the announcement had been made, and yet it was not thus that he would have wished to have his happiness known.  To proclaim it in the heat and noise of a crowded ball-room was to rob it of the fine bloom of privacy which should belong to things nearest the heart.  His joy was so deep that this blurring of the surface left its essence untouched; but he would have liked to keep the surface pure too.  It was something of a satisfaction to find that May Welland shared this feeling.  Her eyes fled to his beseechingly, and their look said:  ","Remember, we're doing this because it's right.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4935911697955055,0.0767436515154452
71,71,71,72," he said, smiling into her candid eyes, as they floated away on the soft waves of the Blue Danube.","Now we shan't have to talk,",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he said,0.5061020045960025,0.0767436515154452
72,72,72,73,"She made no answer.  Her lips trembled into a smile, but the eyes remained distant and serious, as if bent on some ineffable vision.  /newquote  Archer whispered, pressing her to him: it was borne in on him that the first hours of being engaged, even if spent in a ball-room, had in them something grave and sacramental.  What a new life it was going to be, with this whiteness, radiance, goodness at one's side!","Dear,",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Explicit,Archer whispered,0.9610416090488,0.0767436515154452
74,74,74,75, she said.,"You see I did as you asked me to,",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,she said,0.4933452523188078,0.0767436515154452
75,75,75,76, he answered smiling.  After a moment he added: ,"Yes: I couldn't wait, /newquote Only I wish it hadn't had to be at a ball.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he added,0.4479257290221748,0.0767436515154452
76,76,76,77,  She met his glance comprehendingly.  ,"Yes, I know. /newquote But after all--even here we're alone together, aren't we?",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.439840499238523,0.0767436515154452
77,77,77,78, Archer cried.,"Oh, dearest--always!",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Explicit,Archer cried,0.9586790332057172,0.0767436515154452
78,78,78,79,"Evidently she was always going to understand; she was always going to say the right thing.  The discovery made the cup of his bliss overflow, and he went on gaily:   /newquote   As he spoke he took a swift glance about the conservatory, assured himself of their momentary privacy, and catching her to him laid a fugitive pressure on her lips.  To counteract the audacity of this proceeding he led her to a bamboo sofa in a less secluded part of the conservatory, and sitting down beside her broke a lily-of-the-valley from her bouquet.  She sat silent, and the world lay like a sunlit valley at their feet.",The worst of it is that I want to kiss you and I can't.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he went on,0.4668927683778885,0.0767436515154452
79,79,79,80," she asked presently, as if she spoke through a dream.",Did you tell my cousin Ellen?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,she asked,0.4957669138806655,0.0767436515154452
81,81,81,82," he said, fibbing hastily.","No--I hadn't the chance after all,",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he said,0.4929088190319899,0.0767436515154452
82,82,82,83,"  She looked disappointed, but gently resolved on gaining her point.  ","Ah. /newquote You must, then, for I didn't either; and I shouldn't like her to think--",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4312831534363341,0.0767436515154452
83,83,83,84,NO APPEND,"Of course not.  But aren't you, after all, the person to do it?",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4592251922068176,0.0767436515154452
84,84,84,85,She pondered on this.  ,"If I'd done it at the right time, yes: but now that there's been a delay I think you must explain that I'd asked you to tell her at the Opera, before our speaking about it to everybody here.  Otherwise she might think I had forgotten her.  You see, she's one of the family, and she's been away so long that she's rather--sensitive.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.2044573513079438,0.0767436515154452
85,85,85,86,Archer looked at her glowingly.   /newquote   He glanced a trifle apprehensively toward the crowded ball-room.  ,Dear and great angel!  Of course I'll tell her. /newquote But I haven't seen her yet.  Has she come?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4173879385596656,0.0767436515154452
86,86,86,87,NO APPEND,No; at the last minute she decided not to.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4798024033742015,0.0767436515154452
87,87,87,88," he echoed, betraying his surprise that she should ever have considered the alternative possible.",At the last minute?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he echoed,0.5176977203428216,0.0767436515154452
88,88,88,89, the young girl answered simply. ,"Yes.  She's awfully fond of dancing, /newquote But suddenly she made up her mind that her dress wasn't smart enough for a ball, though we thought it so lovely; and so my aunt had to take her home.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,the young girl answered,0.3251331099571741,0.0767436515154452
89,89,89,90, said Archer with happy indifference.  Nothing about his betrothed pleased him more than her resolute determination to carry to its utmost limit that ritual of ignoring the  /newquote  in which they had both been brought up.,"Oh, well-- /newquote unpleasant",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Explicit,said Archer,0.9566959896777754,0.0767436515154452
96,96,96,97,"Her visitors were startled and fascinated by the foreignness of this arrangement, which recalled scenes in French fiction, and architectural incentives to immorality such as the simple American had never dreamed of.  That was how women with lovers lived in the wicked old societies, in apartments with all the rooms on one floor, and all the indecent propinquities that their novels described.  It amused Newland Archer (who had secretly situated the love-scenes of  /newquote  in Mrs. Mingott's bedroom) to picture her blameless life led in the stage-setting of adultery; but he said to himself, with considerable admiration, that if a lover had been what she wanted, the intrepid woman would have had him too.",Monsieur de Camors,Mrs. Adeline Archer,Newland Archer,NO MONOLOGUE,0,0,Explicit,Mrs Archer grumbled to Janey,0.9786844625339404,0.4071969322555741
98,98,98,99," Mrs. Welland had explained, with a conciliatory side-glance at her future son-in-law.","It's the new setting: of course it shows the stone beautifully, but it looks a little bare to old-fashioned eyes,",Newland Archer,Mrs. Manson Mingott,NO MONOLOGUE,0,0,Implicit,,0.4020915896528664,0.1099800723664576
106,106,106,107,"She had forgotten her relatives, who were drifting out into the hall under Ellen Olenska's guidance.  Old Mrs. Mingott had always professed a great admiration for Julius Beaufort, and there was a kind of kinship in their cool domineering way and their short-cuts through the conventions.  Now she was eagerly curious to know what had decided the Beauforts to invite (for the first time) Mrs. Lemuel Struthers, the widow of Struthers's Shoe-polish, who had returned the previous year from a long initiatory sojourn in Europe to lay siege to the tight little citadel of New York.   /newquote  the carnivorous old lady declared.","Of course if you and Regina invite her the thing is settled.  Well, we need new blood and new money--and I hear she's still very good-looking,",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,the carnivorous old lady declared,0.3798933079589434,0.0767436515154452
108,108,108,109," he said, answering her look with a shy laugh.  ","Of course you know already--about May and me, /newquote She scolded me for not giving you the news last night at the Opera: I had her orders to tell you that we were engaged--but I couldn't, in that crowd.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he said,0.3088558578300147,0.0767436515154452
109,109,109,110,"The smile passed from Countess Olenska's eyes to her lips: she looked younger, more like the bold brown Ellen Mingott of his boyhood.   /newquote   The ladies were on the threshold and she held out her hand.",Of course I know; yes.  And I'm so glad.  But one doesn't tell such things first in a crowd.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4406732600787265,0.0767436515154452
110,110,110,111," she said, still looking at Archer.","Good-bye; come and see me some day,",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,she said,0.5005825102505524,0.0767436515154452
117,117,117,118,"You couldn't have everything, after all.  If you dined with the Lovell Mingotts you got canvas-back and terrapin and vintage wines; at Adeline Archer's you could talk about Alpine scenery and  /newquote ; and luckily the Archer Madeira had gone round the Cape.  Therefore when a friendly summons came from Mrs. Archer, Mr. Jackson, who was a true eclectic, would usually say to his sister:  ",The Marble Faun /newquote I've been a little gouty since my last dinner at the Lovell Mingotts'--it will do me good to diet at Adeline's.,Newland Archer,Janey Archer,NO MONOLOGUE,0,0,Anaphoric,she said,0.3794025109734286,0.189302638270721
119,119,119,120,"Mentally, the likeness between them, as Newland was aware, was less complete than their identical mannerisms often made it appear.  The long habit of living together in mutually dependent intimacy had given them the same vocabulary, and the same habit of beginning their phrases  /newquote  or  /newquote  according as one or the other wished to advance an opinion of her own; but in reality, while Mrs. Archer's serene unimaginativeness rested easily in the accepted and familiar, Janey was subject to starts and aberrations of fancy welling up from springs of suppressed romance.","Mother thinks /newquote Janey thinks,",Newland Archer,Janey Archer,NO MONOLOGUE,0,0,Implicit,,0.4853576246837591,0.1540933476559671
131,131,131,132,"There was a faint touch of sarcasm in the reference to her son, and Archer knew it and had expected it.  Even Mrs. Archer, who was seldom unduly pleased with human events, had been altogether glad of her son's engagement. ( /newquote  as she had remarked to Janey, alluding to what had once seemed to Newland a tragedy of which his soul would always bear the scar.)","Especially after that silly business with Mrs. Rushworth,",Newland Archer,Janey Archer,NO MONOLOGUE,0,0,Anaphoric,she had remarked to Janey,0.4640059251345352,0.0971852073487113
133,133,133,134,"All this Mrs. Archer felt, and her son knew she felt; but he knew also that she had been perturbed by the premature announcement of his engagement, or rather by its cause; and it was for that reason--because on the whole he was a tender and indulgent master--that he had stayed at home that evening.   /newquote  Mrs. Archer grumbled to Janey, the only witness of her slight lapses from perfect sweetness.","It's not that I don't approve of the Mingotts' esprit de corps; but why Newland's engagement should be mixed up with that Olenska woman's comings and goings I don't see,",Mrs. Adeline Archer,Newland Archer,NO MONOLOGUE,0,0,Explicit,Mrs Archer grumbled to Janey,0.9968812439039698,0.4057111675300749
141,141,141,142," Mrs. Archer murmured, in a tone that implied:  ",Ah-- /newquote She had that decency.,Newland Archer,Janey Archer,NO MONOLOGUE,0,0,Anaphoric,he said,0.4866313771209301,0.3450161416230117
165,165,165,166,"While this rite was in progress in the drawing-room, Archer settled Mr. Jackson in an armchair near the fire in the Gothic library and handed him a cigar.  Mr. Jackson sank into the armchair with satisfaction, lit his cigar with perfect confidence (it was Newland who bought them), and stretching his thin old ankles to the coals, said:  ","You say the secretary merely helped her to get away, my dear fellow?  Well, he was still helping her a year later, then; for somebody met 'em living at Lausanne together.",Newland Archer,Janey Archer,NO MONOLOGUE,0,0,Explicit,Mr Jackson sank into the armchair with satisfaction lit his cigar with perfect confidence it was Newland who bought them and stretching his thin old ankles to the coals said,0.9240275533382882,0.0821270349203542
166,166,166,167,Newland reddened.  ,"Living together?  Well, why not?  Who had the right to make her life over if she hadn't?  I'm sick of the hypocrisy that would bury alive a woman of her age if her husband prefers to live with harlots.",Newland Archer,Janey Archer,NO MONOLOGUE,0,0,Implicit,,0.3218969878593382,0.0939886772555908
167,167,167,168,"He stopped and turned away angrily to light his cigar.   /newquote  he declared, making a discovery of which he was too irritated to measure the terrific consequences.","Women ought to be free--as free as we are,",Newland Archer,Janey Archer,NO MONOLOGUE,0,0,Anaphoric,he declared,0.4894177976409283,0.1004783940898669
169,169,169,170," he said after a pause, ","Well, /newquote apparently Count Olenski takes your view; for I never heard of his having lifted a finger to get his wife back.",Newland Archer,Janey Archer,NO MONOLOGUE,0,0,Anaphoric,he said,0.3899342057261858,0.0908867003841014
173,173,173,174,"The case of the Countess Olenska had stirred up old settled convictions and set them drifting dangerously through his mind.  His own exclamation:   /newquote  struck to the root of a problem that it was agreed in his world to regard as non-existent.   /newquote  women, however wronged, would never claim the kind of freedom he meant, and generous-minded men like himself were therefore--in the heat of argument--the more chivalrously ready to concede it to them.  Such verbal generosities were in fact only a humbugging disguise of the inexorable conventions that tied things together and bound people down to the old pattern.  But here he was pledged to defend, on the part of his betrothed's cousin, conduct that, on his own wife's part, would justify him in calling down on her all the thunders of Church and State.  Of course the dilemma was purely hypothetical; since he wasn't a blackguard Polish nobleman, it was absurd to speculate what his wife's rights would be if he WERE.  But Newland Archer was too imaginative not to feel that, in his case and May's, the tie might gall for reasons far less gross and palpable. What could he and she really know of each other, since it was his duty, as a  /newquote  fellow, to conceal his past from her, and hers, as a marriageable girl, to have no past to conceal?  What if, for some one of the subtler reasons that would tell with both of them, they should tire of each other, misunderstand or irritate each other?  He reviewed his friends' marriages--the supposedly happy ones--and saw none that answered, even remotely, to the passionate and tender comradeship which he pictured as his permanent relation with May Welland.  He perceived that such a picture presupposed, on her part, the experience, the versatility, the freedom of judgment, which she had been carefully trained not to possess; and with a shiver of foreboding he saw his marriage becoming what most of the other marriages about him were: a dull association of material and social interests held together by ignorance on the one side and hypocrisy on the other.  Lawrence Lefferts occurred to him as the husband who had most completely realised this enviable ideal.  As became the high-priest of form, he had formed a wife so completely to his own convenience that, in the most conspicuous moments of his frequent love-affairs with other men's wives, she went about in smiling unconsciousness, saying that  /newquote ; and had been known to blush indignantly, and avert her gaze, when some one alluded in her presence to the fact that Julius Beaufort (as became a  /newquote  of doubtful origin) had what was known in New York as ","Women should be free--as free as we are, /newquote Nice /newquote decent /newquote Lawrence was so frightfully strict /newquote foreigner /newquote another establishment.",Newland Archer,Janey Archer,NO MONOLOGUE,0,0,Anaphoric,he declared,0.3430488356838668,0.0849579821488733
175,175,175,176,"The result, of course, was that the young girl who was the centre of this elaborate system of mystification remained the more inscrutable for her very frankness and assurance.  She was frank, poor darling, because she had nothing to conceal, assured because she knew of nothing to be on her guard against; and with no better preparation than this, she was to be plunged overnight into what people evasively called ",the facts of life.,The Marchioness,Newland Archer,NO MONOLOGUE,0,0,Explicit,he presently heard Medora answering,0.97709837358029,0.3196130246323028
182,182,182,183,"Forty-eight hours later the unbelievable had happened; every one had refused the Mingotts' invitation except the Beauforts and old Mr. Jackson and his sister.  The intended slight was emphasised by the fact that even the Reggie Chiverses, who were of the Mingott clan, were among those inflicting it; and by the uniform wording of the notes, in all of which the writers  /newquote  without the mitigating plea of a  /newquote  that ordinary courtesy prescribed.","regretted that they were unable to accept, /newquote previous engagement",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.462709961155439,0.0767436515154452
184,184,184,185,"The blow was unexpected; but the Mingotts, as their way was, met it gallantly.  Mrs. Lovell Mingott confided the case to Mrs. Welland, who confided it to Newland Archer; who, aflame at the outrage, appealed passionately and authoritatively to his mother; who, after a painful period of inward resistance and outward temporising, succumbed to his instances (as she always did), and immediately embracing his cause with an energy redoubled by her previous hesitations, put on her grey velvet bonnet and said:  ",I'll go and see Louisa van der Luyden.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,his mother who after a painful period of inward resistance and outward temporising succumbed to his instances as she always did and immediately embracing his cause with an energy redoubled by her previous hesitations put on her grey velvet bonnet and said,0.4999488533619536,0.0767436515154452
192,192,192,193," his mother said, suddenly pausing at the door of the Brown coupe.  ","I wish you would go with me, Newland, /newquote Louisa is fond of you; and of course it's on account of dear May that I'm taking this step--and also because, if we don't all stand together, there'll be no such thing as Society left.",Miss Welland,Newland Archer,NO MONOLOGUE,0,0,Anaphoric,his mother said,0.234319615785127,0.7155566987241366
197,197,197,198,"Like all his family, he esteemed and admired Mrs. van der Luyden; but he found her gentle bending sweetness less approachable than the grimness of some of his mother's old aunts, fierce spinsters who said  /newquote  on principle before they knew what they were going to be asked.",No,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,who remarked,0.2432460423577462,0.0767436515154452
198,198,198,199,"Mrs. van der Luyden's attitude said neither yes nor no, but always appeared to incline to clemency till her thin lips, wavering into the shadow of a smile, made the almost invariable reply:  ",I shall first have to talk this over with my husband.,Mrs. Van Der Luyden,Newland Archer,NO MONOLOGUE,0,0,Explicit,Mrs van der Luydens attitude said neither yes nor no but always appeared to incline to clemency till her thin lips wavering into the shadow of a smile made the almost invariable reply,0.992396148153982,0.4920491359512686
236,236,236,237,"Some of the younger men in the club box exchanged a smile at this announcement, and glanced sideways at Lawrence Lefferts, who sat carelessly in the front of the box, pulling his long fair moustache, and who remarked with authority, as the soprano paused:  ",No one but Patti ought to attempt the Sonnambula.,Lawrence Lefferts,Newland Archer,NO MONOLOGUE,0,0,Anaphoric,who remarked,0.3727524293626624,0.2822871672360031
239,239,239,240,"She had appeared there first, in Newland Archer's boyhood, as a brilliantly pretty little girl of nine or ten, of whom people said that she  /newquote  Her parents had been continental wanderers, and after a roaming babyhood she had lost them both, and been taken in charge by her aunt, Medora Manson, also a wanderer, who was herself returning to New York to ",ought to be painted. /newquote settle down.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he declared,0.4780709716397851,0.0742602463777656
252,252,252,253, she said.,"I want you to talk to me about May,",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,she said,0.4980633069218887,0.0742602463777656
253,253,253,254,Instead of answering her he asked:  ,You knew the Duke before?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he asked,0.4978459005891819,0.0742602463777656
254,254,254,255,"  She said it in the simplest manner, as if she had said:   /newquote ; and after a moment she added candidly:  ","Oh, yes--we used to see him every winter at Nice.  He's very fond of gambling--he used to come to the house a great deal. /newquote He's fond of wild-flowers /newquote I think he's the dullest man I ever met.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,She said,0.3186291683537158,0.0742602463777656
256,256,256,257,NO APPEND,May is a darling; I've seen no young girl in New York so handsome and so intelligent.  Are you very much in love with her?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,she had strayed back,0.4009061532057884,0.0742602463777656
