,Unnamed: 0.1,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression,probability_sp,probability_ad
95,95,95,95," asked Syme, emptying his champagne glass.",And who are _we?_,Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,2,Explicit,asked Syme,0.9773505588482608,0.4397608347040713
96,96,96,96, replied Gregory. ,"It is quite simple, /newquote _We_ are the serious anarchists, in whom you do not believe.",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Explicit,replied Gregory,0.9965268634865594,0.5701303178861766
97,97,97,97, said Syme shortly. ,Oh! /newquote You do yourselves well in drinks.,Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,2,Explicit,said Syme,0.9771901870632448,0.3965700932936086
98,98,98,98, answered Gregory.,"Yes, we are serious about everything,",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Explicit,answered Gregory,0.9971461166630828,0.2658235671455534
100,100,100,100,NO APPEND,"If in a few moments this table begins to turn round a little, don't put it down to your inroads into the champagne. I don't wish you to do yourself an injustice.",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Anaphoric,he added,0.418320821799534,0.3203102626230987
101,101,101,101, replied Syme with perfect calm; ,"Well, if I am not drunk, I am mad, /newquote but I trust I can behave like a gentleman in either condition. May I smoke?",Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,2,Explicit,replied Syme,0.9778896471945802,0.3965700932936086
102,102,102,102," said Gregory, producing a cigar-case. ",Certainly! /newquote Try one of mine.,Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Explicit,said Gregory,0.997323550936161,0.227527970161587
104,104,104,104, said Gregory; ,"You must not mind it, /newquote it's a kind of screw.",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Explicit,said Gregory,0.9972679751630684,0.3128675052041332
105,105,105,105," said Syme placidly, ","Quite so, /newquote a kind of screw. How simple that is!",Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,2,Explicit,said Syme,0.9778664135177756,0.3189462858696651
107,107,107,107,"Gregory led him down a low, vaulted passage, at the end of which was the red light. It was an enormous crimson lantern, nearly as big as a fireplace, fixed over a small but heavy iron door. In the door there was a sort of hatchway or grating, and on this Gregory struck five times. A heavy voice with a foreign accent asked him who he was. To this he gave the more or less unexpected reply,  /newquote  The heavy hinges began to move; it was obviously some kind of password.",Mr. Joseph Chamberlain.,Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Anaphoric,he gave the more or less unexpected reply,0.4942020841646901,0.1039721157815966
109,109,109,109, said Gregory; ,"I must ask you to forgive me all these formalities, /newquote we have to be very strict here.",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Explicit,said Gregory,0.9967301034573872,0.3128675052041332
110,110,110,110," said Syme.  /newquote  and he stepped into the passage lined with the steel weapons. With his long, fair hair and rather foppish frock-coat, he looked a singularly frail and fanciful figure as he walked down that shining avenue of death.","Oh, don't apologise, /newquote I know your passion for law and order,",Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,2,Explicit,said Syme,0.9785027932090892,0.2816558564097742
112,112,112,112," said Gregory, throwing himself in an expansive manner on the bench under the largest bomb, ","And now, my dear Mr. Syme, /newquote now we are quite cosy, so let us talk properly. Now no human words can give you any notion of why I brought you here. It was one of those quite arbitrary emotions, like jumping off a cliff or falling in love. Suffice it to say that you were an inexpressibly irritating fellow, and, to do you justice, you are still. I would break twenty oaths of secrecy for the pleasure of taking you down a peg. That way you have of lighting a cigar would make a priest break the seal of confession. Well, you said that you were quite certain I was not a serious anarchist. Does this place strike you as being serious?",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Explicit,said Gregory,0.9927439733161784,0.4132478129410268
113,113,113,113, assented Syme; ,"It does seem to have a moral under all its gaiety, /newquote but may I ask you two questions? You need not fear to give me information, because, as you remember, you very wisely extorted from me a promise not to tell the police, a promise I shall certainly keep. So it is in mere curiosity that I make my queries. First of all, what is it really all about? What is it you object to? You want to abolish Government?",Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,2,Explicit,assented Syme,0.9759228687730278,0.4397608347040713
114,114,114,114," said Gregory, opening the eyes of a fanatic. ","To abolish God! /newquote We do not only want to upset a few despotisms and police regulations; that sort of anarchism does exist, but it is a mere branch of the Nonconformists. We dig deeper and we blow you higher. We wish to deny all those arbitrary distinctions of vice and virtue, honour and treachery, upon which mere rebels base themselves. The silly sentimentalists of the French Revolution talked of the Rights of Man! We hate Rights as we hate Wrongs. We have abolished Right and Wrong.",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Explicit,said Gregory,0.994696834145992,0.5869048808443366
115,115,115,115," said Syme with a simple eagerness, ","And Right and Left, /newquote I hope you will abolish them too. They are much more troublesome to me.",Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,2,Explicit,said Syme,0.9779882959992,0.418008295123719
116,116,116,116, snapped Gregory.,"You spoke of a second question,",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Explicit,snapped Gregory,0.9973440999174084,0.5361316155762326
117,117,117,117, resumed Syme. ,"With pleasure, /newquote In all your present acts and surroundings there is a scientific attempt at secrecy. I have an aunt who lived over a shop, but this is the first time I have found people living from preference under a public-house. You have a heavy iron door. You cannot pass it without submitting to the humiliation of calling yourself Mr. Chamberlain. You surround yourself with steel instruments which make the place, if I may say so, more impressive than homelike. May I ask why, after taking all this trouble to barricade yourselves in the bowels of the earth, you then parade your whole secret by talking about anarchism to every silly woman in Saffron Park?",Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,2,Explicit,resumed Syme,0.9748333781623788,0.2999700174360969
119,119,119,119, he said. ,"The answer is simple, /newquote I told you I was a serious anarchist, and you did not believe me. Nor do _they_ believe me. Unless I took them into this infernal room they would not believe me.",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Anaphoric,he said,0.3123242290400969,0.1072209202912781
121,121,121,121, he said. ,"The history of the thing might amuse you, /newquote When first I became one of the New Anarchists I tried all kinds of respectable disguises. I dressed up as a bishop. I read up all about bishops in our anarchist pamphlets, in _Superstition the Vampire_ and _Priests of Prey_. I certainly understood from them that bishops are strange and terrible old men keeping a cruel secret from mankind. I was misinformed. When on my first appearing in episcopal gaiters in a drawing-room I cried out in a voice of thunder,  Down! down! presumptuous human reason!' they found out in some way that I was not a bishop at all. I was nabbed at once. Then I made up as a millionaire; but I defended Capital with so much intelligence that a fool could see that I was quite poor. Then I tried being a major. Now I am a humanitarian myself, but I have, I hope, enough intellectual breadth to understand the position of those who, like Nietzsche, admire violence the proud, mad war of Nature and all that, you know. I threw myself into the major. I drew my sword and waved it constantly. I called out  Blood!' abstractedly, like a man calling for wine. I often said,  Let the weak perish; it is the Law.' Well, well, it seems majors don't do this. I was nabbed again. At last I went in despair to the President of the Central Anarchist Council, who is the greatest man in Europe.",Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,2,Anaphoric,he said,0.2149336148827664,0.1431352920916847
122,122,122,122, asked Syme.,What is his name?,Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,2,Explicit,asked Syme,0.9787644610768396,0.1831635455428757
123,123,123,123, answered Gregory. ,"You would not know it, /newquote That is his greatness. Caesar and Napoleon put all their genius into being heard of, and they _were_ heard of. He puts all his genius into not being heard of, and he is not heard of. But you cannot be for five minutes in the room with him without feeling that Caesar and Napoleon would have been children in his hands.",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Explicit,answered Gregory,0.9959948292209946,0.252614107451476
125,125,125,125,NO APPEND,"But whenever he gives advice it is always something as startling as an epigram, and yet as practical as the Bank of England. I said to him,  What disguise will hide me from the world? What can I find more respectable than bishops and majors?' He looked at me with his large but indecipherable face.  You want a safe disguise, do you? You want a dress which will guarantee you harmless; a dress in which no one would ever look for a bomb?' I nodded. He suddenly lifted his lion's voice.  Why, then, dress up as an _anarchist_, you fool!' he roared so that the room shook.  Nobody will ever expect you to do anything dangerous then.' And he turned his broad back on me without another word. I took his advice, and have never regretted it. I preached blood and murder to those women day and night, and by God! they would let me wheel their perambulators.",Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,2,Anaphoric,He was silent and even pale for a moment and then resumed,0.2608847410054565,0.1543780938956036
127,127,127,127, he said. ,"You took me in, /newquote It is really a smart dodge.",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Anaphoric,he said,0.4878797827726862,0.1254024984732755
129,129,129,129,NO APPEND,What do you call this tremendous President of yours?,Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Anaphoric,he added,0.4878066021705992,0.1351330642818953
130,130,130,130, replied Gregory with simplicity. ,"We generally call him Sunday, /newquote You see, there are seven members of the Central Anarchist Council, and they are named after days of the week. He is called Sunday, by some of his admirers Bloody Sunday. It is curious you should mention the matter, because the very night you have dropped in (if I may so express it) is the night on which our London branch, which assembles in this room, has to elect its own deputy to fill a vacancy in the Council. The gentleman who has for some time past played, with propriety and general applause, the difficult part of Thursday, has died quite suddenly. Consequently, we have called a meeting this very evening to elect a successor.",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Explicit,replied Gregory,0.9952806368687556,0.0788734795049374
132,132,132,132, he continued casually.  /newquote  He looked down for a moment modestly. ,"I feel somehow as if you were my mother, Syme, /newquote I feel that I can confide anything to you, as you have promised to tell nobody. In fact, I will confide to you something that I would not say in so many words to the anarchists who will be coming to the room in about ten minutes. We shall, of course, go through a form of election; but I don't mind telling you that it is practically certain what the result will be. /newquote It is almost a settled thing that I am to be Thursday.",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Anaphoric,he continued,0.5197195657736785,0.4590090464553722
133,133,133,133," said Syme heartily, ",My dear fellow. /newquote I congratulate you. A great career!,Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,2,Explicit,said Syme,0.9756092388074156,0.2766063031000575
135,135,135,135," he said, ","As a matter of fact, everything is ready for me on this table, /newquote and the ceremony will probably be the shortest possible.",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Anaphoric,he said,0.4766159292799208,0.1351330642818953
137,137,137,137," continued Gregory with animation,  /newquote  And he clasped his hands.","I have only to get the form of election finished, /newquote then I snatch up this cloak and stick, stuff these other things into my pocket, step out of a door in this cavern, which opens on the river, where there is a steam-tug already waiting for me, and then then oh, the wild joy of being Thursday!",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Explicit,continued Gregory,0.996816321159814,0.0758082730565644
139,139,139,139," he asked vaguely,  /newquote  He paused a moment, and then added with a sort of fresh curiosity, ","Why is it, /newquote that I think you are quite a decent fellow? Why do I positively like you, Gregory? /newquote Is it because you are such an ass?",Gabriel Syme,The Policeman,NO MONOLOGUE,0,2,Anaphoric,he asked,0.2399451142967259,0.0087520176889254
141,141,141,141,NO APPEND,"Well, damn it all! this is the funniest situation I have ever been in in my life, and I am going to act accordingly. Gregory, I gave you a promise before I came into this place. That promise I would keep under red-hot pincers. Would you give me, for my own safety, a little promise of the same kind?",Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,2,Anaphoric,he cried out,0.263279877315014,0.0118394239727629
142,142,142,142," asked Gregory, wondering.",A promise?,Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Explicit,asked Gregory,0.996166877801179,0.6021193230630584
143,143,143,143," said Syme very seriously, ","Yes, /newquote a promise. I swore before God that I would not tell your secret to the police. Will you swear by Humanity, or whatever beastly thing you believe in, that you will not tell my secret to the anarchists?",Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,2,Explicit,said Syme,0.972567886179567,0.7587950327140223
144,144,144,144, asked the staring Gregory. ,Your secret? /newquote Have you got a secret?,Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Explicit,asked the staring Gregory,0.9950380857937674,0.5069159685118516
145,145,145,145," said Syme,  /newquote  Then after a pause, ","Yes, /newquote I have a secret. /newquote Will you swear?",Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,2,Explicit,said Syme,0.9769573697677524,0.3096865712863958
147,147,147,147,NO APPEND,"You must have bewitched me, but I feel a furious curiosity about you. Yes, I will swear not to tell the anarchists anything you tell me. But look sharp, for they will be here in a couple of minutes.",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Explicit,Gregory glared at him gravely for a few moments and then said,0.996119585067891,0.1301904988656186
149,149,149,149," said Syme slowly, ","Well, /newquote I don't know how to tell you the truth more shortly than by saying that your expedient of dressing up as an aimless poet is not confined to you or your President. We have known the dodge for some time at Scotland Yard.",Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,2,Explicit,said Syme,0.9742372223549794,0.2072453839013594
151,151,151,151, he asked in an inhuman voice.,What do you say?,Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Anaphoric,he asked,0.4767630921372738,0.3461018108264816
152,152,152,152," said Syme simply, ","Yes, /newquote I am a police detective. But I think I hear your friends coming.",Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,2,Explicit,said Syme,0.97910969704484,0.7387668439410497
153,153,153,153,"From the doorway there came a murmur of  /newquote  It was repeated twice and thrice, and then thirty times, and the crowd of Joseph Chamberlains (a solemn thought) could be heard trampling down the corridor.",Mr. Joseph Chamberlain.,Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,2,Anaphoric,he gave the more or less unexpected reply,0.4856846048083509,0.2907564375859333
156,156,156,156," he said, with the effeminate dignity of a curate. ","Don't be such a silly man, /newquote Don't you see it's not necessary? Don't you see that we're both in the same boat? Yes, and jolly sea-sick.",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,3,Anaphoric,he said,0.4193812461927484,0.1119362009297297
158,158,158,158, cried Syme. ,"Don't you see we've checkmated each other? /newquote I can't tell the police you are an anarchist. You can't tell the anarchists I'm a policeman. I can only watch you, knowing what you are; you can only watch me, knowing what I am. In short, it's a lonely, intellectual duel, my head against yours. I'm a policeman deprived of the help of the police. You, my poor fellow, are an anarchist deprived of the help of that law and organisation which is so essential to anarchy. The one solitary difference is in your favour. You are not surrounded by inquisitive policemen; I am surrounded by inquisitive anarchists. I cannot betray you, but I might betray myself. Come, come! wait and see me betray myself. I shall do it so nicely.",Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,3,Explicit,cried Syme,0.9706042981466192,0.2161318113487454
160,160,160,160," he said at last, ","I don't believe in immortality, /newquote but if, after all this, you were to break your word, God would make a hell only for you, to howl in for ever.",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,3,Anaphoric,he said,0.4447491960721108,0.3558874561141297
161,161,161,161," said Syme sternly, ","I shall not break my word, /newquote nor will you break yours. Here are your friends.",Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,3,Explicit,said Syme,0.97904325348824,0.3329063054006559
169,169,169,169,NO APPEND,What do you mean?,Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,3,Anaphoric,asked the girl,0.3782536251759679,0.5390565016633673
234,234,234,234, said Gregory at last.,You are a devil!,Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,3,Explicit,said Gregory,0.9965401144795396,0.2644713572650544
235,235,235,235, said Syme with gravity.,"And you are a gentleman,",Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,3,Explicit,said Syme,0.9756403605305902,0.7777496478171876
236,236,236,236," began Gregory, shaking from head to foot, ","It was you that entrapped me, /newquote entrapped me into ",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,3,Explicit,began Gregory,0.9962201882976784,0.5069159685118516
237,237,237,237, said Syme shortly.  /newquote  and he pulled the great cloak about his shoulders and picked up the flask from the table.,"Talk sense, /newquote Into what sort of devils' parliament have you entrapped me, if it comes to that? You made me swear before I made you. Perhaps we are both doing what we think right. But what we think right is so damned different that there can be nothing between us in the way of concession. There is nothing possible between us but honour and death,",Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,3,Explicit,said Syme,0.9720400262177586,0.381770939991924
241,241,241,241," he said gently, with his face in shadow. ","You have kept your word, /newquote You are a man of honour, and I thank you. You have kept it even down to a small particular. There was one special thing you promised me at the beginning of the affair, and which you have certainly given me by the end of it.",Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,3,Anaphoric,he said,0.4608596352973487,0.1301904988656186
242,242,242,242, cried the chaotic Gregory. ,What do you mean? /newquote What did I promise you?,Mr. Lucian Gregory,Gabriel Syme,NO MONOLOGUE,0,3,Explicit,cried the chaotic Gregory,0.996458362292202,0.3364446902458806
243,243,243,243," said Syme, and he made a military salute with the sword-stick as the steamboat slid away.","A very entertaining evening,",Gabriel Syme,Mr. Lucian Gregory,NO MONOLOGUE,0,3,Explicit,said Syme,0.9800352424282992,0.4072072317091993
249,249,249,249,"Syme was shabby in those days. He wore an old-fashioned black chimney-pot hat; he was wrapped in a yet more old-fashioned cloak, black and ragged; and the combination gave him the look of the early villains in Dickens and Bulwer Lytton. Also his yellow beard and hair were more unkempt and leonine than when they appeared long afterwards, cut and pointed, on the lawns of Saffron Park. A long, lean, black cigar, bought in Soho for twopence, stood out from between his tightened teeth, and altogether he looked a very satisfactory specimen of the anarchists upon whom he had vowed a holy war. Perhaps this was why a policeman on the Embankment spoke to him, and said ",Good evening.,The Policeman,Mr. Lucian Gregory,NO MONOLOGUE,0,4,Explicit,a policeman on the Embankment spoke to him and said,0.9776380980661572,0.2444234304779229
251,251,251,251, he said sharply. ,"A good evening is it? /newquote You fellows would call the end of the world a good evening. Look at that bloody red sun and that bloody river! I tell you that if that were literally human blood, spilt and shining, you would still be standing here as solid as ever, looking out for some poor harmless tramp whom you could move on. You policemen are cruel to the poor, but I could forgive you even your cruelty if it were not for your calm.",Mr. Lucian Gregory,The Policeman,NO MONOLOGUE,0,4,Anaphoric,he said,0.5160630755250694,0.7776750435601884
252,252,252,252," replied the policeman, ","If we are calm, /newquote it is the calm of organised resistance.",The Policeman,Gabriel Syme,NO MONOLOGUE,0,4,Explicit,replied the policeman,0.9790592635778136,0.3558874561141297
