,Unnamed: 0.1,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression,probability_sp,probability_ad
111,111,111,112," said she, warmly, ","Mrs Clay, /newquote never forgets who she is; and as I am rather better acquainted with her sentiments than you can be, I can assure you, that upon the subject of marriage they are particularly nice, and that she reprobates all inequality of condition and rank more strongly than most people.  And as to my father, I really should not have thought that he, who has kept himself single so long for our sakes, need be suspected now.  If Mrs Clay were a very beautiful woman, I grant you, it might be wrong to have her so much with me; not that anything in the world, I am sure, would induce my father to make a degrading match, but he might be rendered unhappy.  But poor Mrs Clay who, with all her merits, can never have been reckoned tolerably pretty, I really think poor Mrs Clay may be staying here in perfect safety.  One would imagine you had never heard my father speak of her personal misfortunes, though I know you must fifty times.  That tooth of her's and those freckles.  Freckles do not disgust me so very much as they do him.  I have known a face not materially disfigured by a few, but he abominates them.  You must have heard him notice Mrs Clay's freckles.",Mrs Smith,Anne Elliot,NO MONOLOGUE,0,5,Anaphoric,said she,0.3868781295301477,0.4363951674499393
112,112,112,113," replied Anne, ","There is hardly any personal defect, /newquote which an agreeable manner might not gradually reconcile one to.",Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,5,Explicit,replied Anne,0.9910306105725826,0.0269562133746844
113,113,113,114," answered Elizabeth, shortly; ","I think very differently, /newquote an agreeable manner may set off handsome features, but can never alter plain ones. However, at any rate, as I have a great deal more at stake on this point than anybody else can have, I think it rather unnecessary in you to be advising me.",Elizabeth,Anne Elliot,NO MONOLOGUE,0,5,Explicit,answered Elizabeth,0.982095688388946,0.5483402378411896
118,118,118,119,"Here Anne had often been staying. She knew the ways of Uppercross as well as those of Kellynch. The two families were so continually meeting, so much in the habit of running in and out of each other's house at all hours, that it was rather a surprise to her to find Mary alone; but being alone, her being unwell and out of spirits was almost a matter of course. Though better endowed than the elder sister, Mary had not Anne's understanding nor temper. While well, and happy, and properly attended to, she had great good humour and excellent spirits; but any indisposition sunk her completely. She had no resources for solitude; and inheriting a considerable share of the Elliot self-importance, was very prone to add to every other distress that of fancying herself neglected and ill-used. In person, she was inferior to both sisters, and had, even in her bloom, only reached the dignity of being  /newquote  She was now lying on the faded sofa of the pretty little drawing-room, the once elegant furniture of which had been gradually growing shabby, under the influence of four summers and two children; and, on Anne's appearing, greeted her with--",a fine girl.,Mrs Musgrove,Anne Elliot,NO MONOLOGUE,0,5,Explicit,Mrs Musgrove took the first opportunity of being alone with Anne to say,0.9352096525638384,0.4426321271015898
119,119,119,120,NO APPEND,"So, you are come at last!  I began to think I should never see you.  I am so ill I can hardly speak.  I have not seen a creature the whole morning!",Anne Elliot,Mrs Musgrove,NO MONOLOGUE,0,5,Anaphoric,She was now lying on the faded sofa of the pretty little drawingroom the once elegant furniture of which had been gradually growing shabby under the influence of four summers and two children and on Annes appearing greeted her with,0.3772970236722428,0.0793601447055618
120,120,120,121, replied Anne.  ,"I am sorry to find you unwell, /newquote You sent me such a good account of yourself on Thursday!",Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,5,Explicit,replied Anne,0.9903965048256662,0.0269562133746844
121,121,121,122,NO APPEND,"Yes, I made the best of it; I always do:  but I was very far from well at the time; and I do not think I ever was so ill in my life as I have been all this morning:  very unfit to be left alone, I am sure. Suppose I were to be seized of a sudden in some dreadful way, and not able to ring the bell!  So, Lady Russell would not get out.  I do not think she has been in this house three times this summer.",Admiral Croft,Anne Elliot,NO MONOLOGUE,0,5,Implicit,,0.284662685752941,0.6783782430268246
122,122,122,123,"Anne said what was proper, and enquired after her husband.  ","Oh! Charles is out shooting.  I have not seen him since seven o'clock.  He would go, though I told him how ill I was.  He said he should not stay out long; but he has never come back, and now it is almost one.  I assure you, I have not seen a soul this whole long morning.",Anne Elliot,Admiral Croft,NO MONOLOGUE,0,5,Implicit,,0.2838940429977357,0.1608171563872397
123,123,123,124,NO APPEND,You have had your little boys with you?,Anne Elliot,Admiral Croft,NO MONOLOGUE,0,5,Implicit,,0.4396058361247287,0.068497538008029
124,124,124,125,NO APPEND,"Yes, as long as I could bear their noise; but they are so unmanageable that they do me more harm than good.  Little Charles does not mind a word I say, and Walter is growing quite as bad.",Anne Elliot,Admiral Croft,NO MONOLOGUE,0,5,Implicit,,0.3439659336636551,0.0754989376918607
125,125,125,126," replied Anne, cheerfully.  ","Well, you will soon be better now, /newquote You know I always cure you when I come.  How are your neighbours at the Great House?",Anne Elliot,Admiral Croft,NO MONOLOGUE,0,5,Explicit,replied Anne,0.9909988417745728,0.0915042506871409
126,126,126,127,NO APPEND,"I can give you no account of them.  I have not seen one of them to-day, except Mr Musgrove, who just stopped and spoke through the window, but without getting off his horse; and though I told him how ill I was, not one of them have been near me.  It did not happen to suit the Miss Musgroves, I suppose, and they never put themselves out of their way.",Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,5,Implicit,,0.2278388716852126,0.0269562133746844
127,127,127,128,NO APPEND,"You will see them yet, perhaps, before the morning is gone.  It is early.",Anne Elliot,Lady Russell,NO MONOLOGUE,0,5,Implicit,,0.4208537713101861,0.1429473137249865
128,128,128,129,NO APPEND,"I never want them, I assure you.  They talk and laugh a great deal too much for me.  Oh! Anne, I am so very unwell!  It was quite unkind of you not to come on Thursday.",Lady Russell,Anne Elliot,NO MONOLOGUE,0,5,Implicit,,0.0703565075487131,0.7628061279686249
129,129,129,130,NO APPEND,"My dear Mary, recollect what a comfortable account you sent me of yourself!  You wrote in the cheerfullest manner, and said you were perfectly well, and in no hurry for me; and that being the case, you must be aware that my wish would be to remain with Lady Russell to the last: and besides what I felt on her account, I have really been so busy, have had so much to do, that I could not very conveniently have left Kellynch sooner.",Anne Elliot,Lady Russell,NO MONOLOGUE,0,5,Implicit,,0.2160952897508972,0.0745589835199632
130,130,130,131,NO APPEND,Dear me! what can you possibly have to do?,Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,5,Implicit,,0.4373734382984076,0.0236394597618488
131,131,131,132,NO APPEND,"A great many things, I assure you.  More than I can recollect in a moment; but I can tell you some.  I have been making a duplicate of the catalogue of my father's books and pictures.  I have been several times in the garden with Mackenzie, trying to understand, and make him understand, which of Elizabeth's plants are for Lady Russell.  I have had all my own little concerns to arrange, books and music to divide, and all my trunks to repack, from not having understood in time what was intended as to the waggons: and one thing I have had to do, Mary, of a more trying nature: going to almost every house in the parish, as a sort of take-leave.  I was told that they wished it.  But all these things took up a great deal of time.",Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,5,Implicit,,0.0830066156834937,0.0236394597618488
132,132,132,133," and after a moment's pause, ",Oh! well! /newquote but you have never asked me one word about our dinner at the Pooles yesterday.,Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,5,Implicit,,0.4003236680339333,0.0236394597618488
133,133,133,134,NO APPEND,"Did you go then?  I have made no enquiries, because I concluded you must have been obliged to give up the party.",Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,5,Implicit,,0.3896403988965147,0.0236394597618488
134,134,134,135,NO APPEND,Oh yes! I went.  I was very well yesterday; nothing at all the matter with me till this morning.  It would have been strange if I had not gone.,Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,5,Implicit,,0.3725535818738472,0.0236394597618488
135,135,135,136,NO APPEND,"I am very glad you were well enough, and I hope you had a pleasant party.",Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,5,Implicit,,0.400374101740055,0.0236394597618488
136,136,136,137,NO APPEND,"Nothing remarkable.  One always knows beforehand what the dinner will be, and who will be there; and it is so very uncomfortable not having a carriage of one's own.  Mr and Mrs Musgrove took me, and we were so crowded!  They are both so very large, and take up so much room; and Mr Musgrove always sits forward.  So, there was I, crowded into the back seat with Henrietta and Louisa; and I think it very likely that my illness to-day may be owing to it.",Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,5,Implicit,,0.1768600330519404,0.0236394597618488
138,138,138,139," said she, when they were ready.  ",Where shall we go? /newquote I suppose you will not like to call at the Great House before they have been to see you?,Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,5,Anaphoric,said she,0.4141785556644861,0.0236394597618488
139,139,139,140, replied Anne.  ,"I have not the smallest objection on that account, /newquote I should never think of standing on such ceremony with people I know so well as Mrs and the Miss Musgroves.",Anne Elliot,Louisa Musgrove,NO MONOLOGUE,0,5,Explicit,replied Anne,0.9886740994670568,0.0268608608672949
140,140,140,141,NO APPEND,"Oh! but they ought to call upon you as soon as possible.  They ought to feel what is due to you as my sister.  However, we may as well go and sit with them a little  while, and when we have that over, we can enjoy our walk.",Anne Elliot,Louisa Musgrove,NO MONOLOGUE,0,5,Implicit,,0.2556495274104229,0.0268608608672949
151,151,151,152,"One of the least agreeable circumstances of her residence there was her being treated with too much confidence by all parties, and being too much in the secret of the complaints of each house.  Known to have some influence with her sister, she was continually requested, or at least receiving hints to exert it, beyond what was practicable.   /newquote  was Charles's language; and, in an unhappy mood, thus spoke Mary: ","I wish you could persuade Mary not to be always fancying herself ill, /newquote I do believe if Charles were to see me dying, he would not think there was anything the matter with me.  I am sure, Anne, if you would, you might persuade him that I really am very ill--a great deal worse than I ever own.",Mary Musgrove,Anne Elliot,NO MONOLOGUE,0,6,Explicit,spoke Mary,0.5502723880669927,0.5190680668503873
152,152,152,153,"Mary's declaration was,  /newquote   And Mrs Musgrove took the first opportunity of being alone with Anne, to say,  /newquote don't do this, /newquote don't do that;","I hate sending the children to the Great House, though their grandmamma is always wanting to see them, for she humours and indulges them to such a degree, and gives them so much trash and sweet things, that they are sure to come back sick and cross for the rest of the day. /newquote Oh! Miss Anne, I cannot help wishing Mrs Charles had a little of your method with those children.  They are quite different creatures with you!  But to be sure, in general they are so spoilt!  It is a pity you cannot put your sister in the way of managing them.  They are as fine healthy children as ever were seen, poor little dears! without partiality; but Mrs Charles knows no more how they should be treated--!  Bless me! how troublesome they are sometimes.  I assure you, Miss Anne, it prevents my wishing to see them at our house so often as I otherwise should.  I believe Mrs Charles is not quite pleased with my not inviting them oftener; but you know it is very bad to have children with one that one is obligated to be checking every moment;  /newquote  and  /newquote  or that one can only keep in tolerable order by more cake than is good for them.",Mrs Musgrove,Anne Elliot,NO MONOLOGUE,0,6,Explicit,Mrs Musgrove took the first opportunity of being alone with Anne to say,0.9878537733064732,0.1861701524548724
153,153,153,154,"She had this communication, moreover, from Mary.   /newquote  And on Mrs Musgrove's side, it was, ","Mrs Musgrove thinks all her servants so steady, that it would be high treason to call it in question; but I am sure, without exaggeration, that her upper house-maid and laundry-maid, instead of being in their business, are gadding about the village, all day long.  I meet them wherever I go; and I declare, I never go twice into my nursery without seeing something of them.  If Jemima were not the trustiest, steadiest creature in the world, it would be enough to spoil her; for she tells me, they are always tempting her to take a walk with them. /newquote I make a rule of never interfering in any of my daughter-in-law's concerns, for I know it would not do; but I shall tell you, Miss Anne, because you may be able to set things to rights, that I have no very good opinion of Mrs Charles's nursery-maid: I hear strange stories of her; she is always upon the gad; and from my own knowledge, I can declare, she is such a fine-dressing lady, that she is enough to ruin any servants she comes near.  Mrs Charles quite swears by her, I know; but I just give you this hint, that you may be upon the watch; because, if you see anything amiss, you need not be afraid of mentioning it.",Mrs Musgrove,Anne Elliot,NO MONOLOGUE,0,6,Explicit,Mrs Musgroves side it was,0.9801139754396754,0.1625975516974454
154,154,154,155,"Again, it was Mary's complaint, that Mrs Musgrove was very apt not to give her the precedence that was her due, when they dined at the Great House with other families; and she did not see any reason why she was to be considered so much at home as to lose her place.  And one day when Anne was walking with only the Musgroves, one of them after talking of rank, people of rank, and jealousy of rank, said, ","I have no scruple of observing to you, how nonsensical some persons are about their place, because all the world knows how easy and indifferent you are about it; but I wish anybody could give Mary a hint that it would be a great deal better if she were not so very tenacious, especially if she would not be always putting herself forward to take place of mamma. Nobody doubts her right to have precedence of mamma, but it would be more becoming in her not to be always insisting on it.  It is not that mamma cares about it the least in the world, but I know it is taken notice of by many persons.",Mrs Smith,Mrs Musgrove,NO MONOLOGUE,0,6,Anaphoric,she added,0.2309801894005294,0.5115510927353012
159,159,159,160,"The girls were wild for dancing; and the evenings ended, occasionally, in an unpremeditated little ball.  There was a family of cousins within a walk of Uppercross, in less affluent circumstances, who depended on the Musgroves for all their pleasures:  they would come at any time, and help play at anything, or dance anywhere; and Anne, very much preferring the office of musician to a more active post, played country dances to them by the hour together; a kindness which always recommended her musical powers to the notice of Mr and Mrs Musgrove more than anything else, and often drew this compliment;--","Well done, Miss Anne! very well done indeed!  Lord bless me!  how those little fingers of yours fly about!",Mrs Musgrove,Anne Elliot,NO MONOLOGUE,0,6,Explicit,Mrs Musgrove took the first opportunity of being alone with Anne to say,0.9957212607247315,0.3066660758503604
160,160,160,161,"So passed the first three weeks.  Michaelmas came; and now Anne's heart must be in Kellynch again.  A beloved home made over to others; all the precious rooms and furniture, groves, and prospects, beginning to own other eyes and other limbs!  She could not think of much else on the 29th of September; and she had this sympathetic touch in the evening from Mary, who, on having occasion to note down the day of the month, exclaimed, ","Dear me, is not this the day the Crofts were to come to Kellynch?  I am glad I did not think of it before.  How low it makes me!",Mary Musgrove,Mrs Musgrove,NO MONOLOGUE,0,6,Explicit,Mary who on having occasion to note down the day of the month exclaimed,0.930929817400934,0.4415074356331178
161,161,161,162,"The Crofts took possession with true naval alertness, and were to be visited.  Mary deplored the necessity for herself.   /newquote  but was not easy till she had talked Charles into driving her over on an early day, and was in a very animated, comfortable state of imaginary agitation, when she came back.  Anne had very sincerely rejoiced in there being no means of her going.  She wished, however to see the Crofts, and was glad to be within when the visit was returned. They came:  the master of the house was not at home, but the two sisters were together; and as it chanced that Mrs Croft fell to the share of Anne, while the Admiral sat by Mary, and made himself very agreeable by his good-humoured notice of her little boys, she was well able to watch for a likeness, and if it failed her in the features, to catch it in the voice, or in the turn of sentiment and expression.",Nobody knew how much she should suffer.  She should put it off as long as she could;,Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,6,Anaphoric,said she,0.5292101986835391,0.0236394597618488
168,168,168,169,NO APPEND,We are expecting a brother of Mrs Croft's here soon; I dare say you know him by name.,Mary Musgrove,Anne Elliot,NO MONOLOGUE,0,6,Explicit,Admiral say to Mary,0.913284926385474,0.3291293902297719
171,171,171,172," she added, ","And I will tell you our reason, /newquote and all about it.  I am come on to give you notice, that papa and mamma are out of spirits this evening, especially mamma; she is thinking so much of poor Richard! And we agreed it would be best to have the harp, for it seems to amuse her more than the piano-forte.  I will tell you why she is out of spirits.  When the Crofts called this morning, (they called here afterwards, did not they?), they happened to say, that her brother, Captain Wentworth, is just returned to England, or paid off, or something, and is coming to see them almost directly; and most unluckily it came into mamma's head, when they were gone, that Wentworth, or something very like it, was the name of poor Richard's captain at one time; I do not know when or where, but a great while before he died, poor fellow!  And upon looking over his letters and things, she found it was so, and is perfectly sure that this must be the very man, and her head is quite full of it, and of poor Richard! So we must be as merry as we can, that she may not be dwelling upon such gloomy things.",Mrs Smith,Anne Elliot,NO MONOLOGUE,0,6,Anaphoric,she added,0.3959264114671237,0.312463131199777
184,184,184,185,"The same story and the same raptures were repeated, when the two girls came with their father, through the gloom of the evening, to make enquiries; and Mr Musgrove, no longer under the first uneasiness about his heir, could add his confirmation and praise, and hope there would be now no occasion for putting Captain Wentworth off, and only be sorry to think that the cottage party, probably, would not like to leave the little boy, to give him the meeting.   /newquote  both father and mother were in much too strong and recent alarm to bear the thought; and Anne, in the joy of the escape, could not help adding her warm protestations to theirs.","Oh no; as to leaving the little boy,",Mary Musgrove,Anne Elliot,NO MONOLOGUE,0,7,Explicit,cried Mary,0.8091992551614192,0.261150362710933
189,189,189,190,NO APPEND,"So you and I are to be left to shift by ourselves, with this poor sick child; and not a creature coming near us all the evening!  I knew how it would be.  This is always my luck.  If there is anything disagreeable going on men are always sure to get out of it, and Charles is as bad as any of them.  Very unfeeling!  I must say it is very unfeeling of him to be running away from his poor little boy.  Talks of his being going on so well!  How does he know that he is going on well, or that there may not be a sudden change half an hour hence?  I did not think Charles would have been so unfeeling.  So here he is to go away and enjoy himself, and because I am the poor mother, I am not to be allowed to stir; and yet, I am sure, I am more unfit than anybody else to be about the child.  My being the mother is the very reason why my feelings should not be tried.  I am not at all equal to it.  You saw how hysterical I was yesterday.",Captain Wentworth,Anne Elliot,NO MONOLOGUE,0,7,Anaphoric,She said nothing therefore till he was out of the room but as soon as there was only Anne to hear,0.4708080895440136,0.4844204649208848
190,190,190,191,NO APPEND,"But that was only the effect of the suddenness of your alarm--of the shock.  You will not be hysterical again.  I dare say we shall have nothing to distress us.  I perfectly understand Mr Robinson's directions, and have no fears; and indeed, Mary, I cannot wonder at your husband.  Nursing does not belong to a man; it is not his province.  A sick child is always the mother's property:  her own feelings generally make it so.",Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,7,Implicit,,0.1646448812747314,0.2065734730348523
191,191,191,192,NO APPEND,"I hope I am as fond of my child as any mother, but I do not know that I am of any more use in the sick-room than Charles, for I cannot be always scolding and teazing the poor child when it is ill; and you saw, this morning, that if I told him to keep quiet, he was sure to begin kicking about.  I have not nerves for the sort of thing.",Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,7,Implicit,,0.222035490845765,0.0343109377437423
192,192,192,193,NO APPEND,"But, could you be comfortable yourself, to be spending the whole evening away from the poor boy?",Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,7,Implicit,,0.334102842466804,0.036261353731411
193,193,193,194,NO APPEND,"Yes; you see his papa can, and why should not I?  Jemima is so careful; and she could send us word every hour how he was.  I really think Charles might as well have told his father we would all come.  I am not more alarmed about little Charles now than he is.  I was dreadfully alarmed yesterday, but the case is very different to-day.",Anne Elliot,Charles Musgrove,NO MONOLOGUE,0,7,Implicit,,0.2409135206258051,0.0620559415519689
194,194,194,195,NO APPEND,"Well, if you do not think it too late to give notice for yourself, suppose you were to go, as well as your husband.  Leave little Charles to my care.  Mr and Mrs Musgrove cannot think it wrong while I remain with him.",Anne Elliot,Charles Musgrove,NO MONOLOGUE,0,7,Implicit,,0.2542474729010268,0.1132429286641407
195,195,195,196," cried Mary, her eyes brightening.  ","Are you serious? /newquote Dear me!  that's a very good thought, very good, indeed.  To be sure, I may just as well go as not, for I am of no use at home--am I?  and it only harasses me. You, who have not a mother's feelings, are a great deal the properest person.  You can make little Charles do anything; he always minds you at a word.  It will be a great deal better than leaving him only with Jemima.  Oh! I shall certainly go; I am sure I ought if I can, quite as much as Charles, for they want me excessively to be acquainted with Captain Wentworth, and I know you do not mind being left alone.  An excellent thought of yours, indeed, Anne.  I will go and tell Charles, and get ready directly.  You can send for us, you know, at a moment's notice, if anything is the matter; but I dare say there will be nothing to alarm you.  I should not go, you may be sure, if I did not feel quite at ease about my dear child.",Mary Musgrove,Anne Elliot,NO MONOLOGUE,0,7,Explicit,cried Mary,0.7697280377284149,0.4972191636366893
197,197,197,198,NO APPEND,"I mean to go with you, Charles, for I am of no more use at home than you are.  If I were to shut myself up for ever with the child, I should not be able to persuade him to do anything he did not like.  Anne will stay; Anne undertakes to stay at home and take care of him.  It is Anne's own proposal, and so I shall go with you, which will be a great deal better, for I have not dined at the other house since Tuesday.",Mary Musgrove,Anne Elliot,NO MONOLOGUE,0,7,Explicit,Marys saying,0.8970481857591367,0.3364090581576636
198,198,198,199," was her husband's answer, ","This is very kind of Anne, /newquote and I should be very glad to have you go; but it seems rather hard that she should be left at home by herself, to nurse our sick child.",Captain Wentworth,Anne Elliot,NO MONOLOGUE,0,7,Anaphoric,was her husbands answer,0.2803164459023404,0.2477147363531609
205,205,205,206," she repeated to herself again and again, in nervous gratitude.  ",It is over! it is over! /newquote The worst is over!,Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,7,Anaphoric,she repeated to herself,0.5545723006972835,0.0341651683373048
211,211,211,212,NO APPEND,"Captain Wentworth is not very gallant by you, Anne, though he was so attentive to me.  Henrietta asked him what he thought of you, when they went away, and he said, 'You were so altered he should not have known you again.'",Mary Musgrove,Anne Elliot,NO MONOLOGUE,0,7,Explicit,she had this spontaneous information from Mary,0.909843927194144,0.2951715470702953
213,213,213,214,"  Anne fully submitted, in silent, deep mortification.  Doubtless it was so, and she could take no revenge, for he was not altered, or not for the worse.  She had already acknowledged it to herself, and she could not think differently, let him think of her as he would.  No:  the years which had destroyed her youth and bloom had only given him a more glowing, manly, open look, in no respect lessening his personal advantages.  She had seen the same Frederick Wentworth.",Altered beyond his knowledge.,Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,7,Anaphoric,she cried,0.5823486424105583,0.0344573069027198
214,214,214,215,"  These were words which could not but dwell with her.  Yet she soon began to rejoice that she had heard them.  They were of sobering tendency; they allayed agitation; they composed, and consequently must make her happier.",So altered that he should not have known her again!,Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,7,Anaphoric,said she,0.4925534001735054,0.0328798601519675
218,218,218,219,NO APPEND,"Yes, here I am, Sophia, quite ready to make a foolish match.  Anybody between fifteen and thirty may have me for asking.  A little beauty, and a few smiles, and a few compliments to the navy, and I am a lost man.  Should not this be enough for a sailor, who has had no society among women to make him nice?",Captain Wentworth,Anne Elliot,NO MONOLOGUE,0,7,Anaphoric,he said to his sister,0.3840315911860729,0.3195497587356103
219,219,219,220,"He said it, she knew, to be contradicted.  His bright proud eye spoke the conviction that he was nice; and Anne Elliot was not out of his thoughts, when he more seriously described the woman he should wish to meet with.   /newquote  made the first and the last of the description.","A strong mind, with sweetness of manner,",Captain Wentworth,Anne Elliot,NO MONOLOGUE,0,7,Anaphoric,he more seriously described,0.3578458222342223,0.3219308276119771
220,220,220,221, said he.  ,"That is the woman I want, /newquote Something a little inferior I shall of course put up with, but it must not be much.  If I am a fool, I shall be a fool indeed, for I have thought on the subject more than most men.",Captain Wentworth,Anne Elliot,NO MONOLOGUE,0,7,Anaphoric,said he,0.3856827668322586,0.3267207334175732
