,Unnamed: 0.1,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression,probability_sp,probability_ad
119,119,119,120,NO APPEND,"In one respect, perhaps, Mr. Elton's manners are superior to Mr. Knightley's or Mr. Weston's. They have more gentleness. They might be more safely held up as a pattern. There is an openness, a quickness, almost a bluntness in Mr. Weston, which every body likes in _him_, because there is so much good-humour with it--but that would not do to be copied. Neither would Mr. Knightley's downright, decided, commanding sort of manner, though it suits _him_ very well; his figure, and look, and situation in life seem to allow it; but if any young man were to set about copying him, he would not be sufferable. On the contrary, I think a young man might be very safely recommended to take Mr. Elton as a model. Mr. Elton is good-humoured, cheerful, obliging, and gentle. He seems to me to be grown particularly gentle of late. I do not know whether he has any design of ingratiating himself with either of us, Harriet, by additional softness, but it strikes me that his manners are softer than they used to be. If he means any thing, it must be to please you. Did not I tell you what he said of you the other day?",Emma,Harriet Smith,NO MONOLOGUE,0,4,Anaphoric,Her next beginning was,0.5361069234207161,0.4739398602056713
123,123,123,124," said Mr. Knightley, ","I do not know what your opinion may be, Mrs. Weston, /newquote of this great intimacy between Emma and Harriet Smith, but I think it a bad thing.",Mr. Knightley,Harriet Smith,NO MONOLOGUE,0,5,Explicit,said Mr Knightley,0.9936750404677156,0.5063235624529017
124,124,124,125,NO APPEND,A bad thing! Do you really think it a bad thing?--why so?,Emma,Mr. Knightley,NO MONOLOGUE,0,5,Implicit,,0.4157898027571272,0.2972844082089388
125,125,125,126,NO APPEND,I think they will neither of them do the other any good.,Emma,Harriet Smith,NO MONOLOGUE,0,5,Implicit,,0.4221273971744764,0.0705248768733878
126,126,126,127,NO APPEND,"You surprize me! Emma must do Harriet good: and by supplying her with a new object of interest, Harriet may be said to do Emma good. I have been seeing their intimacy with the greatest pleasure. How very differently we feel!--Not think they will do each other any good! This will certainly be the beginning of one of our quarrels about Emma, Mr. Knightley.",Mr. Frank Churchill,Emma,NO MONOLOGUE,0,5,Implicit,,0.0615862664930754,0.7811726073553006
127,127,127,128,NO APPEND,"Perhaps you think I am come on purpose to quarrel with you, knowing Weston to be out, and that you must still fight your own battle.",Emma,Mr. Frank Churchill,NO MONOLOGUE,0,5,Implicit,,0.425176565536084,0.1774605533112292
128,128,128,129,NO APPEND,"Mr. Weston would undoubtedly support me, if he were here, for he thinks exactly as I do on the subject. We were speaking of it only yesterday, and agreeing how fortunate it was for Emma, that there should be such a girl in Highbury for her to associate with. Mr. Knightley, I shall not allow you to be a fair judge in this case. You are so much used to live alone, that you do not know the value of a companion; and, perhaps no man can be a good judge of the comfort a woman feels in the society of one of her own sex, after being used to it all her life. I can imagine your objection to Harriet Smith. She is not the superior young woman which Emma's friend ought to be. But on the other hand, as Emma wants to see her better informed, it will be an inducement to her to read more herself. They will read together. She means it, I know.",Miss Bates,Mr. Knightley,NO MONOLOGUE,0,5,Implicit,,0.0773041402227735,0.7453786598666419
129,129,129,130,NO APPEND,"Emma has been meaning to read more ever since she was twelve years old. I have seen a great many lists of her drawing-up at various times of books that she meant to read regularly through--and very good lists they were--very well chosen, and very neatly arranged--sometimes alphabetically, and sometimes by some other rule. The list she drew up when only fourteen--I remember thinking it did her judgment so much credit, that I preserved it some time; and I dare say she may have made out a very good list now. But I have done with expecting any course of steady reading from Emma. She will never submit to any thing requiring industry and patience, and a subjection of the fancy to the understanding. Where Miss Taylor failed to stimulate, I may safely affirm that Harriet Smith will do nothing.--You never could persuade her to read half so much as you wished.--You know you could not.",Mr. Knightley,Mrs. Weston,NO MONOLOGUE,0,5,Implicit,,0.139371212200614,0.2708292648706546
130,130,130,131," replied Mrs. Weston, smiling, ","I dare say, /newquote that I thought so _then_;--but since we have parted, I can never remember Emma's omitting to do any thing I wished.",Mrs. Weston,Mr. Knightley,NO MONOLOGUE,0,5,Explicit,replied Mrs Weston,0.9456076430949288,0.7062900257034778
131,131,131,132,"--said Mr. Knightley, feelingly; and for a moment or two he had done.  /newquote   he soon added, ","There is hardly any desiring to refresh such a memory as _that_, /newquote But I, /newquote who have had no such charm thrown over my senses, must still see, hear, and remember. Emma is spoiled by being the cleverest of her family. At ten years old, she had the misfortune of being able to answer questions which puzzled her sister at seventeen. She was always quick and assured: Isabella slow and diffident. And ever since she was twelve, Emma has been mistress of the house and of you all. In her mother she lost the only person able to cope with her. She inherits her mother's talents, and must have been under subjection to her.",Mr. Knightley,Emma,NO MONOLOGUE,0,5,Anaphoric,he soon added,0.31636299908589,0.5896052743964793
132,132,132,133,NO APPEND,"I should have been sorry, Mr. Knightley, to be dependent on _your_ recommendation, had I quitted Mr. Woodhouse's family and wanted another situation; I do not think you would have spoken a good word for me to any body. I am sure you always thought me unfit for the office I held.",Emma,Mr. Knightley,NO MONOLOGUE,0,5,Implicit,,0.4148854482098811,0.9570197793380062
133,133,133,134," said he, smiling. ","Yes, /newquote You are better placed _here_; very fit for a wife, but not at all for a governess. But you were preparing yourself to be an excellent wife all the time you were at Hartfield. You might not give Emma such a complete education as your powers would seem to promise; but you were receiving a very good education from _her_, on the very material matrimonial point of submitting your own will, and doing as you were bid; and if Weston had asked me to recommend him a wife, I should certainly have named Miss Taylor.",Mr. Knightley,Emma,NO MONOLOGUE,0,5,Anaphoric,said he,0.3474934631581506,0.601687058625584
134,134,134,135,NO APPEND,Thank you. There will be very little merit in making a good wife to such a man as Mr. Weston.,Emma,Mr. Knightley,NO MONOLOGUE,0,5,Implicit,,0.4300204746440063,0.3802200521370467
135,135,135,136,NO APPEND,"Why, to own the truth, I am afraid you are rather thrown away, and that with every disposition to bear, there will be nothing to be borne. We will not despair, however. Weston may grow cross from the wantonness of comfort, or his son may plague him.",Emma,Mr. Knightley,NO MONOLOGUE,0,5,Implicit,,0.4190678928676713,0.0897841085460371
136,136,136,137,NO APPEND,"I hope not _that_.--It is not likely. No, Mr. Knightley, do not foretell vexation from that quarter.",Emma,Mr. Knightley,NO MONOLOGUE,0,5,Implicit,,0.4232302718374932,0.7597923941560453
137,137,137,138,NO APPEND,"Not I, indeed. I only name possibilities. I do not pretend to Emma's genius for foretelling and guessing. I hope, with all my heart, the young man may be a Weston in merit, and a Churchill in fortune.--But Harriet Smith--I have not half done about Harriet Smith. I think her the very worst sort of companion that Emma could possibly have. She knows nothing herself, and looks upon Emma as knowing every thing. She is a flatterer in all her ways; and so much the worse, because undesigned. Her ignorance is hourly flattery. How can Emma imagine she has any thing to learn herself, while Harriet is presenting such a delightful inferiority? And as for Harriet, I will venture to say that _she_ cannot gain by the acquaintance. Hartfield will only put her out of conceit with all the other places she belongs to. She will grow just refined enough to be uncomfortable with those among whom birth and circumstances have placed her home. I am much mistaken if Emma's doctrines give any strength of mind, or tend at all to make a girl adapt herself rationally to the varieties of her situation in life.--They only give a little polish.",Mr. Knightley,Harriet Smith,NO MONOLOGUE,0,5,Implicit,,0.1704139149695331,0.8758984798459093
138,138,138,139,NO APPEND,"I either depend more upon Emma's good sense than you do, or am more anxious for her present comfort; for I cannot lament the acquaintance. How well she looked last night!",Harriet Smith,Mr. Knightley,NO MONOLOGUE,0,5,Implicit,,0.2888498356833063,0.7403468548448536
139,139,139,140,NO APPEND,"Oh! you would rather talk of her person than her mind, would you? Very well; I shall not attempt to deny Emma's being pretty.",Mr. Knightley,Emma,NO MONOLOGUE,0,5,Implicit,,0.2042500296321591,0.2292128535889052
140,140,140,141,NO APPEND,Pretty! say beautiful rather. Can you imagine any thing nearer perfect beauty than Emma altogether--face and figure?,Mr. Knightley,Emma,NO MONOLOGUE,0,5,Implicit,,0.2157689377824247,0.379848458880323
141,141,141,142,NO APPEND,"I do not know what I could imagine, but I confess that I have seldom seen a face or figure more pleasing to me than hers. But I am a partial old friend.",Emma,Mr. Knightley,NO MONOLOGUE,0,5,Implicit,,0.4133294453507202,0.372949269738872
142,142,142,143,NO APPEND,"Such an eye!--the true hazle eye--and so brilliant! regular features, open countenance, with a complexion! oh! what a bloom of full health, and such a pretty height and size; such a firm and upright figure! There is health, not merely in her bloom, but in her air, her head, her glance. One hears sometimes of a child being 'the picture of health;' now, Emma always gives me the idea of being the complete picture of grown-up health. She is loveliness itself. Mr. Knightley, is not she?",Harriet Smith,Mr. Knightley,NO MONOLOGUE,0,5,Implicit,,0.1724872012772509,0.7483064323178895
143,143,143,144, he replied. ,"I have not a fault to find with her person, /newquote I think her all you describe. I love to look at her; and I will add this praise, that I do not think her personally vain. Considering how very handsome she is, she appears to be little occupied with it; her vanity lies another way. Mrs. Weston, I am not to be talked out of my dislike of Harriet Smith, or my dread of its doing them both harm.",Mr. Knightley,Harriet Smith,NO MONOLOGUE,0,5,Anaphoric,he replied,0.3268855943282616,0.9774367564438594
144,144,144,145,NO APPEND,"And I, Mr. Knightley, am equally stout in my confidence of its not doing them any harm. With all dear Emma's little faults, she is an excellent creature. Where shall we see a better daughter, or a kinder sister, or a truer friend? No, no; she has qualities which may be trusted; she will never lead any one really wrong; she will make no lasting blunder; where Emma errs once, she is in the right a hundred times.",Harriet Smith,Mr. Knightley,NO MONOLOGUE,0,5,Implicit,,0.2090484828220992,0.7864144478496377
145,145,145,146,NO APPEND,"Very well; I will not plague you any more. Emma shall be an angel, and I will keep my spleen to myself till Christmas brings John and Isabella. John loves Emma with a reasonable and therefore not a blind affection, and Isabella always thinks as he does; except when he is not quite frightened enough about the children. I am sure of having their opinions with me.",Harriet Smith,Mrs. Weston,NO MONOLOGUE,0,5,Implicit,,0.2497998955999242,0.2755384043110741
146,146,146,147,NO APPEND,"I know that you all love her really too well to be unjust or unkind; but excuse me, Mr. Knightley, if I take the liberty (I consider myself, you know, as having somewhat of the privilege of speech that Emma's mother might have had) the liberty of hinting that I do not think any possible good can arise from Harriet Smith's intimacy being made a matter of much discussion among you. Pray excuse me; but supposing any little inconvenience may be apprehended from the intimacy, it cannot be expected that Emma, accountable to nobody but her father, who perfectly approves the acquaintance, should put an end to it, so long as it is a source of pleasure to herself. It has been so many years my province to give advice, that you cannot be surprized, Mr. Knightley, at this little remains of office.",Mrs. Weston,Mr. Knightley,NO MONOLOGUE,0,5,Implicit,,0.0894572310335919,0.7483064323178895
147,147,147,148, cried he; ,"Not at all, /newquote I am much obliged to you for it. It is very good advice, and it shall have a better fate than your advice has often found; for it shall be attended to.",Mr. Knightley,Mrs. Weston,NO MONOLOGUE,0,5,Anaphoric,cried he,0.3485014100893866,0.3398872652783071
148,148,148,149,NO APPEND,"Mrs. John Knightley is easily alarmed, and might be made unhappy about her sister.",Emma,Mr. Knightley,NO MONOLOGUE,0,5,Implicit,,0.4329012398261249,0.7634440337073956
149,149,149,150," said he, ","Be satisfied, /newquote I will not raise any outcry. I will keep my ill-humour to myself. I have a very sincere interest in Emma. Isabella does not seem more my sister; has never excited a greater interest; perhaps hardly so great. There is an anxiety, a curiosity in what one feels for Emma. I wonder what will become of her!",Mr. Knightley,Emma,NO MONOLOGUE,0,5,Anaphoric,said he,0.349045786912783,0.4230976000581838
150,150,150,151," said Mrs. Weston gently, ","So do I, /newquote very much.",Mrs. Weston,Mr. Knightley,NO MONOLOGUE,0,5,Explicit,said Mrs Weston,0.9613025149711444,0.372949269738872
151,151,151,152,NO APPEND,"She always declares she will never marry, which, of course, means just nothing at all. But I have no idea that she has yet ever seen a man she cared for. It would not be a bad thing for her to be very much in love with a proper object. I should like to see Emma in love, and in some doubt of a return; it would do her good. But there is nobody hereabouts to attach her; and she goes so seldom from home.",Harriet Smith,Mrs. Weston,NO MONOLOGUE,0,5,Implicit,,0.2095118601076522,0.8859316901698565
152,152,152,153," said Mrs. Weston, ","There does, indeed, seem as little to tempt her to break her resolution at present, /newquote as can well be; and while she is so happy at Hartfield, I cannot wish her to be forming any attachment which would be creating such difficulties on poor Mr. Woodhouse's account. I do not recommend matrimony at present to Emma, though I mean no slight to the state, I assure you.",Mrs. Weston,Harriet Smith,NO MONOLOGUE,0,5,Explicit,said Mrs Weston,0.9745099105332408,0.4151067583641534
153,153,153,154,"Part of her meaning was to conceal some favourite thoughts of her own and Mr. Weston's on the subject, as much as possible. There were wishes at Randalls respecting Emma's destiny, but it was not desirable to have them suspected; and the quiet transition which Mr. Knightley soon afterwards made to  /newquote  convinced her that he had nothing more to say or surmise about Hartfield.",What does Weston think of the weather; shall we have rain?,Mr. Knightley,Mrs. Weston,NO MONOLOGUE,0,5,Explicit,the quiet transition which Mr Knightley soon afterwards made to,0.99556043531311,0.2697595940877748
155,155,155,156, said he; ,"You have given Miss Smith all that she required, /newquote you have made her graceful and easy. She was a beautiful creature when she came to you, but, in my opinion, the attractions you have added are infinitely superior to what she received from nature.",Mr. Knightley,Emma,NO MONOLOGUE,0,6,Anaphoric,said he,0.356230049439207,0.3728186351488019
156,156,156,157,NO APPEND,"I am glad you think I have been useful to her; but Harriet only wanted drawing out, and receiving a few, very few hints. She had all the natural grace of sweetness of temper and artlessness in herself. I have done very little.",Emma,Mr. Knightley,NO MONOLOGUE,0,6,Implicit,,0.414416268340136,0.3693350755712735
157,157,157,158, said the gallant Mr. Elton--,"If it were admissible to contradict a lady,",Mr. Elton,Emma,NO MONOLOGUE,0,6,Explicit,said the gallant Mr Elton,0.9918619593251624,0.5998911153971349
158,158,158,159,NO APPEND,"I have perhaps given her a little more decision of character, have taught her to think on points which had not fallen in her way before.",Emma,Mr. Knightley,NO MONOLOGUE,0,6,Implicit,,0.4269941719647946,0.0714889373490734
159,159,159,160,NO APPEND,Exactly so; that is what principally strikes me. So much superadded decision of character! Skilful has been the hand!,Emma,Mr. Knightley,NO MONOLOGUE,0,6,Implicit,,0.4241329291669275,0.0746346676785233
160,160,160,161,NO APPEND,"Great has been the pleasure, I am sure. I never met with a disposition more truly amiable.",Emma,Mr. Knightley,NO MONOLOGUE,0,6,Implicit,,0.4302318100567874,0.0768020189971721
161,161,161,162," And it was spoken with a sort of sighing animation, which had a vast deal of the lover. She was not less pleased another day with the manner in which he seconded a sudden wish of hers, to have Harriet's picture.",I have no doubt of it.,Emma,Mr. Knightley,NO MONOLOGUE,0,6,Implicit,,0.4308147953521541,0.0813106268779703
