,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression
30,30,31,NO APPEND,"To be sure it is; and, indeed, it strikes me that they can want no addition at all. They will have ten thousand pounds divided amongst them. If they marry, they will be sure of doing well, and if they do not, they may all live very comfortably together on the interest of ten thousand pounds.",Fanny,John Dashwood,NO MONOLOGUE,0,2,Implicit,
31,31,32,NO APPEND,"That is very true, and, therefore, I do not know whether, upon the whole, it would not be more advisable to do something for their mother while she lives, rather than for them something of the annuity kind I mean. My sisters would feel the good effects of it as well as herself. A hundred a year would make them all perfectly comfortable.",John Dashwood,Fanny,NO MONOLOGUE,0,2,Implicit,
33,33,34," said she, ","To be sure, /newquote it is better than parting with fifteen hundred pounds at once. But, then, if Mrs. Dashwood should live fifteen years we shall be completely taken in.",Fanny,John Dashwood,NO MONOLOGUE,0,2,Anaphoric,said she
34,34,35,NO APPEND,Fifteen years! my dear Fanny; her life cannot be worth half that purchase.,John Dashwood,Fanny,NO MONOLOGUE,0,2,Implicit,
35,35,36,NO APPEND,"Certainly not; but if you observe, people always live for ever when there is an annuity to be paid them; and she is very stout and healthy, and hardly forty. An annuity is a very serious business; it comes over and over every year, and there is no getting rid of it. You are not aware of what you are doing. I have known a great deal of the trouble of annuities; for my mother was clogged with the payment of three to old superannuated servants by my father s will, and it is amazing how disagreeable she found it. Twice every year these annuities were to be paid; and then there was the trouble of getting it to them; and then one of them was said to have died, and afterwards it turned out to be no such thing. My mother was quite sick of it. Her income was not her own, she said, with such perpetual claims on it; and it was the more unkind in my father, because, otherwise, the money would have been entirely at my mother s disposal, without any restriction whatever. It has given me such an abhorrence of annuities, that I am sure I would not pin myself down to the payment of one for all the world.",Fanny,John Dashwood,NO MONOLOGUE,0,2,Implicit,
36,36,37," replied Mr. Dashwood, ","It is certainly an unpleasant thing, /newquote to have those kind of yearly drains on one s income. One s fortune, as your mother justly says, is _not_ one s own. To be tied down to the regular payment of such a sum, on every rent day, is by no means desirable: it takes away one s independence.",John Dashwood,Fanny,NO MONOLOGUE,0,2,Explicit,replied Mr Dashwood
37,37,38,NO APPEND,"Undoubtedly; and after all you have no thanks for it. They think themselves secure, you do no more than what is expected, and it raises no gratitude at all. If I were you, whatever I did should be done at my own discretion entirely. I would not bind myself to allow them any thing yearly. It may be very inconvenient some years to spare a hundred, or even fifty pounds from our own expenses.",Fanny,John Dashwood,NO MONOLOGUE,0,2,Implicit,
38,38,39,NO APPEND,"I believe you are right, my love; it will be better that there should be no annuity in the case; whatever I may give them occasionally will be of far greater assistance than a yearly allowance, because they would only enlarge their style of living if they felt sure of a larger income, and would not be sixpence the richer for it at the end of the year. It will certainly be much the best way. A present of fifty pounds, now and then, will prevent their ever being distressed for money, and will, I think, be amply discharging my promise to my father.",John Dashwood,Fanny,NO MONOLOGUE,0,2,Implicit,
39,39,40,NO APPEND,"To be sure it will. Indeed, to say the truth, I am convinced within myself that your father had no idea of your giving them any money at all. The assistance he thought of, I dare say, was only such as might be reasonably expected of you; for instance, such as looking out for a comfortable small house for them, helping them to move their things, and sending them presents of fish and game, and so forth, whenever they are in season. I ll lay my life that he meant nothing farther; indeed, it would be very strange and unreasonable if he did. Do but consider, my dear Mr. Dashwood, how excessively comfortable your mother-in-law and her daughters may live on the interest of seven thousand pounds, besides the thousand pounds belonging to each of the girls, which brings them in fifty pounds a year a-piece, and, of course, they will pay their mother for their board out of it. Altogether, they will have five hundred a-year amongst them, and what on earth can four women want for more than that? They will live so cheap! Their housekeeping will be nothing at all. They will have no carriage, no horses, and hardly any servants; they will keep no company, and can have no expenses of any kind! Only conceive how comfortable they will be! Five hundred a year! I am sure I cannot imagine how they will spend half of it; and as to your giving them more, it is quite absurd to think of it. They will be much more able to give _you_ something.",Fanny,John Dashwood,NO MONOLOGUE,0,2,Implicit,
40,40,41," said Mr. Dashwood, ","Upon my word, /newquote I believe you are perfectly right. My father certainly could mean nothing more by his request to me than what you say. I clearly understand it now, and I will strictly fulfil my engagement by such acts of assistance and kindness to them as you have described. When my mother removes into another house my services shall be readily given to accommodate her as far as I can. Some little present of furniture too may be acceptable then.",John Dashwood,Fanny,NO MONOLOGUE,0,2,Explicit,said Mr Dashwood
41,41,42, returned Mrs. John Dashwood. ,"Certainly, /newquote But, however, _one_ thing must be considered. When your father and mother moved to Norland, though the furniture of Stanhill was sold, all the china, plate, and linen was saved, and is now left to your mother. Her house will therefore be almost completely fitted up as soon as she takes it.",Fanny,John Dashwood,NO MONOLOGUE,0,2,Explicit,returned Mrs John Dashwood
42,42,43,NO APPEND,That is a material consideration undoubtedly. A valuable legacy indeed! And yet some of the plate would have been a very pleasant addition to our own stock here.,John Dashwood,Fanny,NO MONOLOGUE,0,2,Implicit,
43,43,44,NO APPEND,"Yes; and the set of breakfast china is twice as handsome as what belongs to this house. A great deal too handsome, in my opinion, for any place _they_ can ever afford to live in. But, however, so it is. Your father thought only of _them_. And I must say this: that you owe no particular gratitude to him, nor attention to his wishes; for we very well know that if he could, he would have left almost everything in the world to _them_.",Fanny,John Dashwood,NO MONOLOGUE,0,2,Implicit,
52,52,53, said she; ,"It is enough, /newquote to say that he is unlike Fanny is enough. It implies everything amiable. I love him already.",Mrs. Dashwood,Elinor,NO MONOLOGUE,0,3,Anaphoric,said she
53,53,54," said Elinor, ","I think you will like him, /newquote when you know more of him.",Elinor,Mrs. Dashwood,NO MONOLOGUE,0,3,Explicit,said Elinor
54,54,55, replied her mother with a smile. ,Like him! /newquote I feel no sentiment of approbation inferior to love.,Mrs. Dashwood,Elinor,NO MONOLOGUE,0,3,Anaphoric,replied her mother
55,55,56,NO APPEND,You may esteem him.,Elinor,Mrs. Dashwood,NO MONOLOGUE,0,3,Implicit,
56,56,57,NO APPEND,I have never yet known what it was to separate esteem and love.,Mrs. Dashwood,Elinor,NO MONOLOGUE,0,3,Implicit,
59,59,60," said she, ","In a few months, my dear Marianne, /newquote Elinor will, in all probability be settled for life. We shall miss her; but _she_ will be happy.",Mrs. Dashwood,Marianne,NO MONOLOGUE,0,3,Anaphoric,said she
60,60,61,NO APPEND,"Oh! Mama, how shall we do without her?",Marianne,Mrs. Dashwood,NO MONOLOGUE,0,3,Implicit,
61,61,62,NO APPEND,"My love, it will be scarcely a separation. We shall live within a few miles of each other, and shall meet every day of our lives. You will gain a brother, a real, affectionate brother. I have the highest opinion in the world of Edward s heart. But you look grave, Marianne; do you disapprove your sister s choice?",Mrs. Dashwood,Marianne,NO MONOLOGUE,0,3,Implicit,
62,62,63," said Marianne, ","Perhaps, /newquote I may consider it with some surprise. Edward is very amiable, and I love him tenderly. But yet he is not the kind of young man there is something wanting his figure is not striking; it has none of that grace which I should expect in the man who could seriously attach my sister. His eyes want all that spirit, that fire, which at once announce virtue and intelligence. And besides all this, I am afraid, Mama, he has no real taste. Music seems scarcely to attract him, and though he admires Elinor s drawings very much, it is not the admiration of a person who can understand their worth. It is evident, in spite of his frequent attention to her while she draws, that in fact he knows nothing of the matter. He admires as a lover, not as a connoisseur. To satisfy me, those characters must be united. I could not be happy with a man whose taste did not in every point coincide with my own. He must enter into all my feelings; the same books, the same music must charm us both. Oh! mama, how spiritless, how tame was Edward s manner in reading to us last night! I felt for my sister most severely. Yet she bore it with so much composure, she seemed scarcely to notice it. I could hardly keep my seat. To hear those beautiful lines which have frequently almost driven me wild, pronounced with such impenetrable calmness, such dreadful indifference!",Marianne,Mrs. Dashwood,NO MONOLOGUE,0,3,Explicit,said Marianne
63,63,64,NO APPEND,He would certainly have done more justice to simple and elegant prose. I thought so at the time; but you _would_ give him Cowper.,Mrs. Dashwood,Marianne,NO MONOLOGUE,0,3,Implicit,
64,64,65,NO APPEND,"Nay, Mama, if he is not to be animated by Cowper! but we must allow for difference of taste. Elinor has not my feelings, and therefore she may overlook it, and be happy with him. But it would have broke _my_ heart, had I loved him, to hear him read with so little sensibility. Mama, the more I know of the world, the more am I convinced that I shall never see a man whom I can really love. I require so much! He must have all Edward s virtues, and his person and manners must ornament his goodness with every possible charm.",Marianne,Mrs. Dashwood,NO MONOLOGUE,0,3,Implicit,
65,65,66,NO APPEND,"Remember, my love, that you are not seventeen. It is yet too early in life to despair of such a happiness. Why should you be less fortunate than your mother? In one circumstance only, my Marianne, may your destiny be different from hers!",Mrs. Dashwood,Marianne,NO MONOLOGUE,0,3,Implicit,
66,66,67," said Marianne, ","What a pity it is, Elinor, /newquote that Edward should have no taste for drawing.",Marianne,Elinor,NO MONOLOGUE,0,4,Explicit,said Marianne
67,67,68," replied Elinor, ","No taste for drawing! /newquote why should you think so? He does not draw himself, indeed, but he has great pleasure in seeing the performances of other people, and I assure you he is by no means deficient in natural taste, though he has not had opportunities of improving it. Had he ever been in the way of learning, I think he would have drawn very well. He distrusts his own judgment in such matters so much, that he is always unwilling to give his opinion on any picture; but he has an innate propriety and simplicity of taste, which in general direct him perfectly right.",Elinor,Marianne,NO MONOLOGUE,0,4,Explicit,replied Elinor
69,69,70," continued Elinor, ","I hope, Marianne, /newquote you do not consider him as deficient in general taste. Indeed, I think I may say that you cannot, for your behaviour to him is perfectly cordial, and if _that_ were your opinion, I am sure you could never be civil to him.",Elinor,Marianne,NO MONOLOGUE,0,4,Explicit,continued Elinor
71,71,72,NO APPEND,"Do not be offended, Elinor, if my praise of him is not in every thing equal to your sense of his merits. I have not had so many opportunities of estimating the minuter propensities of his mind, his inclinations and tastes, as you have; but I have the highest opinion in the world of his goodness and sense. I think him every thing that is worthy and amiable.",Marianne,Elinor,NO MONOLOGUE,0,4,Anaphoric,she replied
72,72,73," replied Elinor, with a smile, ","I am sure, /newquote that his dearest friends could not be dissatisfied with such commendation as that. I do not perceive how you could express yourself more warmly.",Elinor,Marianne,NO MONOLOGUE,0,4,Explicit,replied Elinor
74,74,75," continued Elinor, ","Of his sense and his goodness, /newquote no one can, I think, be in doubt, who has seen him often enough to engage him in unreserved conversation. The excellence of his understanding and his principles can be concealed only by that shyness which too often keeps him silent. You know enough of him to do justice to his solid worth. But of his minuter propensities, as you call them you have from peculiar circumstances been kept more ignorant than myself. He and I have been at times thrown a good deal together, while you have been wholly engrossed on the most affectionate principle by my mother. I have seen a great deal of him, have studied his sentiments and heard his opinion on subjects of literature and taste; and, upon the whole, I venture to pronounce that his mind is well-informed, enjoyment of books exceedingly great, his imagination lively, his observation just and correct, and his taste delicate and pure. His abilities in every respect improve as much upon acquaintance as his manners and person. At first sight, his address is certainly not striking; and his person can hardly be called handsome, till the expression of his eyes, which are uncommonly good, and the general sweetness of his countenance, is perceived. At present, I know him so well, that I think him really handsome; or at least, almost so. What say you, Marianne?",Elinor,Marianne,NO MONOLOGUE,0,4,Explicit,continued Elinor
75,75,76,NO APPEND,"I shall very soon think him handsome, Elinor, if I do not now. When you tell me to love him as a brother, I shall no more see imperfection in his face, than I now do in his heart.",Marianne,Elinor,NO MONOLOGUE,0,4,Implicit,
77,77,78," said she, ","I do not attempt to deny, /newquote that I think very highly of him that I greatly esteem, that I like him.",Elinor,Marianne,NO MONOLOGUE,0,4,Anaphoric,said she
79,79,80,NO APPEND,"Esteem him! Like him! Cold-hearted Elinor! Oh! worse than cold-hearted! Ashamed of being otherwise. Use those words again, and I will leave the room this moment.",Marianne,Elinor,NO MONOLOGUE,0,4,Explicit,Marianne here burst forth
80,80,81,Elinor could not help laughing.  /newquote  said she; ,"Excuse me, /newquote and be assured that I meant no offence to you, by speaking, in so quiet a way, of my own feelings. Believe them to be stronger than I have declared; believe them, in short, to be such as his merit, and the suspicion the hope of his affection for me may warrant, without imprudence or folly. But farther than this you must _not_ believe. I am by no means assured of his regard for me. There are moments when the extent of it seems doubtful; and till his sentiments are fully known, you cannot wonder at my wishing to avoid any encouragement of my own partiality, by believing or calling it more than it is. In my heart I feel little scarcely any doubt of his preference. But there are other points to be considered besides his inclination. He is very far from being independent. What his mother really is we cannot know; but, from Fanny s occasional mention of her conduct and opinions, we have never been disposed to think her amiable; and I am very much mistaken if Edward is not himself aware that there would be many difficulties in his way, if he were to wish to marry a woman who had not either a great fortune or high rank.",Elinor,Marianne,NO MONOLOGUE,0,4,Anaphoric,said she
82,82,83, said she. ,"And you really are not engaged to him! /newquote Yet it certainly soon will happen. But two advantages will proceed from this delay. _I_ shall not lose you so soon, and Edward will have greater opportunity of improving that natural taste for your favourite pursuit which must be so indispensably necessary to your future felicity. Oh! if he should be so far stimulated by your genius as to learn to draw himself, how delightful it would be!",Marianne,Elinor,NO MONOLOGUE,0,4,Anaphoric,said she
127,127,128,"Soon after this, upon Elinor s leaving the room,  /newquote  said Marianne, ","Mama, /newquote I have an alarm on the subject of illness which I cannot conceal from you. I am sure Edward Ferrars is not well. We have now been here almost a fortnight, and yet he does not come. Nothing but real indisposition could occasion this extraordinary delay. What else can detain him at Norland?",Marianne,Mrs. Dashwood,NO MONOLOGUE,0,8,Explicit,said Marianne
128,128,129, said Mrs. Dashwood. ,"Had you any idea of his coming so soon? /newquote _I_ had none. On the contrary, if I have felt any anxiety at all on the subject, it has been in recollecting that he sometimes showed a want of pleasure and readiness in accepting my invitation, when I talked of his coming to Barton. Does Elinor expect him already?",Mrs. Dashwood,Marianne,NO MONOLOGUE,0,8,Explicit,said Mrs Dashwood
129,129,130,NO APPEND,"I have never mentioned it to her, but of course she must.",Marianne,Mrs. Dashwood,NO MONOLOGUE,0,8,Implicit,
130,130,131,NO APPEND,"I rather think you are mistaken, for when I was talking to her yesterday of getting a new grate for the spare bedchamber, she observed that there was no immediate hurry for it, as it was not likely that the room would be wanted for some time.",Mrs. Dashwood,Marianne,NO MONOLOGUE,0,8,Implicit,
131,131,132,NO APPEND,"How strange this is! what can be the meaning of it! But the whole of their behaviour to each other has been unaccountable! How cold, how composed were their last adieus! How languid their conversation the last evening of their being together! In Edward s farewell there was no distinction between Elinor and me: it was the good wishes of an affectionate brother to both. Twice did I leave them purposely together in the course of the last morning, and each time did he most unaccountably follow me out of the room. And Elinor, in quitting Norland and Edward, cried not as I did. Even now her self-command is invariable. When is she dejected or melancholy? When does she try to avoid society, or appear restless and dissatisfied in it?",Marianne,Mrs. Dashwood,NO MONOLOGUE,0,8,Implicit,
136,136,137," said Marianne, ","Is there a felicity in the world, /newquote superior to this? Margaret, we will walk here at least two hours.",Marianne,Margaret,NO MONOLOGUE,0,9,Explicit,said Marianne
199,199,200,"Elinor s compassion for him increased, as she had reason to suspect that the misery of disappointed love had already been known to him. This suspicion was given by some words which accidentally dropped from him one evening at the park, when they were sitting down together by mutual consent, while the others were dancing. His eyes were fixed on Marianne, and, after a silence of some minutes, he said, with a faint smile, ","Your sister, I understand, does not approve of second attachments.",Colonel Brandon,Elinor,NO MONOLOGUE,0,11,Anaphoric,he said
200,200,201," replied Elinor, ","No, /newquote her opinions are all romantic.",Elinor,Colonel Brandon,NO MONOLOGUE,0,11,Explicit,replied Elinor
201,201,202,NO APPEND,"Or rather, as I believe, she considers them impossible to exist.",Colonel Brandon,Elinor,NO MONOLOGUE,0,11,Implicit,
202,202,203,NO APPEND,"I believe she does. But how she contrives it without reflecting on the character of her own father, who had himself two wives, I know not. A few years however will settle her opinions on the reasonable basis of common sense and observation; and then they may be more easy to define and to justify than they now are, by any body but herself.",Elinor,Colonel Brandon,NO MONOLOGUE,0,11,Implicit,
203,203,204, he replied; ,"This will probably be the case, /newquote and yet there is something so amiable in the prejudices of a young mind, that one is sorry to see them give way to the reception of more general opinions.",Colonel Brandon,Elinor,NO MONOLOGUE,0,11,Anaphoric,he replied
204,204,205, said Elinor. ,"I cannot agree with you there, /newquote There are inconveniences attending such feelings as Marianne s, which all the charms of enthusiasm and ignorance of the world cannot atone for. Her systems have all the unfortunate tendency of setting propriety at nought; and a better acquaintance with the world is what I look forward to as her greatest possible advantage.",Elinor,Colonel Brandon,NO MONOLOGUE,0,11,Explicit,said Elinor
206,206,207,NO APPEND,"Does your sister make no distinction in her objections against a second attachment? or is it equally criminal in every body? Are those who have been disappointed in their first choice, whether from the inconstancy of its object, or the perverseness of circumstances, to be equally indifferent during the rest of their lives?",Colonel Brandon,Elinor,NO MONOLOGUE,0,11,Anaphoric,he resumed the conversation by saying
207,207,208,NO APPEND,"Upon my word, I am not acquainted with the minutiae of her principles. I only know that I never yet heard her admit any instance of a second attachment s being pardonable.",Elinor,Colonel Brandon,NO MONOLOGUE,0,11,Implicit,
208,208,209," said he,  /newquote  Here he stopt suddenly; appeared to think that he had said too much, and by his countenance gave rise to conjectures, which might not otherwise have entered Elinor s head. The lady would probably have passed without suspicion, had he not convinced Miss Dashwood that what concerned her ought not to escape his lips. As it was, it required but a slight effort of fancy to connect his emotion with the tender recollection of past regard. Elinor attempted no more. But Marianne, in her place, would not have done so little. The whole story would have been speedily formed under her active imagination; and every thing established in the most melancholy order of disastrous love.","This, /newquote cannot hold; but a change, a total change of sentiments No, no, do not desire it; for when the romantic refinements of a young mind are obliged to give way, how frequently are they succeeded by such opinions as are but too common, and too dangerous! I speak from experience. I once knew a lady who in temper and mind greatly resembled your sister, who thought and judged like her, but who from an enforced change from a series of unfortunate circumstances ",Colonel Brandon,Elinor,NO MONOLOGUE,0,11,Anaphoric,said he
210,210,211," she added, ","He intends to send his groom into Somersetshire immediately for it, /newquote and when it arrives we will ride every day. You shall share its use with me. Imagine to yourself, my dear Elinor, the delight of a gallop on some of these downs.",Marianne,Elinor,NO MONOLOGUE,0,12,Anaphoric,she added
212,212,213," said she warmly, ","You are mistaken, Elinor, /newquote in supposing I know very little of Willoughby. I have not known him long indeed, but I am much better acquainted with him, than I am with any other creature in the world, except yourself and mama. It is not time or opportunity that is to determine intimacy; it is disposition alone. Seven years would be insufficient to make some people acquainted with each other, and seven days are more than enough for others. I should hold myself guilty of greater impropriety in accepting a horse from my brother, than from Willoughby. Of John I know very little, though we have lived together for years; but of Willoughby my judgment has long been formed.",Marianne,Elinor,NO MONOLOGUE,0,12,Anaphoric,said she
214,214,215,"She was faithful to her word; and when Willoughby called at the cottage, the same day, Elinor heard her express her disappointment to him in a low voice, on being obliged to forego the acceptance of his present. The reasons for this alteration were at the same time related, and they were such as to make further entreaty on his side impossible. His concern however was very apparent; and after expressing it with earnestness, he added, in the same low voice, ","But, Marianne, the horse is still yours, though you cannot use it now. I shall keep it only till you can claim it. When you leave Barton to form your own establishment in a more lasting home, Queen Mab shall receive you.",Mr. Willoughby,Marianne,NO MONOLOGUE,0,12,Anaphoric,he added
217,217,218," she cried, ","Oh, Elinor! /newquote I have such a secret to tell you about Marianne. I am sure she will be married to Mr. Willoughby very soon.",Margaret,Elinor,NO MONOLOGUE,0,12,Anaphoric,she cried
218,218,219," replied Elinor, ","You have said so, /newquote almost every day since they first met on High-church Down; and they had not known each other a week, I believe, before you were certain that Marianne wore his picture round her neck; but it turned out to be only the miniature of our great uncle.",Elinor,Margaret,NO MONOLOGUE,0,12,Explicit,replied Elinor
219,219,220,NO APPEND,"But indeed this is quite another thing. I am sure they will be married very soon, for he has got a lock of her hair.",Margaret,Elinor,NO MONOLOGUE,0,12,Implicit,
220,220,221,NO APPEND,"Take care, Margaret. It may be only the hair of some great uncle of _his_.",Elinor,Margaret,NO MONOLOGUE,0,12,Implicit,
221,221,222,NO APPEND,"But, indeed, Elinor, it is Marianne s. I am almost sure it is, for I saw him cut it off. Last night after tea, when you and mama went out of the room, they were whispering and talking together as fast as could be, and he seemed to be begging something of her, and presently he took up her scissors and cut off a long lock of her hair, for it was all tumbled down her back; and he kissed it, and folded it up in a piece of white paper; and put it into his pocket-book.",Margaret,Elinor,NO MONOLOGUE,0,12,Implicit,
235,235,236,"Most grateful did Elinor feel to Lady Middleton for observing, at this moment,  /newquote  though she believed the interruption to proceed less from any attention to her, than from her ladyship s great dislike of all such inelegant subjects of raillery as delighted her husband and mother. The idea however started by her, was immediately pursued by Colonel Brandon, who was on every occasion mindful of the feelings of others; and much was said on the subject of rain by both of them. Willoughby opened the piano-forte, and asked Marianne to sit down to it; and thus amidst the various endeavours of different people to quit the topic, it fell to the ground. But not so easily did Elinor recover from the alarm into which it had thrown her.","that it rained very hard,",John Dashwood,Fanny,NO MONOLOGUE,0,12,Anaphoric,said her husband
267,267,268,"Elinor then heard Willoughby say, in a low voice to Marianne, ","There are some people who cannot bear a party of pleasure. Brandon is one of them. He was afraid of catching cold I dare say, and invented this trick for getting out of it. I would lay fifty guineas the letter was of his own writing.",Mr. Willoughby,Marianne,NO MONOLOGUE,0,13,Explicit,Willoughby say in a low voice to Marianne
268,268,269, replied Marianne.,"I have no doubt of it,",Marianne,Mr. Willoughby,NO MONOLOGUE,0,13,Explicit,replied Marianne
295,295,296,NO APPEND,Indeed!,Elinor,Mrs. Jennings,NO MONOLOGUE,0,13,Implicit,
296,296,297,NO APPEND,"Oh, yes; and as like him as she can stare. I dare say the Colonel will leave her all his fortune.",Mrs. Jennings,Elinor,NO MONOLOGUE,0,13,Implicit,
305,305,306,NO APPEND,"Why should you imagine, Elinor, that we did not go there, or that we did not see the house? Is not it what you have often wished to do yourself?",Marianne,Elinor,NO MONOLOGUE,0,13,Implicit,
306,306,307,NO APPEND,"Yes, Marianne, but I would not go while Mrs. Smith was there, and with no other companion than Mr. Willoughby.",Elinor,Marianne,NO MONOLOGUE,0,13,Implicit,
307,307,308,NO APPEND,"Mr. Willoughby however is the only person who can have a right to show that house; and as he went in an open carriage, it was impossible to have any other companion. I never spent a pleasanter morning in my life.",Marianne,Elinor,NO MONOLOGUE,0,13,Implicit,
308,308,309," replied Elinor, ","I am afraid, /newquote that the pleasantness of an employment does not always evince its propriety.",Elinor,Marianne,NO MONOLOGUE,0,13,Explicit,replied Elinor
309,309,310,NO APPEND,"On the contrary, nothing can be a stronger proof of it, Elinor; for if there had been any real impropriety in what I did, I should have been sensible of it at the time, for we always know when we are acting wrong, and with such a conviction I could have had no pleasure.",Marianne,Elinor,NO MONOLOGUE,0,13,Implicit,
310,310,311,NO APPEND,"But, my dear Marianne, as it has already exposed you to some very impertinent remarks, do you not now begin to doubt the discretion of your own conduct?",Elinor,Marianne,NO MONOLOGUE,0,13,Implicit,
311,311,312,NO APPEND,"If the impertinent remarks of Mrs. Jennings are to be the proof of impropriety in conduct, we are all offending every moment of our lives. I value not her censure any more than I should do her commendation. I am not sensible of having done anything wrong in walking over Mrs. Smith s grounds, or in seeing her house. They will one day be Mr. Willoughby s, and ",Marianne,Elinor,NO MONOLOGUE,0,13,Implicit,
312,312,313,NO APPEND,"If they were one day to be your own, Marianne, you would not be justified in what you have done.",Elinor,Marianne,NO MONOLOGUE,0,13,Implicit,
313,313,314,"She blushed at this hint; but it was even visibly gratifying to her; and after a ten minutes  interval of earnest thought, she came to her sister again, and said with great good humour, ","Perhaps, Elinor, it _was_ rather ill-judged in me to go to Allenham; but Mr. Willoughby wanted particularly to show me the place; and it is a charming house, I assure you. There is one remarkably pretty sitting room up stairs; of a nice comfortable size for constant use, and with modern furniture it would be delightful. It is a corner room, and has windows on two sides. On one side you look across the bowling-green, behind the house, to a beautiful hanging wood, and on the other you have a view of the church and village, and, beyond them, of those fine bold hills that we have so often admired. I did not see it to advantage, for nothing could be more forlorn than the furniture, but if it were newly fitted up a couple of hundred pounds, Willoughby says, would make it one of the pleasantest summer-rooms in England.",Marianne,Elinor,NO MONOLOGUE,0,13,Anaphoric,she came to her sister again and said
358,358,359," said she, as she sat down to work, ","Our dear Willoughby is now some miles from Barton, Elinor, /newquote and with how heavy a heart does he travel?",Mrs. Dashwood,Elinor,NO MONOLOGUE,0,15,Anaphoric,said she
359,359,360,NO APPEND,"It is all very strange. So suddenly to be gone! It seems but the work of a moment. And last night he was with us so happy, so cheerful, so affectionate? And now, after only ten minutes notice Gone too without intending to return! Something more than what he owned to us must have happened. He did not speak, he did not behave like himself. _You_ must have seen the difference as well as I. What can it be? Can they have quarrelled? Why else should he have shown such unwillingness to accept your invitation here?",Elinor,Mrs. Dashwood,NO MONOLOGUE,0,15,Implicit,
360,360,361,NO APPEND,"It was not inclination that he wanted, Elinor; I could plainly see _that_. He had not the power of accepting it. I have thought it all over I assure you, and I can perfectly account for every thing that at first seemed strange to me as well as to you.",Mrs. Dashwood,Elinor,NO MONOLOGUE,0,15,Implicit,
361,361,362,NO APPEND,"Can you, indeed!",Elinor,Mrs. Dashwood,NO MONOLOGUE,0,15,Implicit,
