,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression
16,16,17,"Her nerves began to recover from the shock they had received. She placed the hat on the chair again by the fire.  /newquote  she began,  /newquote  and she stopped embarrassed.","I didn t know, sir, /newquote that ",Mrs. Hall,The Invisible Man,NO MONOLOGUE,0,1,Anaphoric,she began
17,17,18," he said drily, glancing from her to the door and then at her again.","Thank you,",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,1,Anaphoric,he said
18,18,19," she said, and carried his clothes out of the room. She glanced at his white-swathed head and blue goggles again as she was going out of the door; but his napkin was still in front of his face. She shivered a little as she closed the door behind her, and her face was eloquent of her surprise and perplexity.  /newquote  she whispered.  /newquote  She went quite softly to the kitchen, and was too preoccupied to ask Millie what she was messing about with _now_, when she got there.","I ll have them nicely dried, sir, at once, /newquote I _never_, /newquote There!",Mrs. Hall,The Invisible Man,NO MONOLOGUE,0,1,Anaphoric,she said
24,24,25," he said,  /newquote  and he asked her how he could have it sent. He bowed his bandaged head quite politely in acknowledgment of her explanation.  /newquote  he said.  /newquote  and seemed quite disappointed when she answered,  /newquote  Was she quite sure? No man with a trap who would go over?","I have some luggage, /newquote at Bramblehurst station, /newquote To-morrow? /newquote There is no speedier delivery? /newquote No.",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,1,Anaphoric,he said
25,25,26,"Mrs. Hall, nothing loath, answered his questions and developed a conversation.  /newquote  she said in answer to the question about a trap; and then, snatching at an opening, said, ","It s a steep road by the down, sir, /newquote It was there a carriage was upsettled, a year ago and more. A gentleman killed, besides his coachman. Accidents, sir, happen in a moment, don t they?",Mrs. Hall,The Invisible Man,NO MONOLOGUE,0,1,Anaphoric,she said in answer to the question about a trap and then snatching at an opening said
26,26,27,"But the visitor was not to be drawn so easily.  /newquote  he said through his muffler, eyeing her quietly through his impenetrable glasses.","They do,",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,1,Anaphoric,he said
27,27,28,NO APPEND,"But they take long enough to get well, don t they? ... There was my sister s son, Tom, jest cut his arm with a scythe, tumbled on it in the  ayfield, and, bless me! he was three months tied up sir. You d hardly believe it. It s regular given me a dread of a scythe, sir.",Mrs. Hall,The Invisible Man,NO MONOLOGUE,0,1,Implicit,
28,28,29, said the visitor.,"I can quite understand that,",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,1,Anaphoric,said the visitor
29,29,30,NO APPEND,"He was afraid, one time, that he d have to have an op ration he was that bad, sir.",Mrs. Hall,The Invisible Man,NO MONOLOGUE,0,1,Implicit,
30,30,31,"The visitor laughed abruptly, a bark of a laugh that he seemed to bite and kill in his mouth.  /newquote  he said.",_Was_ he?,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,1,Anaphoric,he said
31,31,32,NO APPEND,"He was, sir. And no laughing matter to them as had the doing for him, as I had my sister being took up with her little ones so much. There was bandages to do, sir, and bandages to undo. So that if I may make so bold as to say it, sir ",Mrs. Hall,The Invisible Man,NO MONOLOGUE,0,1,Implicit,
32,32,33," said the visitor, quite abruptly. ",Will you get me some matches? /newquote My pipe is out.,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,1,Anaphoric,said the visitor
34,34,35," he said concisely, as she put them down, and turned his shoulder upon her and stared out of the window again. It was altogether too discouraging. Evidently he was sensitive on the topic of operations and bandages. She did not  /newquote  however, after all. But his snubbing way had irritated her, and Millie had a hot time of it that afternoon.","Thanks, /newquote make so bold as to say,",Mrs. Hall,The Invisible Man,NO MONOLOGUE,0,1,Implicit,
38,38,39,"At four o clock, when it was fairly dark and Mrs. Hall was screwing up her courage to go in and ask her visitor if he would take some tea, Teddy Henfrey, the clock-jobber, came into the bar.  /newquote  said he,  /newquote  The snow outside was falling faster.","My sakes! Mrs. Hall, /newquote but this is terrible weather for thin boots!",Mr. Teddy Henfrey,Mrs. Hall,NO MONOLOGUE,0,2,Anaphoric,said he
39,39,40,"Mrs. Hall agreed, and then noticed he had his bag with him.  /newquote  said she, ","Now you re here, Mr. Teddy, /newquote I d be glad if you d give th  old clock in the parlour a bit of a look.  Tis going, and it strikes well and hearty; but the hour-hand won t do nuthin  but point at six.",Mrs. Hall,Mr. Teddy Henfrey,NO MONOLOGUE,0,2,Anaphoric,said she
42,42,43," she said, recovering from the momentary shock.","Would you mind, sir, this man a-coming to look at the clock, sir?",Mrs. Hall,The Invisible Man,NO MONOLOGUE,0,2,Anaphoric,she said
43,43,44," he said, staring round in a drowsy manner, and speaking over his hand, and then, getting more fully awake, ",Look at the clock? /newquote certainly.,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,2,Anaphoric,he said
60,60,61, said Mrs. Hall to herself.,"I thought as much,",Mrs. Hall,Mrs. Hall,NO MONOLOGUE,0,2,Explicit,said Mrs Hall to herself
65,65,66,He looked up as if to take aim with that introductory shot.  /newquote  he began.,The weather ,Mr. Teddy Henfrey,The Invisible Man,NO MONOLOGUE,0,2,Anaphoric,he began
66,66,67," said the rigid figure, evidently in a state of painfully suppressed rage. ",Why don t you finish and go? /newquote All you ve got to do is to fix the hour-hand on its axle. You re simply humbugging ,The Invisible Man,Mr. Teddy Henfrey,NO MONOLOGUE,0,2,Anaphoric,said the rigid figure
67,67,68, and Mr. Henfrey finished and went.,"Certainly, sir one minute more. I overlooked ",Mr. Teddy Henfrey,The Invisible Man,NO MONOLOGUE,0,2,Implicit,
68,68,69,"But he went feeling excessively annoyed.  /newquote  said Mr. Henfrey to himself, trudging down the village through the thawing snow; ","Damn it! /newquote a man must do a clock at times, surely.",Mr. Teddy Henfrey,Mr. Teddy Henfrey,NO MONOLOGUE,0,2,Explicit,said Mr Henfrey to himself
71,71,72,"At Gleeson s corner he saw Hall, who had recently married the stranger s hostess at the  /newquote  and who now drove the Iping conveyance, when occasional people required it, to Sidderbridge Junction, coming towards him on his return from that place. Hall had evidently been  /newquote  at Sidderbridge, to judge by his driving.  /newquote  he said, passing.","Coach and Horses, /newquote stopping a bit /newquote  Ow do, Teddy?",Mr. Teddy Henfrey,Mr. Hall,NO MONOLOGUE,0,2,Explicit,said Teddy
72,72,73, said Teddy.,You got a rum un up home!,Mr. Teddy Henfrey,Mr. Hall,NO MONOLOGUE,0,2,Explicit,said Teddy
73,73,74,Hall very sociably pulled up.  /newquote  he asked.,What s that?,Mr. Hall,Mr. Teddy Henfrey,NO MONOLOGUE,0,2,Anaphoric,he asked
74,74,75, said Teddy. ,"Rum-looking customer stopping at the  Coach and Horses,  /newquote My sakes!",Mr. Teddy Henfrey,Mr. Hall,NO MONOLOGUE,0,2,Explicit,said Teddy
75,75,76,And he proceeded to give Hall a vivid description of his grotesque guest.  /newquote  said Henfrey. ,"Looks a bit like a disguise, don t it? I d like to see a man s face if I had him stopping in _my_ place, /newquote But women are that trustful where strangers are concerned. He s took your rooms and he ain t even given a name, Hall.",Mr. Teddy Henfrey,Mr. Hall,NO MONOLOGUE,0,2,Explicit,said Henfrey
76,76,77," said Hall, who was a man of sluggish apprehension.",You don t say so!,Mr. Hall,Mr. Teddy Henfrey,NO MONOLOGUE,0,2,Explicit,said Hall
77,77,78, said Teddy. ,"Yes, /newquote By the week. Whatever he is, you can t get rid of him under the week. And he s got a lot of luggage coming to-morrow, so he says. Let s hope it won t be stones in boxes, Hall.",Mr. Teddy Henfrey,Mr. Hall,NO MONOLOGUE,0,2,Explicit,said Teddy
78,78,79,He told Hall how his aunt at Hastings had been swindled by a stranger with empty portmanteaux. Altogether he left Hall vaguely suspicious.  /newquote  said Hall. ,"Get up, old girl, /newquote I s pose I must see  bout this.",Mr. Hall,Mr. Teddy Henfrey,NO MONOLOGUE,0,2,Explicit,said Hall
80,80,81,"Instead of  /newquote  however, Hall on his return was severely rated by his wife on the length of time he had spent in Sidderbridge, and his mild inquiries were answered snappishly and in a manner not to the point. But the seed of suspicion Teddy had sown germinated in the mind of Mr. Hall in spite of these discouragements.  /newquote  said Mr. Hall, resolved to ascertain more about the personality of his guest at the earliest possible opportunity. And after the stranger had gone to bed, which he did about half-past nine, Mr. Hall went very aggressively into the parlour and looked very hard at his wife s furniture, just to show that the stranger wasn t master there, and scrutinised closely and a little contemptuously a sheet of mathematical computations the stranger had left. When retiring for the night he instructed Mrs. Hall to look very closely at the stranger s luggage when it came next day.","seeing  bout it, /newquote You wim  don t know everything,",Mr. Hall,Mrs. Hall,NO MONOLOGUE,0,2,Explicit,said Mr Hall
81,81,82," said Mrs. Hall, ","You mind your own business, Hall, /newquote and I ll mind mine.",Mrs. Hall,Mr. Hall,NO MONOLOGUE,0,2,Explicit,said Mrs Hall
88,88,89," said Fearenside, climbing off the waggon with his whip in his hand, while the dog watched him through the wheel.  /newquote  said Fearenside ","You brute, you! /newquote Come here, /newquote You d better.",Fearenside,Mr. Hall,NO MONOLOGUE,0,3,Explicit,said Fearenside
89,89,90,Hall had stood gaping.  /newquote  said Hall.  /newquote  and he trotted after the stranger. He met Mrs. Hall in the passage.  /newquote  he said ,"He wuz bit, /newquote I d better go and see to en, /newquote Carrier s darg, /newquote bit en.",Mr. Hall,Fearenside,NO MONOLOGUE,0,3,Explicit,said Hall
92,92,93,"A couple of minutes after, he rejoined the little group that had formed outside the  /newquote  There was Fearenside telling about it all over again for the second time; there was Mrs. Hall saying his dog didn t have no business to bite her guests; there was Huxter, the general dealer from over the road, interrogative; and Sandy Wadgers from the forge, judicial; besides women and children, all of them saying fatuities:  /newquote ;  /newquote ;  /newquote  and so forth.","Coach and Horses. /newquote Wouldn t let en bite _me_, I knows /newquote  Tasn t right _have_ such dargs /newquote Whad  _e_ bite  n for, then?",Mrs. Hall,Mr. Hall,NO MONOLOGUE,0,3,Explicit,said Mrs Hall
105,105,106, he said in the tone of abnormal exasperation that seemed so characteristic of him.,"I wish you wouldn t come in without knocking,",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,3,Anaphoric,he said
106,106,107,NO APPEND,"I knocked, but seemingly ",Mrs. Hall,The Invisible Man,NO MONOLOGUE,0,3,Implicit,
107,107,108,NO APPEND,"Perhaps you did. But in my investigations my really very urgent and necessary investigations the slightest disturbance, the jar of a door I must ask you ",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,3,Implicit,
108,108,109,NO APPEND,"Certainly, sir. You can turn the lock if you re like that, you know. Any time.",Mrs. Hall,The Invisible Man,NO MONOLOGUE,0,3,Implicit,
109,109,110, said the stranger.,"A very good idea,",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,3,Explicit,said the stranger
110,110,111,NO APPEND,"This stror, sir, if I might make so bold as to remark ",Mrs. Hall,The Invisible Man,NO MONOLOGUE,0,3,Implicit,
111,111,112, And he mumbled at her words suspiciously like curses.,Don t. If the straw makes trouble put it down in the bill.,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,3,Implicit,
112,112,113,"He was so odd, standing there, so aggressive and explosive, bottle in one hand and test-tube in the other, that Mrs. Hall was quite alarmed. But she was a resolute woman. ","In which case, I should like to know, sir, what you consider ",Mrs. Hall,The Invisible Man,NO MONOLOGUE,0,3,Implicit,
113,113,114,NO APPEND,A shilling put down a shilling. Surely a shilling s enough?,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,3,Implicit,
114,114,115," said Mrs. Hall, taking up the table-cloth and beginning to spread it over the table. ","So be it, /newquote If you re satisfied, of course ",Mrs. Hall,The Invisible Man,NO MONOLOGUE,0,3,Explicit,said Mrs Hall
116,116,117,"All the afternoon he worked with the door locked and, as Mrs. Hall testifies, for the most part in silence. But once there was a concussion and a sound of bottles ringing together as though the table had been hit, and the smash of a bottle flung violently down, and then a rapid pacing athwart the room. Fearing  /newquote  she went to the door and listened, not caring to knock.","something was the matter,",The Invisible Man,Kemp,NO MONOLOGUE,0,3,Implicit,
120,120,121, snapped her visitor.  /newquote  and he went on ticking a list in the exercise book before him.,"Put it down in the bill, /newquote For God s sake don t worry me. If there s damage done, put it down in the bill,",The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,3,Anaphoric,snapped her visitor
121,121,122," said Fearenside, mysteriously. It was late in the afternoon, and they were in the little beer-shop of Iping Hanger.","I ll tell you something,",Fearenside,Mr. Teddy Henfrey,NO MONOLOGUE,0,3,Explicit,said Fearenside
122,122,123, said Teddy Henfrey.,Well?,Mr. Teddy Henfrey,Fearenside,NO MONOLOGUE,0,3,Explicit,said Teddy Henfrey
123,123,124,NO APPEND,"This chap you re speaking of, what my dog bit. Well he s black. Leastways, his legs are. I seed through the tear of his trousers and the tear of his glove. You d have expected a sort of pinky to show, wouldn t you? Well there wasn t none. Just blackness. I tell you, he s as black as my hat.",Fearenside,Mr. Teddy Henfrey,NO MONOLOGUE,0,3,Implicit,
124,124,125, said Henfrey. ,"My sakes! /newquote It s a rummy case altogether. Why, his nose is as pink as paint!",Mr. Teddy Henfrey,Fearenside,NO MONOLOGUE,0,3,Explicit,said Henfrey
125,125,126, said Fearenside. ,"That s true, /newquote I knows that. And I tell  ee what I m thinking. That marn s a piebald, Teddy. Black here and white there in patches. And he s ashamed of it. He s a kind of half-breed, and the colour s come off patchy instead of mixing. I ve heard of such things before. And it s the common way with horses, as any one can see.",Fearenside,Mr. Teddy Henfrey,NO MONOLOGUE,0,3,Explicit,said Fearenside
127,127,128,"I have told the circumstances of the stranger s arrival in Iping with a certain fulness of detail, in order that the curious impression he created may be understood by the reader. But excepting two odd incidents, the circumstances of his stay until the extraordinary day of the club festival may be passed over very cursorily. There were a number of skirmishes with Mrs. Hall on matters of domestic discipline, but in every case until late April, when the first signs of penury began, he over-rode her by the easy expedient of an extra payment. Hall did not like him, and whenever he dared he talked of the advisability of getting rid of him; but he showed his dislike chiefly by concealing it ostentatiously, and avoiding his visitor as much as possible.  /newquote  said Mrs. Hall sagely, ","Wait till the summer, /newquote when the artisks are beginning to come. Then we ll see. He may be a bit overbearing, but bills settled punctual is bills settled punctual, whatever you d like to say.",Mrs. Hall,Mr. Hall,NO MONOLOGUE,0,4,Explicit,said Mrs Hall
129,129,130,"He rarely went abroad by daylight, but at twilight he would go out muffled up invisibly, whether the weather were cold or not, and he chose the loneliest paths and those most overshadowed by trees and banks. His goggling spectacles and ghastly bandaged face under the penthouse of his hat, came with a disagreeable suddenness out of the darkness upon one or two home-going labourers, and Teddy Henfrey, tumbling out of the  /newquote  one night, at half-past nine, was scared shamefully by the stranger s skull-like head (he was walking hat in hand) lit by the sudden light of the opened inn door. Such children as saw him at nightfall dreamt of bogies, and it seemed doubtful whether he disliked boys more than they disliked him, or the reverse; but there was certainly a vivid enough dislike on either side.",Scarlet Coat,The Invisible Man,Mrs. Hall,NO MONOLOGUE,0,4,Anaphoric,he cried
138,138,139,"Cuss went straight up the village to Bunting the vicar.  /newquote  Cuss began abruptly, as he entered the shabby little study. ",Am I mad? /newquote Do I look like an insane person?,Cuss,Bunting,NO MONOLOGUE,0,4,Explicit,Cuss began
139,139,140," said the vicar, putting the ammonite on the loose sheets of his forth-coming sermon.",What s happened?,Bunting,Cuss,NO MONOLOGUE,0,4,Anaphoric,said the vicar
140,140,141,NO APPEND,That chap at the inn ,Cuss,Bunting,NO MONOLOGUE,0,4,Implicit,
141,141,142,NO APPEND,Well?,Mr. Teddy Henfrey,Fearenside,NO MONOLOGUE,0,4,Explicit,said Teddy Henfrey
142,142,143," said Cuss, and he sat down.","Give me something to drink,",Cuss,Bunting,NO MONOLOGUE,0,4,Explicit,said Cuss
143,143,144,"When his nerves had been steadied by a glass of cheap sherry the only drink the good vicar had available he told him of the interview he had just had.  /newquote  he gasped, ","Went in, /newquote and began to demand a subscription for that Nurse Fund. He d stuck his hands in his pockets as I came in, and he sat down lumpily in his chair. Sniffed. I told him I d heard he took an interest in scientific things. He said yes. Sniffed again. Kept on sniffing all the time; evidently recently caught an infernal cold. No wonder, wrapped up like that! I developed the nurse idea, and all the while kept my eyes open. Bottles chemicals everywhere. Balance, test-tubes in stands, and a smell of evening primrose. Would he subscribe? Said he d consider it. Asked him, point-blank, was he researching. Said he was. A long research? Got quite cross.  A damnable long research,  said he, blowing the cork out, so to speak.  Oh,  said I. And out came the grievance. The man was just on the boil, and my question boiled him over. He had been given a prescription, most valuable prescription what for he wouldn t say. Was it medical?  Damn you! What are you fishing after?  I apologised. Dignified sniff and cough. He resumed. He d read it. Five ingredients. Put it down; turned his head. Draught of air from window lifted the paper. Swish, rustle. He was working in a room with an open fireplace, he said. Saw a flicker, and there was the prescription burning and lifting chimneyward. Rushed towards it just as it whisked up the chimney. So! Just at that point, to illustrate his story, out came his arm.",Cuss,Bunting,NO MONOLOGUE,0,4,Anaphoric,he gasped
144,144,145,NO APPEND,Well?,Mr. Teddy Henfrey,Fearenside,NO MONOLOGUE,0,4,Explicit,said Teddy Henfrey
145,145,146,NO APPEND,"No hand just an empty sleeve. Lord! I thought, _that s_ a deformity! Got a cork arm, I suppose, and has taken it off. Then, I thought, there s something odd in that. What the devil keeps that sleeve up and open, if there s nothing in it? There was nothing in it, I tell you. Nothing down it, right down to the joint. I could see right down it to the elbow, and there was a glimmer of light shining through a tear of the cloth.  Good God!  I said. Then he stopped. Stared at me with those black goggles of his, and then at his sleeve.",Cuss,Bunting,NO MONOLOGUE,0,4,Implicit,
146,146,147,NO APPEND,Well?,Mr. Teddy Henfrey,Fearenside,NO MONOLOGUE,0,4,Explicit,said Teddy Henfrey
147,147,148,NO APPEND,"That s all. He never said a word; just glared, and put his sleeve back in his pocket quickly.  I was saying,  said he,  that there was the prescription burning, wasn t I?  Interrogative cough.  How the devil,  said I,  can you move an empty sleeve like that?   Empty sleeve?   Yes,  said I,  an empty sleeve. ",Cuss,Bunting,NO MONOLOGUE,0,4,Implicit,
148,148,149,NO APPEND," It s an empty sleeve, is it? You saw it was an empty sleeve?  He stood up right away. I stood up too. He came towards me in three very slow steps, and stood quite close. Sniffed venomously. I didn t flinch, though I m hanged if that bandaged knob of his, and those blinkers, aren t enough to unnerve any one, coming quietly up to you.",Cuss,Bunting,NO MONOLOGUE,0,4,Implicit,
149,149,150,NO APPEND," You said it was an empty sleeve?  he said.  Certainly,  I said. At staring and saying nothing a barefaced man, unspectacled, starts scratch. Then very quietly he pulled his sleeve out of his pocket again, and raised his arm towards me as though he would show it to me again. He did it very, very slowly. I looked at it. Seemed an age.  Well?  said I, clearing my throat,  there s nothing in it. ",Cuss,Bunting,NO MONOLOGUE,0,4,Implicit,
150,150,151,NO APPEND,"Had to say something. I was beginning to feel frightened. I could see right down it. He extended it straight towards me, slowly, slowly just like that until the cuff was six inches from my face. Queer thing to see an empty sleeve come at you like that! And then ",Cuss,Bunting,NO MONOLOGUE,0,4,Implicit,
151,151,152,NO APPEND,Well?,Mr. Teddy Henfrey,Fearenside,NO MONOLOGUE,0,4,Explicit,said Teddy Henfrey
152,152,153,NO APPEND,Something exactly like a finger and thumb it felt nipped my nose.,Cuss,Bunting,NO MONOLOGUE,0,4,Implicit,
154,154,155," said Cuss, his voice running up into a shriek at the  /newquote  ","There wasn t anything there! /newquote there. /newquote It s all very well for you to laugh, but I tell you I was so startled, I hit his cuff hard, and turned around, and cut out of the room I left him ",Cuss,Bunting,NO MONOLOGUE,0,4,Explicit,said Cuss
155,155,156,"Cuss stopped. There was no mistaking the sincerity of his panic. He turned round in a helpless way and took a second glass of the excellent vicar s very inferior sherry.  /newquote  said Cuss, ","When I hit his cuff, /newquote I tell you, it felt exactly like hitting an arm. And there wasn t an arm! There wasn t the ghost of an arm!",Cuss,Bunting,NO MONOLOGUE,0,4,Explicit,said Cuss
156,156,157,"Mr. Bunting thought it over. He looked suspiciously at Cuss.  /newquote  he said. He looked very wise and grave indeed.  /newquote  said Mr. Bunting with judicial emphasis, ","It s a most remarkable story, /newquote It s really, /newquote a most remarkable story.",Bunting,Cuss,NO MONOLOGUE,0,4,Explicit,said Mr Bunting
161,161,162,"They heard the chink of money, and realised that the robber had found the housekeeping reserve of gold two pounds ten in half sovereigns altogether. At that sound Mr. Bunting was nerved to abrupt action. Gripping the poker firmly, he rushed into the room, closely followed by Mrs. Bunting.  /newquote  cried Mr. Bunting, fiercely, and then stooped amazed. Apparently the room was perfectly empty.",Surrender!,Bunting,Mrs. Bunting,NO MONOLOGUE,0,5,Explicit,cried Mr Bunting
163,163,164, said Mr. Bunting.,I could have sworn ,Bunting,Mrs. Bunting,NO MONOLOGUE,0,5,Explicit,said Mr Bunting
164,164,165, said Mr. Bunting. ,The candle! /newquote Who lit the candle?,Bunting,Mrs. Bunting,NO MONOLOGUE,0,5,Explicit,said Mr Bunting
165,165,166, said Mrs. Bunting. ,The drawer! /newquote And the money s gone!,Mrs. Bunting,Bunting,NO MONOLOGUE,0,5,Explicit,said Mrs Bunting
167,167,168,NO APPEND,Of all the strange occurrences ,Mrs. Bunting,Bunting,NO MONOLOGUE,0,5,Implicit,
168,168,169,"There was a violent sneeze in the passage. They rushed out, and as they did so the kitchen door slammed.  /newquote  said Mr. Bunting, and led the way. They both heard a sound of bolts being hastily shot back.","Bring the candle,",Bunting,Mrs. Bunting,NO MONOLOGUE,0,5,Explicit,said Mr Bunting
177,177,178,"As Hall stood there he heard his wife s voice coming out of the depth of the cellar, with that rapid telescoping of the syllables and interrogative cocking up of the final words to a high note, by which the West Sussex villager is wont to indicate a brisk impatience. ",George! You gart whad a wand?,Mrs. Hall,Mr. Hall,NO MONOLOGUE,0,6,Implicit,
178,178,179,"At that he turned and hurried down to her.  /newquote  he said, over the rail of the cellar steps, ","Janny, /newquote  tas the truth what Henfrey sez.  E s not in uz room,  e en t. And the front door s onbolted.",Mr. Hall,Mrs. Hall,NO MONOLOGUE,0,6,Anaphoric,he said
179,179,180,"At first Mrs. Hall did not understand, and as soon as she did she resolved to see the empty room for herself. Hall, still holding the bottle, went first.  /newquote  he said, ","If  e en t there, /newquote  is close are. And what s  e doin   ithout  is close, then?  Tas a most curious business.",Mr. Hall,Mrs. Hall,NO MONOLOGUE,0,6,Anaphoric,he said
180,180,181,"As they came up the cellar steps they both, it was afterwards ascertained, fancied they heard the front door open and shut, but seeing it closed and nothing there, neither said a word to the other about it at the time. Mrs. Hall passed her husband in the passage and ran on first upstairs. Someone sneezed on the staircase. Hall, following six steps behind, thought that he heard her sneeze. She, going on first, was under the impression that Hall was sneezing. She flung open the door and stood regarding the room.  /newquote  she said.",Of all the curious!,Mrs. Hall,Mr. Hall,NO MONOLOGUE,0,6,Anaphoric,she said
182,182,183, she said. ,"Cold, /newquote He s been up this hour or more.",Mrs. Hall,Mr. Hall,NO MONOLOGUE,0,6,Anaphoric,she said
185,185,186, said Mrs. Hall. ," Tas sperits, /newquote I know  tas sperits. I ve read in papers of en. Tables and chairs leaping and dancing...",Mrs. Hall,Mr. Hall,NO MONOLOGUE,0,6,Explicit,said Mrs Hall
186,186,187, said Hall. ,"Take a drop more, Janny, /newquote  Twill steady ye.",Mr. Hall,Mrs. Hall,NO MONOLOGUE,0,6,Explicit,said Hall
187,187,188, said Mrs. Hall. ,"Lock him out, /newquote Don t let him come in again. I half guessed I might ha  known. With them goggling eyes and bandaged head, and never going to church of a Sunday. And all they bottles more n it s right for any one to have. He s put the sperits into the furniture.... My good old furniture!  Twas in that very chair my poor dear mother used to sit when I was a little girl. To think it should rise up against me now!",Mrs. Hall,Mr. Hall,NO MONOLOGUE,0,6,Explicit,said Mrs Hall
188,188,189, said Hall. ,"Just a drop more, Janny, /newquote Your nerves is all upset.",Mr. Hall,Mrs. Hall,NO MONOLOGUE,0,6,Explicit,said Hall
198,198,199,"The stranger went into the little parlour of the  /newquote  about half-past five in the morning, and there he remained until near midday, the blinds down, the door shut, and none, after Hall s repulse, venturing near him.",Coach and Horses,Mr. Teddy Henfrey,Mr. Hall,NO MONOLOGUE,0,7,Explicit,said Teddy
