,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression
30,30,30,NO APPEND,"But I hope you will get over it, and live to see many young men of four thousand a year come into the neighbourhood.",Mr. Bennet,Mrs. Bennet,NO MONOLOGUE,0,1,Implicit,
31,31,31,NO APPEND,"It will be no use to us, if twenty such should come since you will not visit them.",Mrs. Bennet,Mr. Bennet,NO MONOLOGUE,0,1,Implicit,
32,32,32,NO APPEND,"Depend upon it, my dear, that when there are twenty, I will visit them all.",Mr. Bennet,Mrs. Bennet,NO MONOLOGUE,0,1,Implicit,
63,63,63," said Mrs. Bennet to her husband, ","If I can but see one of my daughters happily settled at Netherfield, /newquote and all the others equally well married, I shall have nothing to wish for.",Mrs. Bennet,Mr. Bennet,NO MONOLOGUE,0,3,Explicit,said Mrs Bennet to her husband
69,69,69," said he, ","Come, Darcy, /newquote I must have you dance. I hate to see you standing about by yourself in this stupid manner. You had much better dance.",Mr. Bingley,Mr. Darcy,NO MONOLOGUE,0,3,Anaphoric,said he
70,70,70,NO APPEND,"I certainly shall not. You know how I detest it, unless I am particularly acquainted with my partner. At such an assembly as this, it would be insupportable. Your sisters are engaged, and there is not another woman in the room, whom it would not be a punishment to me to stand up with.",Mr. Darcy,Mr. Bingley,NO MONOLOGUE,0,3,Implicit,
71,71,71," cried Bingley, ","I would not be so fastidious as you are, /newquote for a kingdom! Upon my honour, I never met with so many pleasant girls in my life, as I have this evening; and there are several of them you see uncommonly pretty.",Mr. Bingley,Mr. Darcy,NO MONOLOGUE,0,3,Explicit,cried Bingley
72,72,72," said Mr. Darcy, looking at the eldest Miss Bennet.","_You_ are dancing with the only handsome girl in the room,",Mr. Darcy,Mr. Bingley,NO MONOLOGUE,0,3,Explicit,said Mr Darcy
73,73,73,NO APPEND,"Oh! she is the most beautiful creature I ever beheld! But there is one of her sisters sitting down just behind you, who is very pretty, and I dare say, very agreeable. Do let me ask my partner to introduce you.",Mr. Bingley,Mr. Darcy,NO MONOLOGUE,0,3,Implicit,
74,74,74," and turning round, he looked for a moment at Elizabeth, till catching her eye, he withdrew his own and coldly said, ","Which do you mean? /newquote She is tolerable; but not handsome enough to tempt _me_; and I am in no humour at present to give consequence to young ladies who are slighted by other men. You had better return to your partner and enjoy her smiles, for you are wasting your time with me.",Mr. Darcy,Mr. Bingley,NO MONOLOGUE,0,3,Anaphoric,he withdrew his own and coldly said
77,77,77," as she entered the room, ","Oh! my dear Mr. Bennet, /newquote we have had a most delightful evening, a most excellent ball. I wish you had been there. Jane was so admired, nothing could be like it. Every body said how well she looked; and Mr. Bingley thought her quite beautiful, and danced with her twice. Only think of _that_ my dear; he actually danced with her twice; and she was the only creature in the room that he asked a second time. First of all, he asked Miss Lucas. I was so vexed to see him stand up with her; but, however, he did not admire her at all: indeed, nobody can, you know; and he seemed quite struck with Jane as she was going down the dance. So, he enquired who she was, and got introduced, and asked her for the two next. Then, the two third he danced with Miss King, and the two fourth with Maria Lucas, and the two fifth with Jane again, and the two sixth with Lizzy, and the Boulanger----",Mrs. Bennet,Mr. Bennet,NO MONOLOGUE,0,3,Implicit,
78,78,78," cried her husband impatiently, ","If he had had any compassion for _me_, /newquote he would not have danced half so much! For God's sake, say no more of his partners. Oh! that he had sprained his ancle in the first dance!",Mr. Bennet,Mrs. Bennet,NO MONOLOGUE,0,3,Anaphoric,cried her husband
79,79,79," continued Mrs. Bennet, ","Oh! my dear, /newquote I am quite delighted with him. He is so excessively handsome! and his sisters are charming women. I never in my life saw any thing more elegant than their dresses. I dare say the lace upon Mrs. Hurst's gown----",Mrs. Bennet,Mr. Bennet,NO MONOLOGUE,0,3,Explicit,continued Mrs Bennet
81,81,81," she added, ","But I can assure you, /newquote that Lizzy does not lose much by not suiting _his_ fancy; for he is a most disagreeable, horrid man, not at all worth pleasing. So high and so conceited that there was no enduring him! He walked here, and he walked there, fancying himself so very great! Not handsome enough to dance with! I wish you had been there, my dear, to have given him one of your set downs. I quite detest the man.",Mrs. Bennet,Mr. Bennet,NO MONOLOGUE,0,3,Anaphoric,she added
83,83,83," said she, ","He is just what a young man ought to be, /newquote sensible, good humoured, lively; and I never saw such happy manners!--so much ease, with such perfect good breeding!",Jane,Elizabeth,NO MONOLOGUE,0,4,Anaphoric,said she
84,84,84," replied Elizabeth, ","He is also handsome, /newquote which a young man ought likewise to be, if he possibly can. His character is thereby complete.",Elizabeth,Jane,NO MONOLOGUE,0,4,Explicit,replied Elizabeth
85,85,85,NO APPEND,I was very much flattered by his asking me to dance a second time. I did not expect such a compliment.,Jane,Elizabeth,NO MONOLOGUE,0,4,Implicit,
86,86,86,NO APPEND,"Did not you? _I_ did for you. But that is one great difference between us. Compliments always take _you_ by surprise, and _me_ never. What could be more natural than his asking you again? He could not help seeing that you were about five times as pretty as every other woman in the room. No thanks to his gallantry for that. Well, he certainly is very agreeable, and I give you leave to like him. You have liked many a stupider person.",Elizabeth,Jane,NO MONOLOGUE,0,4,Implicit,
87,87,87,NO APPEND,Dear Lizzy!,Jane,Elizabeth,NO MONOLOGUE,0,4,Implicit,
88,88,88,NO APPEND,"Oh! you are a great deal too apt you know, to like people in general. You never see a fault in any body. All the world are good and agreeable in your eyes. I never heard you speak ill of a human being in my life.",Elizabeth,Jane,NO MONOLOGUE,0,4,Implicit,
89,89,89,NO APPEND,I would wish not to be hasty in censuring any one; but I always speak what I think.,Jane,Elizabeth,NO MONOLOGUE,0,4,Implicit,
90,90,90,NO APPEND,"I know you do; and it is _that_ which makes the wonder. With _your_ good sense, to be so honestly blind to the follies and nonsense of others! Affectation of candour is common enough;--one meets it every where. But to be candid without ostentation or design--to take the good of every body's character and make it still better, and say nothing of the bad--belongs to you alone. And so, you like this man's sisters too, do you? Their manners are not equal to his.",Elizabeth,Jane,NO MONOLOGUE,0,4,Implicit,
91,91,91,NO APPEND,Certainly not; at first. But they are very pleasing women when you converse with them. Miss Bingley is to live with her brother and keep his house; and I am much mistaken if we shall not find a very charming neighbour in her.,Jane,Elizabeth,NO MONOLOGUE,0,4,Implicit,
122,122,122," replied Charlotte, ","It may perhaps be pleasant, /newquote to be able to impose on the public in such a case; but it is sometimes a disadvantage to be so very guarded. If a woman conceals her affection with the same skill from the object of it, she may lose the opportunity of fixing him; and it will then be but poor consolation to believe the world equally in the dark. There is so much of gratitude or vanity in almost every attachment, that it is not safe to leave any to itself. We can all _begin_ freely--a slight preference is natural enough; but there are very few of us who have heart enough to be really in love without encouragement. In nine cases out of ten, a woman had better shew _more_ affection than she feels. Bingley likes your sister undoubtedly; but he may never do more than like her, if she does not help him on.",Charlotte Lucas,Elizabeth,NO MONOLOGUE,0,6,Explicit,replied Charlotte
123,123,123,NO APPEND,"But she does help him on, as much as her nature will allow. If _I_ can perceive her regard for him, he must be a simpleton indeed not to discover it too.",Elizabeth,Charlotte Lucas,NO MONOLOGUE,0,6,Implicit,
124,124,124,NO APPEND,"Remember, Eliza, that he does not know Jane's disposition as you do.",Charlotte Lucas,Elizabeth,NO MONOLOGUE,0,6,Implicit,
125,125,125,NO APPEND,"But if a woman is partial to a man, and does not endeavour to conceal it, he must find it out.",Elizabeth,Charlotte Lucas,NO MONOLOGUE,0,6,Implicit,
126,126,126,NO APPEND,"Perhaps he must, if he sees enough of her. But though Bingley and Jane meet tolerably often, it is never for many hours together; and as they always see each other in large mixed parties, it is impossible that every moment should be employed in conversing together. Jane should therefore make the most of every half hour in which she can command his attention. When she is secure of him, there will be leisure for falling in love as much as she chuses.",Charlotte Lucas,Elizabeth,NO MONOLOGUE,0,6,Implicit,
127,127,127," replied Elizabeth, ","Your plan is a good one, /newquote where nothing is in question but the desire of being well married; and if I were determined to get a rich husband, or any husband, I dare say I should adopt it. But these are not Jane's feelings; she is not acting by design. As yet, she cannot even be certain of the degree of her own regard, nor of its reasonableness. She has known him only a fortnight. She danced four dances with him at Meryton; she saw him one morning at his own house, and has since dined in company with him four times. This is not quite enough to make her understand his character.",Elizabeth,Charlotte Lucas,NO MONOLOGUE,0,6,Explicit,replied Elizabeth
128,128,128,NO APPEND,"Not as you represent it. Had she merely _dined_ with him, she might only have discovered whether he had a good appetite; but you must remember that four evenings have been also spent together--and four evenings may do a great deal.",Charlotte Lucas,Elizabeth,NO MONOLOGUE,0,6,Implicit,
129,129,129,NO APPEND,"Yes; these four evenings have enabled them to ascertain that they both like Vingt-un better than Commerce; but with respect to any other leading characteristic, I do not imagine that much has been unfolded.",Elizabeth,Charlotte Lucas,NO MONOLOGUE,0,6,Implicit,
130,130,130," said Charlotte, ","Well, /newquote I wish Jane success with all my heart; and if she were married to him to-morrow, I should think she had as good a chance of happiness, as if she were to be studying his character for a twelvemonth. Happiness in marriage is entirely a matter of chance. If the dispositions of the parties are ever so well known to each other, or ever so similar before-hand, it does not advance their felicity in the least. They always continue to grow sufficiently unlike afterwards to have their share of vexation; and it is better to know as little as possible of the defects of the person with whom you are to pass your life.",Charlotte Lucas,Elizabeth,NO MONOLOGUE,0,6,Explicit,said Charlotte
131,131,131,NO APPEND,"You make me laugh, Charlotte; but it is not sound. You know it is not sound, and that you would never act in this way yourself.",Elizabeth,Charlotte Lucas,NO MONOLOGUE,0,6,Implicit,
134,134,134," said she to Charlotte, ","What does Mr. Darcy mean, /newquote by listening to my conversation with Colonel Forster?",Elizabeth,Charlotte Lucas,NO MONOLOGUE,0,6,Anaphoric,said she to Charlotte
135,135,135,NO APPEND,That is a question which Mr. Darcy only can answer.,Charlotte Lucas,Elizabeth,NO MONOLOGUE,0,6,Implicit,
136,136,136,NO APPEND,"But if he does it any more I shall certainly let him know that I see what he is about. He has a very satirical eye, and if I do not begin by being impertinent myself, I shall soon grow afraid of him.",Elizabeth,Charlotte Lucas,NO MONOLOGUE,0,6,Implicit,
146,146,146,NO APPEND,"What a charming amusement for young people this is, Mr. Darcy!--There is nothing like dancing after all.--I consider it as one of the first refinements of polished societies.",Sir William Lucas,Mr. Darcy,NO MONOLOGUE,0,6,Explicit,Sir William thus began
147,147,147,NO APPEND,"Certainly, Sir;--and it has the advantage also of being in vogue amongst the less polished societies of the world.--Every savage can dance.",Mr. Darcy,Sir William Lucas,NO MONOLOGUE,0,6,Implicit,
148,148,148,"Sir William only smiled.  /newquote  he continued after a pause, on seeing Bingley join the group;--","Your friend performs delightfully; /newquote and I doubt not that you are an adept in the science yourself, Mr. Darcy.",Sir William Lucas,Mr. Darcy,NO MONOLOGUE,0,6,Anaphoric,he continued
149,149,149,NO APPEND,"You saw me dance at Meryton, I believe, Sir.",Mr. Darcy,Sir William Lucas,NO MONOLOGUE,0,6,Implicit,
150,150,150,NO APPEND,"Yes, indeed, and received no inconsiderable pleasure from the sight. Do you often dance at St. James's?",Sir William Lucas,Mr. Darcy,NO MONOLOGUE,0,6,Implicit,
151,151,151,NO APPEND,"Never, sir.",Mr. Darcy,Sir William Lucas,NO MONOLOGUE,0,6,Implicit,
152,152,152,NO APPEND,Do you not think it would be a proper compliment to the place?,Sir William Lucas,Mr. Darcy,NO MONOLOGUE,0,6,Implicit,
153,153,153,NO APPEND,It is a compliment which I never pay to any place if I can avoid it.,Mr. Darcy,Sir William Lucas,NO MONOLOGUE,0,6,Implicit,
154,154,154,NO APPEND,"You have a house in town, I conclude?",Sir William Lucas,Mr. Darcy,NO MONOLOGUE,0,6,Implicit,
156,156,156,NO APPEND,I had once some thoughts of fixing in town myself--for I am fond of superior society; but I did not feel quite certain that the air of London would agree with Lady Lucas.,Sir William Lucas,Mr. Darcy,NO MONOLOGUE,0,6,Implicit,
165,165,165,NO APPEND,I can guess the subject of your reverie.,Miss Bingley,Mr. Darcy,NO MONOLOGUE,0,6,Explicit,thus accosted by Miss Bingley
166,166,166,NO APPEND,I should imagine not.,Mr. Darcy,Miss Bingley,NO MONOLOGUE,0,6,Implicit,
167,167,167,NO APPEND,You are considering how insupportable it would be to pass many evenings in this manner--in such society; and indeed I am quite of your opinion. I was never more annoyed! The insipidity and yet the noise; the nothingness and yet the self-importance of all these people!--What would I give to hear your strictures on them!,Miss Bingley,Mr. Darcy,NO MONOLOGUE,0,6,Implicit,
168,168,168,NO APPEND,"Your conjecture is totally wrong, I assure you. My mind was more agreeably engaged. I have been meditating on the very great pleasure which a pair of fine eyes in the face of a pretty woman can bestow.",Mr. Darcy,Miss Bingley,NO MONOLOGUE,0,6,Implicit,
170,170,170,NO APPEND,Miss Elizabeth Bennet.,Mr. Darcy,Miss Bingley,NO MONOLOGUE,0,6,Explicit,Mr Darcy replied
171,171,171, repeated Miss Bingley. ,Miss Elizabeth Bennet! /newquote I am all astonishment. How long has she been such a favourite?--and pray when am I to wish you joy?,Miss Bingley,Mr. Darcy,NO MONOLOGUE,0,6,Explicit,repeated Miss Bingley
172,172,172,NO APPEND,"That is exactly the question which I expected you to ask. A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony in a moment. I knew you would be wishing me joy.",Mr. Darcy,Miss Bingley,NO MONOLOGUE,0,6,Implicit,
173,173,173,NO APPEND,"Nay, if you are so serious about it, I shall consider the matter as absolutely settled. You will have a charming mother-in-law, indeed, and of course she will be always at Pemberley with you.",Miss Bingley,Mr. Darcy,NO MONOLOGUE,0,6,Implicit,
191,191,191,     ,"My dear Friend,",Mrs. Bennet,Mr. Bennet,NO MONOLOGUE,0,7,Anaphoric,said his lady to him
192,192,192,     ,"If you are not so compassionate as to dine to-day with Louisa and      me, we shall be in danger of hating each other for the rest of our      lives, for a whole day's t?te-?-t?te between two women can never      end without a quarrel. Come as soon as you can on the receipt of      this. My brother and the gentlemen are to dine with the officers.      Yours ever,",Mr. Collins,Elizabeth,NO MONOLOGUE,0,7,Anaphoric,he continued
193,193,193,     ,CAROLINE BINGLEY.,Mrs. Bennet,Mr. Bennet,NO MONOLOGUE,0,7,Anaphoric,said his lady to him
206,206,206,     ,"My dearest Lizzy,",Jane,Elizabeth,NO MONOLOGUE,0,7,Implicit,
207,207,207,     ,"I FIND myself very unwell this morning, which, I suppose, is to be      imputed to my getting wet through yesterday. My kind friends will      not hear of my returning home till I am better. They insist also on      my seeing Mr. Jones--therefore do not be alarmed if you should hear      of his having been to me--and excepting a sore-throat and head-ache      there is not much the matter with me.",Mr. Collins,Elizabeth,NO MONOLOGUE,0,7,Anaphoric,he continued
208,208,208,     ,"Yours, &c.",Mrs. Bennet,Mr. Bennet,NO MONOLOGUE,0,7,Anaphoric,said his lady to him
217,217,217," said Catherine and Lydia.--Elizabeth accepted their company, and the three young ladies set off together.","We will go as far as Meryton with you,",Elizabeth,Jane,NO MONOLOGUE,0,7,Implicit,
235,235,235," observed Miss Bingley, in a half whisper, ","I am afraid, Mr. Darcy, /newquote that this adventure has rather affected your admiration of her fine eyes.",Miss Bingley,Mr. Darcy,NO MONOLOGUE,0,8,Explicit,observed Miss Bingley
305,305,305," looking at Darcy, ","Aye--that is because you have the right disposition. But that gentleman, /newquote seemed to think the country was nothing at all.",Mr. Collins,Elizabeth,NO MONOLOGUE,0,9,Anaphoric,he continued
369,369,369,NO APPEND,"Do not you feel a great inclination, Miss Bennet, to seize such an opportunity of dancing a reel?",Mr. Darcy,Elizabeth,NO MONOLOGUE,0,10,Explicit,Mr Darcy drawing near Elizabeth said to her
371,371,371," said she, ","Oh! /newquote I heard you before; but I could not immediately determine what to say in reply. You wanted me, I know, to say 'Yes,' that you might have the pleasure of despising my taste; but I always delight in overthrowing those kind of schemes, and cheating a person of their premeditated contempt. I have therefore made up my mind to tell you, that I do not want to dance a reel at all--and now despise me if you dare.",Elizabeth,Mr. Darcy,NO MONOLOGUE,0,10,Anaphoric,said she
372,372,372,NO APPEND,Indeed I do not dare.,Mr. Darcy,Elizabeth,NO MONOLOGUE,0,10,Implicit,
376,376,376," said she, as they were walking together in the shrubbery the next day, ","I hope, /newquote you will give your mother-in-law a few hints, when this desirable event takes place, as to the advantage of holding her tongue; and if you can compass it, do cure the younger girls of running after the officers.--And, if I may mention so delicate a subject, endeavour to check that little something, bordering on conceit and impertinence, which your lady possesses.",Miss Bingley,Mr. Darcy,NO MONOLOGUE,0,10,Anaphoric,said she
377,377,377,NO APPEND,Have you any thing else to propose for my domestic felicity?,Mr. Darcy,Miss Bingley,NO MONOLOGUE,0,10,Implicit,
379,379,379,NO APPEND,"It would not be easy, indeed, to catch their expression, but their colour and shape, and the eye-lashes, so remarkably fine, might be copied.",Mr. Darcy,Miss Bingley,NO MONOLOGUE,0,10,Implicit,
400,400,400, was her answer; ,"Not at all, /newquote but depend upon it, he means to be severe on us, and our surest way of disappointing him, will be to ask nothing about it.",Elizabeth,Miss Bingley,NO MONOLOGUE,0,11,Anaphoric,was her answer
478,478,478,"His plan did not vary on seeing them.--Miss Bennet's lovely face confirmed his views, and established all his strictest notions of what was due to seniority; and for the first evening _she_ was his settled choice. The next morning, however, made an alteration; for in a quarter of an hour's t?te-?-t?te with Mrs. Bennet before breakfast, a conversation beginning with his parsonage-house, and leading naturally to the avowal of his hopes, that a mistress for it might be found at Longbourn, produced from her, amid very complaisant smiles and general encouragement, a caution against the very Jane he had fixed on.--","As to her _younger_ daughters she could not take upon her to say--she could not positively answer--but she did not _know_ of any prepossession;--her _eldest_ daughter, she must just mention--she felt it incumbent on her to hint, was likely to be very soon engaged.",Mrs. Bennet,Mr. Collins,NO MONOLOGUE,0,15,Anaphoric,produced from her amid very complaisant smiles and general encouragement a caution
497,497,497," said Elizabeth; and then, unwilling to let the subject drop, added, ","About a month, /newquote He is a man of very large property in Derbyshire, I understand.",Elizabeth,George Wickham,NO MONOLOGUE,0,16,Explicit,said Elizabeth
498,498,498, replied Wickham;--,"Yes, /newquote his estate there is a noble one. A clear ten thousand per annum. You could not have met with a person more capable of giving you certain information on that head than myself--for I have been connected with his family in a particular manner from my infancy.",George Wickham,Elizabeth,NO MONOLOGUE,0,16,Explicit,replied Wickham
500,500,500,NO APPEND,"You may well be surprised, Miss Bennet, at such an assertion, after seeing, as you probably might, the very cold manner of our meeting yesterday.--Are you much acquainted with Mr. Darcy?",George Wickham,Elizabeth,NO MONOLOGUE,0,16,Implicit,
501,501,501," cried Elizabeth warmly,--","As much as I ever wish to be, /newquote I have spent four days in the same house with him, and I think him very disagreeable.",Elizabeth,George Wickham,NO MONOLOGUE,0,16,Explicit,cried Elizabeth
502,502,502," said Wickham, ","I have no right to give _my_ opinion, /newquote as to his being agreeable or otherwise. I am not qualified to form one. I have known him too long and too well to be a fair judge. It is impossible for _me_ to be impartial. But I believe your opinion of him would in general astonish--and perhaps you would not express it quite so strongly anywhere else.--Here you are in your own family.",George Wickham,Elizabeth,NO MONOLOGUE,0,16,Explicit,said Wickham
503,503,503,NO APPEND,"Upon my word I say no more _here_ than I might say in any house in the neighbourhood, except Netherfield. He is not at all liked in Hertfordshire. Every body is disgusted with his pride. You will not find him more favourably spoken of by any one.",Elizabeth,George Wickham,NO MONOLOGUE,0,16,Implicit,
504,504,504," said Wickham, after a short interruption, ","I cannot pretend to be sorry, /newquote that he or that any man should not be estimated beyond their deserts; but with _him_ I believe it does not often happen. The world is blinded by his fortune and consequence, or frightened by his high and imposing manners, and sees him only as he chuses to be seen.",George Wickham,Elizabeth,NO MONOLOGUE,0,16,Explicit,said Wickham
505,505,505, Wickham only shook his head.,"I should take him, even on _my_ slight acquaintance, to be an ill-tempered man.",Elizabeth,George Wickham,NO MONOLOGUE,0,16,Implicit,
506,506,506," said he, at the next opportunity of speaking, ","I wonder, /newquote whether he is likely to be in this country much longer.",George Wickham,Elizabeth,NO MONOLOGUE,0,16,Anaphoric,said he
507,507,507,NO APPEND,I do not at all know; but I _heard_ nothing of his going away when I was at Netherfield. I hope your plans in favour of the ----shire will not be affected by his being in the neighbourhood.,Elizabeth,George Wickham,NO MONOLOGUE,0,16,Implicit,
508,508,508,NO APPEND,"Oh! no--it is not for _me_ to be driven away by Mr. Darcy. If _he_ wishes to avoid seeing _me_, he must go. We are not on friendly terms, and it always gives me pain to meet him, but I have no reason for avoiding _him_ but what I might proclaim to all the world; a sense of very great ill usage, and most painful regrets at his being what he is. His father, Miss Bennet, the late Mr. Darcy, was one of the best men that ever breathed, and the truest friend I ever had; and I can never be in company with this Mr. Darcy without being grieved to the soul by a thousand tender recollections. His behaviour to myself has been scandalous; but I verily believe I could forgive him any thing and every thing, rather than his disappointing the hopes and disgracing the memory of his father.",George Wickham,Elizabeth,NO MONOLOGUE,0,16,Implicit,
511,511,511," he added, ","It was the prospect of constant society, and good society, /newquote which was my chief inducement to enter the ----shire. I knew it to be a most respectable, agreeable corps, and my friend Denny tempted me farther by his account of their present quarters, and the very great attentions and excellent acquaintance Meryton had procured them. Society, I own, is necessary to me. I have been a disappointed man, and my spirits will not bear solitude. I _must_ have employment and society. A military life is not what I was intended for, but circumstances have now made it eligible. The church _ought_ to have been my profession--I was brought up for the church, and I should at this time have been in possession of a most valuable living, had it pleased the gentleman we were speaking of just now.",George Wickham,Elizabeth,NO MONOLOGUE,0,16,Anaphoric,he added
512,512,512,NO APPEND,Indeed!,Elizabeth,George Wickham,NO MONOLOGUE,0,16,Implicit,
513,513,513,NO APPEND,"Yes--the late Mr. Darcy bequeathed me the next presentation of the best living in his gift. He was my godfather, and excessively attached to me. I cannot do justice to his kindness. He meant to provide for me amply, and thought he had done it; but when the living fell, it was given elsewhere.",George Wickham,Elizabeth,NO MONOLOGUE,0,16,Implicit,
514,514,514, cried Elizabeth; ,Good heavens! /newquote but how could _that_ be?--How could his will be disregarded?--Why did not you seek legal redress?,Elizabeth,George Wickham,NO MONOLOGUE,0,16,Explicit,cried Elizabeth
515,515,515,NO APPEND,"There was just such an informality in the terms of the bequest as to give me no hope from law. A man of honour could not have doubted the intention, but Mr. Darcy chose to doubt it--or to treat it as a merely conditional recommendation, and to assert that I had forfeited all claim to it by extravagance, imprudence, in short any thing or nothing. Certain it is, that the living became vacant two years ago, exactly as I was of an age to hold it, and that it was given to another man; and no less certain is it, that I cannot accuse myself of having really done any thing to deserve to lose it. I have a warm, unguarded temper, and I may perhaps have sometimes spoken my opinion _of_ him, and _to_ him, too freely. I can recal nothing worse. But the fact is, that we are very different sort of men, and that he hates me.",George Wickham,Elizabeth,NO MONOLOGUE,0,16,Implicit,
516,516,516,NO APPEND,This is quite shocking!--He deserves to be publicly disgraced.,Elizabeth,George Wickham,NO MONOLOGUE,0,16,Implicit,
517,517,517,NO APPEND,"Some time or other he _will_ be--but it shall not be by _me_. Till I can forget his father, I can never defy or expose _him_.",George Wickham,Elizabeth,NO MONOLOGUE,0,16,Implicit,
519,519,519," said she, after a pause, ","But what, /newquote can have been his motive?--what can have induced him to behave so cruelly?",Elizabeth,George Wickham,NO MONOLOGUE,0,16,Anaphoric,said she
