,Unnamed: 0.1,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression
33,33,33,34,NO APPEND,"Aye, so we do. That is very disagreeable. I wish we had a large acquaintance here.",Mrs. Allen,Catherine Morland,NO MONOLOGUE,0,2,Implicit,
34,34,34,35,NO APPEND,I wish we had _any;_ it would be somebody to go to.,Catherine Morland,Mrs. Allen,NO MONOLOGUE,0,2,Implicit,
35,35,35,36,NO APPEND,"Very true, my dear; and if we knew anybody we would join them directly. The Skinners were here last year I wish they were here now.",Mrs. Allen,Catherine Morland,NO MONOLOGUE,0,2,Implicit,
36,36,36,37,NO APPEND,"Had not we better go away as it is? Here are no tea-things for us, you see.",Catherine Morland,Mrs. Allen,NO MONOLOGUE,0,2,Implicit,
37,37,37,38,NO APPEND,"No more there are, indeed. How very provoking! But I think we had better sit still, for one gets so tumbled in such a crowd! How is my head, my dear? Somebody gave me a push that has hurt it, I am afraid.",Mrs. Allen,Catherine Morland,NO MONOLOGUE,0,2,Implicit,
38,38,38,39,NO APPEND,"No, indeed, it looks very nice. But, dear Mrs. Allen, are you sure there is nobody you know in all this multitude of people? I think you _must_ know somebody.",Catherine Morland,Mrs. Allen,NO MONOLOGUE,0,2,Implicit,
39,39,39,40,NO APPEND,"I don t, upon my word I wish I did. I wish I had a large acquaintance here with all my heart, and then I should get you a partner. I should be so glad to have you dance. There goes a strange-looking woman! What an odd gown she has got on! How old-fashioned it is! Look at the back.",Mrs. Allen,Catherine Morland,NO MONOLOGUE,0,2,Implicit,
48,48,48,49,"They made their appearance in the Lower Rooms; and here fortune was more favourable to our heroine. The master of the ceremonies introduced to her a very gentlemanlike young man as a partner; his name was Tilney. He seemed to be about four or five and twenty, was rather tall, had a pleasing countenance, a very intelligent and lively eye, and, if not quite handsome, was very near it. His address was good, and Catherine felt herself in high luck. There was little leisure for speaking while they danced; but when they were seated at tea, she found him as agreeable as she had already given him credit for being. He talked with fluency and spirit and there was an archness and pleasantry in his manner which interested, though it was hardly understood by her. After chatting some time on such matters as naturally arose from the objects around them, he suddenly addressed her with ","I have hitherto been very remiss, madam, in the proper attentions of a partner here; I have not yet asked you how long you have been in Bath; whether you were ever here before; whether you have been at the Upper Rooms, the theatre, and the concert; and how you like the place altogether. I have been very negligent but are you now at leisure to satisfy me in these particulars? If you are I will begin directly.",,"['Henry Tilney', 'Mrs. Allen', 'Catherine Morland']",NO MONOLOGUE,0,3,Anaphoric,he suddenly addressed her
49,49,49,50,NO APPEND,"You need not give yourself that trouble, sir.",,"['Henry Tilney', 'Mrs. Allen', 'Catherine Morland']",NO MONOLOGUE,0,3,Implicit,
50,50,50,51," Then forming his features into a set smile, and affectedly softening his voice, he added, with a simpering air, ","No trouble, I assure you, madam. /newquote Have you been long in Bath, madam?",,"['Henry Tilney', 'Mrs. Allen', 'Catherine Morland']",NO MONOLOGUE,0,3,Anaphoric,he added
51,51,51,52," replied Catherine, trying not to laugh.","About a week, sir,",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Explicit,replied Catherine
52,52,52,53, with affected astonishment.,Really!,,"['Henry Tilney', 'Mrs. Allen', 'Catherine Morland']",NO MONOLOGUE,0,3,Implicit,
53,53,53,54,NO APPEND,"Why should you be surprised, sir?",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Implicit,
54,54,54,55," said he, in his natural tone. ","Why, indeed! /newquote But some emotion must appear to be raised by your reply, and surprise is more easily assumed, and not less reasonable than any other. Now let us go on. Were you never here before, madam?",,"['Henry Tilney', 'Mrs. Allen', 'Catherine Morland']",NO MONOLOGUE,0,3,Anaphoric,said he
55,55,55,56,NO APPEND,"Never, sir.",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Implicit,
56,56,56,57,NO APPEND,Indeed! Have you yet honoured the Upper Rooms?,,"['Henry Tilney', 'Mrs. Allen', 'Catherine Morland']",NO MONOLOGUE,0,3,Implicit,
57,57,57,58,NO APPEND,"Yes, sir, I was there last Monday.",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Implicit,
58,58,58,59,NO APPEND,Have you been to the theatre?,,"['Henry Tilney', 'Mrs. Allen', 'Catherine Morland']",NO MONOLOGUE,0,3,Implicit,
59,59,59,60,NO APPEND,"Yes, sir, I was at the play on Tuesday.",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Implicit,
60,60,60,61,NO APPEND,To the concert?,,"['Henry Tilney', 'Mrs. Allen', 'Catherine Morland']",NO MONOLOGUE,0,3,Implicit,
61,61,61,62,NO APPEND,"Yes, sir, on Wednesday.",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Implicit,
62,62,62,63,NO APPEND,And are you altogether pleased with Bath?,,"['Henry Tilney', 'Mrs. Allen', 'Catherine Morland']",NO MONOLOGUE,0,3,Implicit,
63,63,63,64,NO APPEND,Yes I like it very well.,Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Implicit,
64,64,64,65," Catherine turned away her head, not knowing whether she might venture to laugh.  /newquote  said he gravely ","Now I must give one smirk, and then we may be rational again. /newquote I see what you think of me, /newquote I shall make but a poor figure in your journal tomorrow.",,"['Henry Tilney', 'Mrs. Allen', 'Catherine Morland']",NO MONOLOGUE,0,3,Anaphoric,said he
65,65,65,66,NO APPEND,My journal!,Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Implicit,
66,66,66,67,NO APPEND,"Yes, I know exactly what you will say: Friday, went to the Lower Rooms; wore my sprigged muslin robe with blue trimmings plain black shoes appeared to much advantage; but was strangely harassed by a queer, half-witted man, who would make me dance with him, and distressed me by his nonsense.",,"['Henry Tilney', 'Mrs. Allen', 'Catherine Morland']",NO MONOLOGUE,0,3,Implicit,
67,67,67,68,NO APPEND,Indeed I shall say no such thing.,Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Implicit,
68,68,68,69,NO APPEND,Shall I tell you what you ought to say?,,"['Henry Tilney', 'Mrs. Allen', 'Catherine Morland']",NO MONOLOGUE,0,3,Implicit,
69,69,69,70,NO APPEND,If you please.,Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Implicit,
70,70,70,71,NO APPEND,"I danced with a very agreeable young man, introduced by Mr. King; had a great deal of conversation with him seems a most extraordinary genius hope I may know more of him. _That_, madam, is what I _wish_ you to say.",,"['Henry Tilney', 'Mrs. Allen', 'Catherine Morland']",NO MONOLOGUE,0,3,Implicit,
71,71,71,72,NO APPEND,"But, perhaps, I keep no journal.",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Implicit,
72,72,72,73,NO APPEND,"Perhaps you are not sitting in this room, and I am not sitting by you. These are points in which a doubt is equally possible. Not keep a journal! How are your absent cousins to understand the tenour of your life in Bath without one? How are the civilities and compliments of every day to be related as they ought to be, unless noted down every evening in a journal? How are your various dresses to be remembered, and the particular state of your complexion, and curl of your hair to be described in all their diversities, without having constant recourse to a journal? My dear madam, I am not so ignorant of young ladies  ways as you wish to believe me; it is this delightful habit of journaling which largely contributes to form the easy style of writing for which ladies are so generally celebrated. Everybody allows that the talent of writing agreeable letters is peculiarly female. Nature may have done something, but I am sure it must be essentially assisted by the practice of keeping a journal.",,"['Henry Tilney', 'Mrs. Allen', 'Catherine Morland']",NO MONOLOGUE,0,3,Implicit,
73,73,73,74," said Catherine, doubtingly, ","I have sometimes thought, /newquote whether ladies do write so much better letters than gentlemen! That is I should not think the superiority was always on our side.",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Explicit,said Catherine
74,74,74,75,NO APPEND,"As far as I have had opportunity of judging, it appears to me that the usual style of letter-writing among women is faultless, except in three particulars.",,"['Henry Tilney', 'Mrs. Allen', 'Catherine Morland']",NO MONOLOGUE,0,3,Implicit,
75,75,75,76,NO APPEND,And what are they?,Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Implicit,
76,76,76,77,NO APPEND,"A general deficiency of subject, a total inattention to stops, and a very frequent ignorance of grammar.",,"['Henry Tilney', 'Mrs. Allen', 'Catherine Morland']",NO MONOLOGUE,0,3,Implicit,
77,77,77,78,NO APPEND,Upon my word! I need not have been afraid of disclaiming the compliment. You do not think too highly of us in that way.,Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Implicit,
78,78,78,79,NO APPEND,"I should no more lay it down as a general rule that women write better letters than men, than that they sing better duets, or draw better landscapes. In every power, of which taste is the foundation, excellence is pretty fairly divided between the sexes.",,"['Henry Tilney', 'Mrs. Allen', 'Catherine Morland']",NO MONOLOGUE,0,3,Implicit,
91,91,91,92,"Mr. Tilney was polite enough to seem interested in what she said; and she kept him on the subject of muslins till the dancing recommenced. Catherine feared, as she listened to their discourse, that he indulged himself a little too much with the foibles of others.  /newquote  said he, as they walked back to the ballroom; ","What are you thinking of so earnestly? /newquote not of your partner, I hope, for, by that shake of the head, your meditations are not satisfactory.",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Anaphoric,said he
92,92,92,93,"Catherine coloured, and said, ",I was not thinking of anything.,Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Explicit,Catherine coloured and said
93,93,93,94,NO APPEND,"That is artful and deep, to be sure; but I had rather be told at once that you will not tell me.",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Implicit,
94,94,94,95,NO APPEND,"Well then, I will not.",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Implicit,
95,95,95,96,NO APPEND,"Thank you; for now we shall soon be acquainted, as I am authorized to tease you on this subject whenever we meet, and nothing in the world advances intimacy so much.",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,3,Implicit,
98,98,98,99,"With more than usual eagerness did Catherine hasten to the pump-room the next day, secure within herself of seeing Mr. Tilney there before the morning were over, and ready to meet him with a smile; but no smile was demanded Mr. Tilney did not appear. Every creature in Bath, except himself, was to be seen in the room at different periods of the fashionable hours; crowds of people were every moment passing in and out, up the steps and down; people whom nobody cared about, and nobody wanted to see; and he only was absent.  /newquote  said Mrs. Allen as they sat down near the great clock, after parading the room till they were tired; ","What a delightful place Bath is, /newquote and how pleasant it would be if we had any acquaintance here.",Mrs. Allen,Mrs. Thorpe,NO MONOLOGUE,0,4,Explicit,said Mrs Allen
108,108,108,109,"As soon as divine service was over, the Thorpes and Allens eagerly joined each other; and after staying long enough in the pump-room to discover that the crowd was insupportable, and that there was not a genteel face to be seen, which everybody discovers every Sunday throughout the season, they hastened away to the Crescent, to breathe the fresh air of better company. Here Catherine and Isabella, arm in arm, again tasted the sweets of friendship in an unreserved conversation; they talked much, and with much enjoyment; but again was Catherine disappointed in her hope of reseeing her partner. He was nowhere to be met with; every search for him was equally unsuccessful, in morning lounges or evening assemblies; neither at the Upper nor Lower Rooms, at dressed or undressed balls, was he perceivable; nor among the walkers, the horsemen, or the curricle-drivers of the morning. His name was not in the pump-room book, and curiosity could do no more. He must be gone from Bath. Yet he had not mentioned that his stay would be so short! This sort of mysteriousness, which is always so becoming in a hero, threw a fresh grace in Catherine s imagination around his person and manners, and increased her anxiety to know more of him. From the Thorpes she could learn nothing, for they had been only two days in Bath before they met with Mrs. Allen. It was a subject, however, in which she often indulged with her fair friend, from whom she received every possible encouragement to continue to think of him; and his impression on her fancy was not suffered therefore to weaken. Isabella was very sure that he must be a charming young man, and was equally sure that he must have been delighted with her dear Catherine, and would therefore shortly return. She liked him the better for being a clergyman,  /newquote ; and something like a sigh escaped her as she said it. Perhaps Catherine was wrong in not demanding the cause of that gentle emotion but she was not experienced enough in the finesse of love, or the duties of friendship, to know when delicate raillery was properly called for, or when a confidence should be forced.",for she must confess herself very partial to the profession,Catherine Morland,[],NO MONOLOGUE,0,5,Explicit,Catherine blushed for her friend and said
109,109,109,110,"Mrs. Allen was now quite happy quite satisfied with Bath. She had found some acquaintance, had been so lucky too as to find in them the family of a most worthy old friend; and, as the completion of good fortune, had found these friends by no means so expensively dressed as herself. Her daily expressions were no longer,  /newquote  They were changed into,  /newquote  and she was as eager in promoting the intercourse of the two families, as her young charge and Isabella themselves could be; never satisfied with the day unless she spent the chief of it by the side of Mrs. Thorpe, in what they called conversation, but in which there was scarcely ever any exchange of opinion, and not often any resemblance of subject, for Mrs. Thorpe talked chiefly of her children, and Mrs. Allen of her gowns.",I wish we had some acquaintance in Bath! /newquote How glad I am we have met with Mrs. Thorpe!,,Catherine Morland,NO MONOLOGUE,0,5,Anaphoric,They were changed
112,112,112,113,"They met by appointment; and as Isabella had arrived nearly five minutes before her friend, her first address naturally was, ","My dearest creature, what can have made you so late? I have been waiting for you at least this age!",Isabella Thorpe,Catherine Morland,NO MONOLOGUE,0,6,Anaphoric,her first address naturally was
113,113,113,114,NO APPEND,"Have you, indeed! I am very sorry for it; but really I thought I was in very good time. It is but just one. I hope you have not been here long?",Catherine Morland,Isabella Thorpe,NO MONOLOGUE,0,6,Implicit,
114,114,114,115,NO APPEND,"Oh! These ten ages at least. I am sure I have been here this half hour. But now, let us go and sit down at the other end of the room, and enjoy ourselves. I have an hundred things to say to you. In the first place, I was so afraid it would rain this morning, just as I wanted to set off; it looked very showery, and that would have thrown me into agonies! Do you know, I saw the prettiest hat you can imagine, in a shop window in Milsom Street just now very like yours, only with coquelicot ribbons instead of green; I quite longed for it. But, my dearest Catherine, what have you been doing with yourself all this morning? Have you gone on with Udolpho?",Isabella Thorpe,Catherine Morland,NO MONOLOGUE,0,6,Implicit,
115,115,115,116,NO APPEND,"Yes, I have been reading it ever since I woke; and I am got to the black veil.",Catherine Morland,Isabella Thorpe,NO MONOLOGUE,0,6,Implicit,
116,116,116,117,NO APPEND,"Are you, indeed? How delightful! Oh! I would not tell you what is behind the black veil for the world! Are not you wild to know?",Isabella Thorpe,Catherine Morland,NO MONOLOGUE,0,6,Implicit,
117,117,117,118,NO APPEND,"Oh! Yes, quite; what can it be? But do not tell me I would not be told upon any account. I know it must be a skeleton, I am sure it is Laurentina s skeleton. Oh! I am delighted with the book! I should like to spend my whole life in reading it. I assure you, if it had not been to meet you, I would not have come away from it for all the world.",Catherine Morland,Isabella Thorpe,NO MONOLOGUE,0,6,Implicit,
118,118,118,119,NO APPEND,"Dear creature! How much I am obliged to you; and when you have finished Udolpho, we will read the Italian together; and I have made out a list of ten or twelve more of the same kind for you.",Isabella Thorpe,Catherine Morland,NO MONOLOGUE,0,6,Implicit,
119,119,119,120,NO APPEND,"Have you, indeed! How glad I am! What are they all?",Catherine Morland,Isabella Thorpe,NO MONOLOGUE,0,6,Implicit,
120,120,120,121,NO APPEND,"I will read you their names directly; here they are, in my pocketbook. Castle of Wolfenbach, Clermont, Mysterious Warnings, Necromancer of the Black Forest, Midnight Bell, Orphan of the Rhine, and Horrid Mysteries. Those will last us some time.",Isabella Thorpe,Catherine Morland,NO MONOLOGUE,0,6,Implicit,
121,121,121,122,NO APPEND,"Yes, pretty well; but are they all horrid, are you sure they are all horrid?",Catherine Morland,Isabella Thorpe,NO MONOLOGUE,0,6,Implicit,
122,122,122,123,NO APPEND,"Yes, quite sure; for a particular friend of mine, a Miss Andrews, a sweet girl, one of the sweetest creatures in the world, has read every one of them. I wish you knew Miss Andrews, you would be delighted with her. She is netting herself the sweetest cloak you can conceive. I think her as beautiful as an angel, and I am so vexed with the men for not admiring her! I scold them all amazingly about it.",Isabella Thorpe,Catherine Morland,NO MONOLOGUE,0,6,Implicit,
123,123,123,124,NO APPEND,Scold them! Do you scold them for not admiring her?,Catherine Morland,Isabella Thorpe,NO MONOLOGUE,0,6,Implicit,
124,124,124,125,NO APPEND,"Yes, that I do. There is nothing I would not do for those who are really my friends. I have no notion of loving people by halves; it is not my nature. My attachments are always excessively strong. I told Captain Hunt at one of our assemblies this winter that if he was to tease me all night, I would not dance with him, unless he would allow Miss Andrews to be as beautiful as an angel. The men think us incapable of real friendship, you know, and I am determined to show them the difference. Now, if I were to hear anybody speak slightingly of you, I should fire up in a moment: but that is not at all likely, for _you_ are just the kind of girl to be a great favourite with the men.",Isabella Thorpe,Catherine Morland,NO MONOLOGUE,0,6,Implicit,
125,125,125,126," cried Catherine, colouring. ","Oh, dear! /newquote How can you say so?",Catherine Morland,Isabella Thorpe,NO MONOLOGUE,0,6,Explicit,cried Catherine
126,126,126,127," Catherine coloured, and disclaimed again. Isabella laughed.  /newquote  speaking more seriously ","I know you very well; you have so much animation, which is exactly what Miss Andrews wants, for I must confess there is something amazingly insipid about her. Oh! I must tell you, that just after we parted yesterday, I saw a young man looking at you so earnestly I am sure he is in love with you. /newquote It is very true, upon my honour, but I see how it is; you are indifferent to everybody s admiration, except that of one gentleman, who shall be nameless. Nay, I cannot blame you /newquote your feelings are easily understood. Where the heart is really attached, I know very well how little one can be pleased with the attention of anybody else. Everything is so insipid, so uninteresting, that does not relate to the beloved object! I can perfectly comprehend your feelings.",Isabella Thorpe,Catherine Morland,NO MONOLOGUE,0,6,Implicit,
127,127,127,128,NO APPEND,"But you should not persuade me that I think so very much about Mr. Tilney, for perhaps I may never see him again.",Catherine Morland,Isabella Thorpe,NO MONOLOGUE,0,6,Implicit,
128,128,128,129,NO APPEND,"Not see him again! My dearest creature, do not talk of it. I am sure you would be miserable if you thought so!",Isabella Thorpe,Catherine Morland,NO MONOLOGUE,0,6,Implicit,
129,129,129,130,NO APPEND,"No, indeed, I should not. I do not pretend to say that I was not very much pleased with him; but while I have Udolpho to read, I feel as if nobody could make me miserable. Oh! The dreadful black veil! My dear Isabella, I am sure there must be Laurentina s skeleton behind it.",Catherine Morland,Isabella Thorpe,NO MONOLOGUE,0,6,Implicit,
130,130,130,131,NO APPEND,"It is so odd to me, that you should never have read Udolpho before; but I suppose Mrs. Morland objects to novels.",Isabella Thorpe,Catherine Morland,NO MONOLOGUE,0,6,Implicit,
131,131,131,132,NO APPEND,"No, she does not. She very often reads Sir Charles Grandison herself; but new books do not fall in our way.",Catherine Morland,Isabella Thorpe,NO MONOLOGUE,0,6,Implicit,
132,132,132,133,NO APPEND,"Sir Charles Grandison! That is an amazing horrid book, is it not? I remember Miss Andrews could not get through the first volume.",Isabella Thorpe,Catherine Morland,NO MONOLOGUE,0,6,Implicit,
133,133,133,134,NO APPEND,It is not like Udolpho at all; but yet I think it is very entertaining.,Catherine Morland,Isabella Thorpe,NO MONOLOGUE,0,6,Implicit,
134,134,134,135,NO APPEND,"Do you indeed! You surprise me; I thought it had not been readable. But, my dearest Catherine, have you settled what to wear on your head tonight? I am determined at all events to be dressed exactly like you. The men take notice of _that_ sometimes, you know.",Isabella Thorpe,Catherine Morland,NO MONOLOGUE,0,6,Implicit,
135,135,135,136," said Catherine, very innocently.","But it does not signify if they do,",Catherine Morland,Isabella Thorpe,NO MONOLOGUE,0,6,Explicit,said Catherine
136,136,136,137,NO APPEND,"Signify! Oh, heavens! I make it a rule never to mind what they say. They are very often amazingly impertinent if you do not treat them with spirit, and make them keep their distance.",Isabella Thorpe,Catherine Morland,NO MONOLOGUE,0,6,Implicit,
137,137,137,138,NO APPEND,"Are they? Well, I never observed _that_. They always behave very well to me.",Catherine Morland,Isabella Thorpe,NO MONOLOGUE,0,6,Implicit,
138,138,138,139,NO APPEND,"Oh! They give themselves such airs. They are the most conceited creatures in the world, and think themselves of so much importance! By the by, though I have thought of it a hundred times, I have always forgot to ask you what is your favourite complexion in a man. Do you like them best dark or fair?",Isabella Thorpe,Catherine Morland,NO MONOLOGUE,0,6,Implicit,
139,139,139,140,NO APPEND,"I hardly know. I never much thought about it. Something between both, I think. Brown not fair, and and not very dark.",Catherine Morland,Isabella Thorpe,NO MONOLOGUE,0,6,Implicit,
140,140,140,141,NO APPEND,"Very well, Catherine. That is exactly he. I have not forgot your description of Mr. Tilney  a brown skin, with dark eyes, and rather dark hair.  Well, my taste is different. I prefer light eyes, and as to complexion do you know I like a sallow better than any other. You must not betray me, if you should ever meet with one of your acquaintance answering that description.",Isabella Thorpe,Catherine Morland,NO MONOLOGUE,0,6,Implicit,
141,141,141,142,NO APPEND,Betray you! What do you mean?,Catherine Morland,Isabella Thorpe,NO MONOLOGUE,0,6,Implicit,
142,142,142,143,NO APPEND,"Nay, do not distress me. I believe I have said too much. Let us drop the subject.",Isabella Thorpe,Catherine Morland,NO MONOLOGUE,0,6,Implicit,
143,143,143,144,"Catherine, in some amazement, complied, and after remaining a few moments silent, was on the point of reverting to what interested her at that time rather more than anything else in the world, Laurentina s skeleton, when her friend prevented her, by saying, ","For heaven s sake! Let us move away from this end of the room. Do you know, there are two odious young men who have been staring at me this half hour. They really put me quite out of countenance. Let us go and look at the arrivals. They will hardly follow us there.",Catherine Morland,Isabella Thorpe,NO MONOLOGUE,0,6,Anaphoric,her friend prevented her by saying
145,145,145,146,NO APPEND,"They are not coming this way, are they? I hope they are not so impertinent as to follow us. Pray let me know if they are coming. I am determined I will not look up.",Catherine Morland,Catherine Morland,NO MONOLOGUE,0,6,Implicit,
147,147,147,148," said Isabella, turning hastily round. ",And which way are they gone? /newquote One was a very good-looking young man.,Isabella Thorpe,[],NO MONOLOGUE,0,6,Explicit,said Isabella
148,148,148,149,NO APPEND,They went towards the church-yard.,,Isabella Thorpe,NO MONOLOGUE,0,6,Implicit,
149,149,149,150,NO APPEND,"Well, I am amazingly glad I have got rid of them! And now, what say you to going to Edgar s Buildings with me, and looking at my new hat? You said you should like to see it.",Isabella Thorpe,[],NO MONOLOGUE,0,6,Implicit,
150,150,150,151,"Catherine readily agreed.  /newquote  she added, ","Only, /newquote perhaps we may overtake the two young men.",,Isabella Thorpe,NO MONOLOGUE,0,6,Anaphoric,she added
151,151,151,152,NO APPEND,"Oh! Never mind that. If we make haste, we shall pass by them presently, and I am dying to show you my hat.",Isabella Thorpe,[],NO MONOLOGUE,0,6,Implicit,
152,152,152,153,NO APPEND,"But if we only wait a few minutes, there will be no danger of our seeing them at all.",,Isabella Thorpe,NO MONOLOGUE,0,6,Implicit,
153,153,153,154,NO APPEND,"I shall not pay them any such compliment, I assure you. I have no notion of treating men with such respect. _That_ is the way to spoil them.",Isabella Thorpe,[],NO MONOLOGUE,0,6,Implicit,
156,156,156,157," said Isabella, looking up.  /newquote  But this detestation, though so just, was of short duration, for she looked again and exclaimed, ","Oh, these odious gigs! /newquote How I detest them. /newquote Delightful! Mr. Morland and my brother!",Isabella Thorpe,Catherine Morland,NO MONOLOGUE,0,7,Explicit,said Isabella
157,157,157,158," was uttered at the same moment by Catherine; and, on catching the young men s eyes, the horse was immediately checked with a violence which almost threw him on his haunches, and the servant having now scampered up, the gentlemen jumped out, and the equipage was delivered to his care.",Good heaven!  Tis James!,Catherine Morland,Isabella Thorpe,NO MONOLOGUE,0,7,Explicit,was uttered at the same moment by Catherine
173,173,173,174,"John Thorpe kept of course with Catherine, and, after a few minutes  silence, renewed the conversation about his gig. ","You will find, however, Miss Morland, it would be reckoned a cheap thing by some people, for I might have sold it for ten guineas more the next day; Jackson, of Oriel, bid me sixty at once; Morland was with me at the time.",Isabella Thorpe,"['Catherine Morland', 'James Morland']",NO MONOLOGUE,0,7,Implicit,
